,nodes_tr,TR,nodes_ec,EC,nodes_cnc,CnC,nodes_bc,BC,nodes_dc,DC,nodes_pr,pr
52,53,65,8,0.067001462,30,0.342615012,611,0.010792891,142,0.025618375,48,0.001453329
53,389,65,298,0.06654894,531,0.342304203,9,0.010695004,181,0.025618375,139,0.001450853
54,49,64,139,0.065826331,61,0.341890667,312,0.010620155,197,0.025618375,355,0.001440455
55,61,64,288,0.065211116,50,0.34178744,433,0.010587975,240,0.025618375,835,0.001437966
56,392,63,9,0.064121473,18,0.341684274,127,0.010571035,315,0.025618375,44,0.001425112
57,445,63,133,0.063214639,71,0.341684274,686,0.010410423,366,0.025618375,433,0.001419606
58,570,63,199,0.062423696,298,0.340451128,119,0.010322396,375,0.025618375,315,0.001414607
59,281,62,136,0.062158323,395,0.340348767,242,0.010279908,459,0.025618375,312,0.001413949
60,885,62,354,0.06150949,181,0.340246468,2,0.01018942,503,0.025618375,29,0.001407193
61,887,62,395,0.061432636,328,0.340144231,203,0.010115997,587,0.025618375,242,0.001404665
62,3,61,103,0.060978777,209,0.33993994,240,0.009722688,18,0.024734982,426,0.001403877
63,63,61,54,0.060941659,563,0.338618008,80,0.009606604,38,0.024734982,135,0.001391924
64,184,61,433,0.060849688,81,0.338516746,37,0.009597784,56,0.024734982,51,0.001386113
65,18,60,192,0.060836471,213,0.338516746,531,0.009190496,200,0.024734982,53,0.001385215
66,192,60,240,0.059967924,389,0.338415546,73,0.009009303,205,0.024734982,451,0.001384977
67,58,59,268,0.059052702,103,0.338314405,81,0.008987425,388,0.024734982,494,0.001359766
68,326,59,12,0.05841917,419,0.338011347,89,0.008909325,551,0.024734982,457,0.00134697
69,340,59,467,0.058260812,542,0.337910448,50,0.008870844,39,0.02385159,321,0.001335649
70,787,59,184,0.057311437,8,0.337005061,184,0.008864857,151,0.02385159,6,0.001329562
71,215,58,18,0.056891089,205,0.336904762,29,0.008849005,211,0.02385159,331,0.001318955
72,400,58,84,0.056798414,10,0.336804522,56,0.008612941,242,0.02385159,548,0.001315833
73,589,58,242,0.056555679,453,0.336804522,69,0.008560709,451,0.02385159,18,0.00131379
74,9,56,30,0.056427771,334,0.336704343,482,0.008405061,6,0.022968198,2,0.001306316
75,13,56,388,0.056261077,6,0.336504162,426,0.008364942,29,0.022968198,463,0.001304075
76,68,56,201,0.056105647,283,0.336304219,0,0.008363103,49,0.022968198,531,0.001303732
77,84,55,503,0.055810527,466,0.336304219,548,0.008350491,61,0.022968198,93,0.00130319
78,133,55,182,0.055763991,23,0.336204336,218,0.008125713,79,0.022968198,458,0.001302782
79,149,55,321,0.055741954,93,0.336104513,597,0.00807144,145,0.022968198,69,0.001302641
80,884,55,1,0.055654282,503,0.335606285,553,0.008031676,214,0.022968198,66,0.001301171
81,886,55,302,0.05517374,238,0.335506817,328,0.007879438,273,0.022968198,55,0.001296705
82,119,54,355,0.055100145,254,0.335506817,55,0.007852379,302,0.022968198,45,0.001294903
83,355,53,50,0.05492829,350,0.335208765,39,0.007841405,392,0.022968198,659,0.001292337
84,593,53,250,0.054719219,24,0.335109532,269,0.007800341,572,0.022968198,127,0.001282986
85,17,52,142,0.054681045,465,0.335109532,135,0.007781801,12,0.022084806,320,0.001275987
86,354,52,400,0.054506576,141,0.335010358,659,0.007733183,37,0.022084806,56,0.001271617
87,541,52,57,0.05422742,544,0.334911243,270,0.007674323,209,0.022084806,414,0.001263268
88,141,51,181,0.053540509,37,0.334812186,254,0.007611851,268,0.022084806,72,0.001262035
89,21,50,80,0.053461931,105,0.334812186,61,0.007604713,389,0.022084806,142,0.001262
90,217,50,202,0.053148079,267,0.334614248,657,0.007586923,482,0.022084806,212,0.00125597
91,381,50,292,0.053096872,371,0.334317779,392,0.007565487,80,0.021201413,266,0.001250687
92,232,49,577,0.053080267,433,0.334219073,1,0.007507496,93,0.021201413,199,0.001248689
93,288,49,258,0.052701584,154,0.333923304,503,0.007497465,199,0.021201413,130,0.001248243
94,451,49,262,0.052525178,340,0.333923304,24,0.007414285,267,0.021201413,211,0.001248098
95,12,48,6,0.052331545,686,0.333235208,451,0.007401402,326,0.021201413,37,0.001247622
96,29,48,380,0.052267781,68,0.333137139,142,0.007299958,338,0.021201413,81,0.001244418
97,51,48,5,0.052044828,343,0.333137139,130,0.007279443,383,0.021201413,553,0.001240628
98,213,48,315,0.051082725,587,0.332941176,38,0.007160996,414,0.021201413,184,0.001240268
99,438,48,330,0.050239317,469,0.332745444,72,0.007150275,445,0.021201413,723,0.001240216
100,384,47,551,0.050101714,200,0.332549941,298,0.00711819,531,0.021201413,307,0.001239246
101,453,47,13,0.050095763,14,0.332257118,542,0.007068904,589,0.021201413,136,0.001234094
102,5,46,392,0.049878565,149,0.332159624,465,0.006916259,659,0.021201413,349,0.00123377
103,8,46,216,0.049859293,43,0.331964809,185,0.006843178,1,0.020318021,111,0.001231703
104,193,46,226,0.049700233,156,0.331673015,18,0.00683901,69,0.020318021,89,0.001227396
105,409,46,17,0.049490376,367,0.33147877,457,0.00680517,81,0.020318021,589,0.001226636
106,459,46,61,0.049377492,193,0.331284753,93,0.006769982,193,0.020318021,50,0.00122516
107,6,45,593,0.048928822,438,0.331187829,835,0.006722541,212,0.020318021,145,0.001221887
108,65,45,290,0.048768333,132,0.331090962,350,0.006684174,217,0.020318021,12,0.001221031
109,182,45,145,0.048679882,253,0.330994152,212,0.006661261,321,0.020318021,465,0.001217213
110,206,45,106,0.048472462,199,0.330897398,469,0.006596183,328,0.020318021,376,0.001213938
111,590,45,328,0.048216477,392,0.330897398,330,0.00657628,367,0.020318021,146,0.001211903
112,723,45,320,0.047889662,338,0.330704061,302,0.006554615,380,0.020318021,686,0.001210793
113,11,44,471,0.047743928,383,0.330704061,237,0.006490899,553,0.020318021,240,0.001208929
114,39,44,175,0.047724126,69,0.330607477,91,0.006459021,725,0.020318021,255,0.001207669
115,146,44,270,0.047625751,19,0.330221704,238,0.006416346,3,0.019434629,24,0.001206131
116,105,43,383,0.047120282,119,0.330221704,389,0.006331807,30,0.019434629,273,0.001205433
117,144,43,283,0.047078047,391,0.330125401,58,0.006288872,50,0.019434629,572,0.001200384
118,175,43,419,0.047077488,146,0.329740752,64,0.006264108,84,0.019434629,73,0.001199875
119,659,43,210,0.046859574,5,0.329644729,146,0.006210872,89,0.019434629,221,0.001195748
120,267,42,73,0.046612795,258,0.329644729,211,0.00618246,213,0.019434629,268,0.001191445
121,385,42,33,0.046612182,380,0.329644729,488,0.00617737,270,0.019434629,764,0.001190036
122,653,42,340,0.046518376,302,0.329452852,414,0.006151341,286,0.019434629,328,0.001189995
123,10,41,196,0.046383206,584,0.329261198,774,0.006150625,330,0.019434629,392,0.0011897
124,44,41,126,0.046030289,273,0.328783038,92,0.006076463,400,0.019434629,0,0.001189227
125,334,41,236,0.045692205,123,0.328687573,199,0.006069937,590,0.019434629,26,0.001188632
126,67,40,572,0.045672364,9,0.328306265,111,0.006058376,597,0.019434629,157,0.001187583
127,240,39,10,0.04536818,202,0.328211076,313,0.00605749,723,0.019434629,217,0.001183483
128,181,38,19,0.045245762,548,0.328115942,494,0.005993059,774,0.019434629,239,0.001179893
129,221,38,399,0.044992124,281,0.328020864,466,0.005876542,5,0.018551237,204,0.001175758
130,729,38,119,0.044606029,72,0.327830872,343,0.005838858,26,0.018551237,367,0.001169739
131,33,37,43,0.044344409,142,0.327451548,458,0.005831738,72,0.018551237,503,0.001169643
132,136,37,366,0.044015791,313,0.327451548,339,0.005792555,73,0.018551237,697,0.001169206
133,212,37,221,0.043640213,567,0.327356854,266,0.005629413,130,0.018551237,339,0.001165908
134,266,37,71,0.043600374,1,0.3270731,151,0.005618538,141,0.018551237,298,0.001162972
135,377,37,149,0.043549294,130,0.326978625,217,0.005581457,146,0.018551237,39,0.001161207
136,779,37,428,0.043265517,3,0.326695527,710,0.00552565,192,0.018551237,488,0.001161139
137,64,36,141,0.043250432,145,0.326601269,511,0.005473111,238,0.018551237,311,0.001157364
138,83,36,697,0.042972986,572,0.326601269,320,0.005460104,281,0.018551237,400,0.001156357
139,199,35,531,0.04262309,659,0.326507067,321,0.005435937,409,0.018551237,185,0.001155613
140,328,35,156,0.042447124,56,0.326318824,391,0.00542426,542,0.018551237,305,0.001153709
141,360,35,409,0.041554265,388,0.326224784,333,0.005387416,548,0.018551237,302,0.001152262
142,482,35,37,0.041259666,106,0.32566168,307,0.005367631,584,0.018551237,693,0.001151458
143,315,34,502,0.041115103,361,0.325287356,723,0.005341694,686,0.018551237,200,0.001149429
144,375,34,779,0.041062963,17,0.32519391,567,0.005339528,724,0.018551237,254,0.001148768
145,386,34,267,0.04075081,414,0.32519391,400,0.005267152,10,0.017667845,500,0.001141855
146,26,33,83,0.040548255,412,0.325007178,66,0.005232494,24,0.017667845,197,0.001140633
147,330,33,24,0.040252742,456,0.325007178,267,0.005225623,149,0.017667845,381,0.001139751
148,466,33,725,0.040172532,337,0.32482066,383,0.005163914,215,0.017667845,383,0.001137272
149,484,33,238,0.040056371,212,0.324541284,283,0.005158822,288,0.017667845,267,0.001136535
150,697,33,436,0.040049637,237,0.324541284,273,0.005145196,307,0.017667845,114,0.001135465
151,80,32,3,0.039941051,83,0.324355301,123,0.005131292,312,0.017667845,350,0.001133381
152,320,32,105,0.039845147,304,0.324355301,226,0.005099664,320,0.017667845,238,0.001132838
153,321,32,367,0.039479463,445,0.324355301,197,0.005081131,438,0.017667845,388,0.001132136
154,728,32,724,0.039380322,488,0.324262389,3,0.005032277,466,0.017667845,567,0.001126637
155,152,31,363,0.039336808,54,0.324076725,724,0.005020253,567,0.017667845,499,0.001123359
156,188,31,641,0.039309441,403,0.323983973,141,0.005004613,755,0.017667845,64,0.001114034
157,242,31,244,0.039032552,111,0.323891273,388,0.004986702,14,0.016784452,774,0.001113756
158,366,31,694,0.038965074,217,0.323798627,367,0.004977823,33,0.016784452,90,0.001112683
159,382,31,542,0.038903798,339,0.323613493,90,0.00494214,58,0.016784452,106,0.001106613
160,414,31,207,0.038812171,451,0.323613493,205,0.004934982,92,0.016784452,123,0.00110461
161,14,30,146,0.038518315,375,0.32333619,255,0.004905407,111,0.016784452,724,0.001103912
162,19,30,81,0.038258429,286,0.323059361,14,0.004901096,175,0.016784452,357,0.001102642
163,30,30,590,0.038237716,116,0.322599031,506,0.004857202,266,0.016784452,551,0.001102181
164,148,30,78,0.038156544,121,0.322507123,500,0.004813994,313,0.016784452,100,0.001101621
165,210,30,469,0.03779288,352,0.322231711,554,0.004797683,334,0.016784452,333,0.001101287
166,270,30,69,0.037625873,398,0.322048364,584,0.004699165,494,0.016784452,506,0.00109881
167,553,30,649,0.037142666,13,0.321865226,572,0.004598212,697,0.016784452,58,0.00109863
168,79,29,14,0.03714068,312,0.321682296,544,0.004591792,729,0.016784452,485,0.001098226
169,89,29,21,0.037037732,144,0.321590909,209,0.004586649,11,0.01590106,409,0.001097358
170,111,29,403,0.036647418,269,0.321590909,376,0.004551764,17,0.01590106,445,0.001094719
171,196,29,198,0.03657503,185,0.321499574,114,0.00454136,43,0.01590106,237,0.001092553
172,198,29,371,0.036365226,553,0.321317059,145,0.004540099,64,0.01590106,198,0.001092308
173,351,29,144,0.036107657,230,0.32122588,281,0.004472841,144,0.01590106,270,0.001091221
174,370,29,437,0.03594603,372,0.32122588,764,0.004469661,154,0.01590106,438,0.001091071
175,419,29,412,0.035857071,710,0.321043676,390,0.004438808,254,0.01590106,343,0.001089946
176,425,29,93,0.035845422,26,0.320952651,157,0.004381866,258,0.01590106,80,0.001089813
177,583,29,26,0.035803659,266,0.320952651,26,0.004361644,283,0.01590106,823,0.001088986
178,724,29,254,0.035461708,413,0.320952651,200,0.004292384,350,0.01590106,869,0.001086505
179,768,29,647,0.035171281,275,0.320679887,602,0.004197723,357,0.01590106,193,0.001085908
180,43,28,544,0.034920899,247,0.320407586,100,0.004146745,412,0.01590106,657,0.001084663
181,123,28,151,0.034674415,320,0.320407586,10,0.004118299,457,0.01590106,33,0.00108451
182,238,28,245,0.034459964,648,0.320407586,106,0.004112198,465,0.01590106,38,0.001084405
183,250,28,587,0.034389372,774,0.320226308,361,0.004108481,593,0.01590106,591,0.001084271
184,542,28,584,0.034098295,250,0.320135747,438,0.004102336,611,0.01590106,542,0.001082635
185,584,28,11,0.03399963,326,0.319954777,700,0.004062742,8,0.015017668,417,0.001081293
186,54,27,414,0.033996939,124,0.319774011,43,0.004036523,19,0.015017668,346,0.001079759
187,164,27,316,0.033987009,70,0.319683705,33,0.00403404,63,0.015017668,214,0.001079624
188,201,27,313,0.033857645,216,0.319683705,463,0.004006638,123,0.015017668,159,0.001078537
189,367,27,132,0.033787055,190,0.319413093,869,0.003971368,237,0.015017668,61,0.001077386
190,488,27,453,0.033715678,197,0.319413093,30,0.003959239,239,0.015017668,205,0.001076251
191,591,27,324,0.033701823,551,0.319413093,381,0.003948113,339,0.015017668,406,0.001076128
192,92,26,385,0.033585168,363,0.319232939,398,0.003944946,360,0.015017668,511,0.001072718
193,126,26,335,0.03313522,147,0.319052988,221,0.003936564,381,0.015017668,11,0.001071426
194,220,26,123,0.033033596,245,0.318873239,49,0.003905067,426,0.015017668,330,0.001070671
195,485,26,381,0.033004249,239,0.318783441,756,0.003904957,469,0.015017668,389,0.001069724
196,512,26,755,0.033003712,249,0.318693694,305,0.003847921,488,0.015017668,209,0.00106756
197,847,26,729,0.032999661,33,0.318424754,159,0.003845153,499,0.015017668,256,0.001064073
198,116,25,253,0.032901916,47,0.318335208,349,0.003823443,500,0.015017668,710,0.00106288
199,134,25,451,0.032895608,502,0.318066873,589,0.003821359,756,0.015017668,584,0.001062626
200,167,25,304,0.032884423,29,0.317977528,326,0.003817475,67,0.014134276,188,0.00106115
201,187,25,723,0.032819908,100,0.317977528,74,0.003817318,103,0.014134276,84,0.001060481
202,743,25,281,0.032800274,690,0.317977528,311,0.003788656,106,0.014134276,660,0.001059689
203,154,24,465,0.03232746,307,0.317888234,412,0.003766681,116,0.014134276,670,0.001058819
204,357,24,541,0.0322775,85,0.317798989,445,0.003745083,188,0.014134276,143,0.001058675
205,429,24,68,0.032251401,561,0.317709795,417,0.00371246,198,0.014134276,3,0.001054964
206,774,24,466,0.032205843,459,0.317620651,275,0.003704266,206,0.014134276,466,0.001052042
207,785,24,589,0.032205068,274,0.317531557,557,0.003653542,226,0.014134276,259,0.001048316
208,944,24,266,0.032022848,58,0.317353518,456,0.003592358,269,0.014134276,522,0.001047671
209,1068,24,362,0.031838237,357,0.317175679,1000,0.003588108,343,0.014134276,1000,0.001046097
210,37,23,583,0.031735472,443,0.31699804,202,0.0035708,361,0.014134276,483,0.00104586
211,69,23,640,0.03173122,409,0.316731953,188,0.00355016,391,0.014134276,725,0.001042437
212,161,23,111,0.031578962,500,0.316731953,121,0.003544272,403,0.014134276,486,0.001042374
213,190,23,563,0.030959963,676,0.31655481,486,0.003540281,408,0.014134276,889,0.001039291
214,254,23,382,0.030628845,244,0.316289466,499,0.003526903,419,0.014134276,196,0.001039151
215,268,23,56,0.030579453,457,0.316289466,483,0.003513528,483,0.014134276,583,0.001038623
216,412,23,774,0.03055507,65,0.315672058,259,0.003490929,506,0.014134276,484,0.001038097
217,480,23,220,0.03050893,175,0.315672058,8,0.003469791,541,0.014134276,117,0.001037182
218,517,23,357,0.030446087,329,0.315672058,198,0.003438569,544,0.014134276,325,0.001036723
219,531,23,391,0.030443153,442,0.315672058,690,0.003436823,583,0.014134276,390,0.00103616
220,598,23,591,0.030258239,4,0.315496098,334,0.003419494,653,0.014134276,326,0.001034185
221,756,23,370,0.030110399,229,0.315496098,403,0.003389506,21,0.013250883,975,0.001033867
222,1004,23,570,0.030056995,370,0.315408192,204,0.003375732,54,0.013250883,957,0.001033795
223,1066,23,648,0.029920965,321,0.315232526,193,0.003349981,83,0.013250883,883,0.001033742
224,93,22,161,0.029781116,227,0.3147067,648,0.003317847,126,0.013250883,202,0.001031636
225,244,22,154,0.029731284,201,0.314619233,606,0.003299087,167,0.013250883,361,0.001031325
226,247,22,339,0.029600956,42,0.314531814,660,0.003292772,201,0.013250883,313,0.001030772
227,509,22,598,0.029369876,204,0.314182626,670,0.003278375,202,0.013250883,17,0.001029111
228,742,22,129,0.029361423,262,0.314182626,564,0.003273812,247,0.013250883,116,0.001028663
229,894,22,128,0.029269036,188,0.31409545,116,0.003267637,253,0.013250883,49,0.001028323
230,87,21,42,0.029241617,234,0.313921242,239,0.003256251,304,0.013250883,77,0.001027281
231,207,21,87,0.029155102,335,0.313921242,697,0.003173157,333,0.013250883,1008,0.001026929
232,262,21,27,0.029090797,27,0.313834211,431,0.003168767,442,0.013250883,592,0.001025636
233,324,21,275,0.028880167,585,0.313660294,406,0.003168349,480,0.013250883,450,0.001024473
234,379,21,398,0.028872726,336,0.313486569,380,0.003167054,484,0.013250883,609,0.001024184
235,408,21,327,0.028744771,704,0.313486569,5,0.003150929,485,0.013250883,394,0.001022528
236,494,21,239,0.028721485,89,0.313313036,551,0.00314207,511,0.013250883,705,0.001022492
237,561,21,413,0.028621849,292,0.313139696,213,0.00312804,570,0.013250883,192,0.001020129
238,708,21,58,0.028605398,632,0.312966547,247,0.003124881,591,0.013250883,5,0.001019817
239,745,21,343,0.028507617,63,0.312620823,592,0.003110572,708,0.013250883,730,0.001019743
240,747,21,190,0.028505309,112,0.312448247,352,0.00309036,710,0.013250883,74,0.001019436
241,109,20,785,0.028352748,21,0.312275862,480,0.003066437,65,0.012367491,351,0.001019355
242,229,20,147,0.028293668,90,0.312103667,256,0.003054329,66,0.012367491,281,0.001017834
243,236,20,191,0.028105067,381,0.311674009,77,0.00300343,121,0.012367491,554,0.001015965
244,245,20,361,0.028089605,691,0.311674009,149,0.002984794,132,0.012367491,590,0.001013398
245,411,20,76,0.027917091,430,0.311588219,154,0.002963554,135,0.012367491,698,0.001010775
246,511,20,337,0.027775159,590,0.311588219,103,0.00295694,152,0.012367491,852,0.001010095
247,548,20,384,0.02773583,360,0.311502477,705,0.002942874,185,0.012367491,755,0.001010019
248,640,20,306,0.027584875,402,0.311416781,591,0.002940768,196,0.012367491,729,0.001009531
249,980,20,350,0.027210607,290,0.310989011,708,0.002927796,210,0.012367491,602,0.001008339
250,313,19,336,0.027172413,564,0.310989011,609,0.002906379,221,0.012367491,215,0.001008211
251,499,19,338,0.027115102,183,0.310732912,258,0.002900327,229,0.012367491,544,0.001006428
252,895,19,249,0.026898438,256,0.310732912,187,0.00288689,234,0.012367491,289,0.001005788
253,994,19,728,0.026746721,86,0.31064764,70,0.002876424,250,0.012367491,144,0.001004665
254,24,18,116,0.026647099,333,0.310392103,357,0.002845074,255,0.012367491,30,0.0010041
255,70,18,72,0.02650987,288,0.310221979,156,0.002839129,275,0.012367491,446,0.001002044
256,239,18,227,0.02646682,218,0.310136986,175,0.002837133,351,0.012367491,334,0.001001471
257,258,18,100,0.02644542,602,0.310052041,336,0.002835395,370,0.012367491,442,0.001001046
258,286,18,386,0.026367933,399,0.309628009,117,0.002832052,371,0.012367491,476,0.001000706
259,346,18,430,0.026348986,11,0.309543342,911,0.002829429,384,0.012367491,60,0.00100031
260,467,18,408,0.026143523,661,0.309374146,409,0.002829124,398,0.012367491,633,0.001000068
261,471,18,567,0.026067456,724,0.309205135,461,0.002817317,446,0.012367491,1068,0.001000001
262,483,18,375,0.025932179,211,0.309120699,823,0.002804009,463,0.012367491,380,0.000999635
263,567,18,659,0.025708723,400,0.309120699,132,0.002788615,502,0.012367491,1004,0.000999293
264,693,18,229,0.025567928,396,0.308951965,883,0.002784127,602,0.012367491,275,0.000999182
265,694,18,787,0.02540829,401,0.308951965,84,0.002766488,779,0.012367491,980,0.000998442
266,705,18,219,0.025353375,541,0.308867667,329,0.002721043,70,0.011484099,461,0.000996828
267,27,17,65,0.025328891,206,0.308615049,1066,0.002711222,91,0.011484099,141,0.000996399
268,50,17,46,0.025107461,494,0.308530935,450,0.002696446,100,0.011484099,469,0.000996303
269,81,17,208,0.024783569,589,0.308446866,11,0.002679106,112,0.011484099,847,0.000996039
270,118,17,286,0.024759625,437,0.308362844,430,0.002678589,114,0.011484099,360,0.000995362
271,130,17,237,0.024747719,390,0.308278867,517,0.002674814,148,0.011484099,258,0.000994723
272,339,17,47,0.024620231,192,0.308111051,401,0.002671578,156,0.011484099,848,0.000994109
273,362,17,646,0.024558484,186,0.307859668,337,0.002661031,164,0.011484099,911,0.000993735
274,399,17,323,0.024449759,84,0.307692308,162,0.002657338,187,0.011484099,154,0.000991512
275,426,17,488,0.024381192,723,0.307692308,19,0.002643321,190,0.011484099,162,0.000990042
276,440,17,440,0.024190644,78,0.307608696,304,0.002637604,216,0.011484099,288,0.00098958
277,463,17,230,0.023925869,279,0.307358132,889,0.002624919,262,0.011484099,97,0.000989333
278,568,17,269,0.023628942,883,0.307274701,709,0.00262318,290,0.011484099,537,0.000989092
279,808,17,167,0.023543579,729,0.307191316,442,0.002604608,292,0.011484099,175,0.000987776
280,848,17,32,0.02335949,348,0.307107976,17,0.00259339,305,0.011484099,14,0.00098749
281,891,17,372,0.023354347,259,0.306941432,479,0.002583703,346,0.011484099,10,0.000986196
282,893,17,91,0.023324151,570,0.306608884,335,0.00257385,382,0.011484099,283,0.00098485
283,1034,17,130,0.023201204,345,0.30652586,144,0.002539062,385,0.011484099,391,0.000981576
284,103,16,247,0.023145983,597,0.306359946,422,0.002518309,386,0.011484099,213,0.000979388
285,112,16,63,0.023079319,77,0.306277056,729,0.002500409,406,0.011484099,306,0.000979211
286,226,16,234,0.023014596,151,0.306111412,243,0.002494089,417,0.011484099,490,0.000979047
287,227,16,456,0.022919745,299,0.306111412,537,0.002494006,429,0.011484099,121,0.000977063
288,283,16,686,0.022866,305,0.306111412,440,0.002463708,440,0.011484099,222,0.000977046
289,333,16,517,0.022612887,606,0.30586328,60,0.002450255,456,0.011484099,994,0.000974516
290,442,16,434,0.022549812,504,0.305780659,229,0.002382697,517,0.011484099,593,0.000973981
291,502,16,883,0.022318852,167,0.305533063,704,0.002350628,554,0.011484099,296,0.000973677
292,577,16,183,0.022304555,386,0.305368222,222,0.002342811,561,0.011484099,507,0.00097311
293,597,16,891,0.022282356,191,0.305203559,590,0.002336497,693,0.011484099,243,0.00097302
294,744,16,885,0.022111331,499,0.305203559,512,0.00232716,728,0.011484099,67,0.000971398
295,832,16,887,0.022111331,210,0.305039073,276,0.00231856,764,0.011484099,191,0.000971044
296,833,16,188,0.021903898,385,0.305039073,192,0.002300977,785,0.011484099,336,0.00097003
297,919,16,312,0.021845792,640,0.304710633,191,0.002294032,787,0.011484099,1077,0.000969317
298,982,16,112,0.021738223,76,0.304546677,1008,0.002289384,847,0.011484099,653,0.000969246
299,42,15,442,0.021679811,415,0.304464766,348,0.002285977,848,0.011484099,131,0.000967476
300,62,15,595,0.021622979,278,0.304382899,97,0.002269922,883,0.011484099,43,0.000967148
