,nodes,DC
159,140,0.015105740181268881
160,151,0.015105740181268881
161,167,0.015105740181268881
162,184,0.015105740181268881
163,203,0.015105740181268881
164,207,0.015105740181268881
165,227,0.015105740181268881
166,252,0.015105740181268881
167,272,0.015105740181268881
168,36,0.012084592145015106
169,37,0.012084592145015106
170,42,0.012084592145015106
171,45,0.012084592145015106
172,103,0.012084592145015106
173,137,0.012084592145015106
174,158,0.012084592145015106
175,172,0.012084592145015106
176,176,0.012084592145015106
177,186,0.012084592145015106
178,199,0.012084592145015106
179,204,0.012084592145015106
180,220,0.012084592145015106
181,245,0.012084592145015106
182,246,0.012084592145015106
183,247,0.012084592145015106
184,251,0.012084592145015106
185,255,0.012084592145015106
186,261,0.012084592145015106
187,262,0.012084592145015106
188,266,0.012084592145015106
189,286,0.012084592145015106
190,287,0.012084592145015106
191,303,0.012084592145015106
192,306,0.012084592145015106
193,314,0.012084592145015106
194,319,0.012084592145015106
195,328,0.012084592145015106
196,41,0.00906344410876133
197,43,0.00906344410876133
198,91,0.00906344410876133
199,94,0.00906344410876133
200,139,0.00906344410876133
201,162,0.00906344410876133
202,171,0.00906344410876133
203,174,0.00906344410876133
204,175,0.00906344410876133
205,178,0.00906344410876133
206,185,0.00906344410876133
207,188,0.00906344410876133
208,191,0.00906344410876133
209,194,0.00906344410876133
210,211,0.00906344410876133
211,213,0.00906344410876133
212,215,0.00906344410876133
213,216,0.00906344410876133
214,228,0.00906344410876133
215,234,0.00906344410876133
216,241,0.00906344410876133
217,248,0.00906344410876133
218,250,0.00906344410876133
219,254,0.00906344410876133
220,264,0.00906344410876133
221,268,0.00906344410876133
222,271,0.00906344410876133
223,278,0.00906344410876133
224,279,0.00906344410876133
225,282,0.00906344410876133
226,283,0.00906344410876133
227,284,0.00906344410876133
228,285,0.00906344410876133
229,300,0.00906344410876133
230,304,0.00906344410876133
231,313,0.00906344410876133
232,321,0.00906344410876133
233,325,0.00906344410876133
234,331,0.00906344410876133
235,88,0.006042296072507553
236,92,0.006042296072507553
237,95,0.006042296072507553
238,107,0.006042296072507553
239,135,0.006042296072507553
240,136,0.006042296072507553
241,138,0.006042296072507553
242,145,0.006042296072507553
243,146,0.006042296072507553
244,150,0.006042296072507553
245,170,0.006042296072507553
246,179,0.006042296072507553
247,187,0.006042296072507553
248,193,0.006042296072507553
249,209,0.006042296072507553
250,210,0.006042296072507553
251,212,0.006042296072507553
252,214,0.006042296072507553
253,217,0.006042296072507553
254,218,0.006042296072507553
255,221,0.006042296072507553
256,222,0.006042296072507553
257,235,0.006042296072507553
258,236,0.006042296072507553
259,242,0.006042296072507553
260,249,0.006042296072507553
261,265,0.006042296072507553
262,269,0.006042296072507553
263,273,0.006042296072507553
264,276,0.006042296072507553
265,277,0.006042296072507553
266,293,0.006042296072507553
267,297,0.006042296072507553
268,301,0.006042296072507553
269,307,0.006042296072507553
270,310,0.006042296072507553
271,316,0.006042296072507553
272,317,0.006042296072507553
273,324,0.006042296072507553
274,326,0.006042296072507553
275,329,0.006042296072507553
276,330,0.006042296072507553
277,44,0.0030211480362537764
278,97,0.0030211480362537764
279,98,0.0030211480362537764
280,99,0.0030211480362537764
281,100,0.0030211480362537764
282,101,0.0030211480362537764
283,102,0.0030211480362537764
284,104,0.0030211480362537764
285,106,0.0030211480362537764
286,141,0.0030211480362537764
287,142,0.0030211480362537764
288,147,0.0030211480362537764
289,148,0.0030211480362537764
290,149,0.0030211480362537764
291,159,0.0030211480362537764
292,166,0.0030211480362537764
293,177,0.0030211480362537764
294,180,0.0030211480362537764
295,181,0.0030211480362537764
296,182,0.0030211480362537764
297,189,0.0030211480362537764
298,190,0.0030211480362537764
299,192,0.0030211480362537764
300,195,0.0030211480362537764
301,230,0.0030211480362537764
302,233,0.0030211480362537764
303,237,0.0030211480362537764
304,244,0.0030211480362537764
305,267,0.0030211480362537764
306,270,0.0030211480362537764
307,274,0.0030211480362537764
308,275,0.0030211480362537764
309,280,0.0030211480362537764
310,281,0.0030211480362537764
311,288,0.0030211480362537764
312,289,0.0030211480362537764
313,290,0.0030211480362537764
314,291,0.0030211480362537764
315,292,0.0030211480362537764
316,294,0.0030211480362537764
317,295,0.0030211480362537764
318,296,0.0030211480362537764
319,298,0.0030211480362537764
320,299,0.0030211480362537764
321,302,0.0030211480362537764
322,305,0.0030211480362537764
323,308,0.0030211480362537764
324,309,0.0030211480362537764
325,311,0.0030211480362537764
326,312,0.0030211480362537764
327,315,0.0030211480362537764
328,318,0.0030211480362537764
329,322,0.0030211480362537764
330,323,0.0030211480362537764
331,327,0.0030211480362537764
