,nodes,BC
183,2338,0.01802401153043712
184,1321,0.01793550216003129
185,929,0.017910217861578242
186,4640,0.017836327178835674
187,833,0.017656636253722623
188,1268,0.017599445537276277
189,19,0.017565636725389546
190,1522,0.016971881637815323
191,2916,0.016924464250710723
192,304,0.016883050881048203
193,1148,0.016777949371221085
194,303,0.0165555510043395
195,4009,0.01652777265039942
196,281,0.016407987039252673
197,822,0.016358168535594207
198,502,0.016319901687565818
199,2327,0.01608445599047439
200,2417,0.016060233202578954
201,825,0.01593158459862539
202,3315,0.015869882270752093
203,823,0.01582890118160807
204,824,0.01582491397588021
205,4827,0.015522407512650658
206,4132,0.015392906248455388
207,2468,0.015222717724237021
208,2247,0.015108830708753945
209,1052,0.014973898469160182
210,2250,0.014713899713044052
211,1225,0.01470775288557424
212,265,0.014703941592680665
213,2512,0.014661564634054132
214,1595,0.014364547054614589
215,2494,0.014317167793710506
216,664,0.014312339284207803
217,3316,0.014310691908179714
218,4172,0.014244162293520124
219,1389,0.014061790736079577
220,3317,0.014030486629146638
221,1833,0.013997714123524024
222,567,0.013955473862284322
223,2441,0.013946723772831631
224,4646,0.013787347151798347
225,985,0.01376414196512848
226,3766,0.013705996457670844
227,1423,0.013702003418570339
228,3292,0.013576893745261475
229,2531,0.013523363339413248
230,2575,0.013476294338606174
231,1282,0.013379877849360953
232,426,0.013322951062008108
233,840,0.013232670688131514
234,724,0.013224250840005147
235,3690,0.013160691687792535
236,838,0.013092066408379843
237,1287,0.012991128651894146
238,2454,0.012970466007305005
239,3322,0.01293504016636902
240,169,0.012933629375532935
241,1426,0.012760096205511795
242,2514,0.012757969579678613
243,1326,0.012748935479045164
244,2433,0.012735499390726789
245,2915,0.012618738231523064
246,2371,0.012592929226946745
247,170,0.012576190545760747
248,143,0.012543811143140383
249,640,0.012462829242808145
250,3937,0.01234375226218053
251,4091,0.01230232046731592
252,1384,0.012286253202096512
253,4828,0.0122548760355024
254,4824,0.012153321616927306
255,2430,0.012116827591391335
256,3614,0.01210080008844981
257,76,0.012097145249281118
258,3938,0.012094357203177067
259,427,0.012070596327649343
260,3314,0.01199394066181053
261,1236,0.011916024294225343
262,1360,0.011910133951610674
263,2367,0.011831017382683526
264,4302,0.011694609891046407
265,4607,0.011487554236057766
266,79,0.01144157428683167
267,503,0.01139992777458967
268,513,0.011292007485178094
269,4460,0.011282760310374305
270,1330,0.011179638582225903
271,2465,0.011173722720527333
272,1260,0.011153476323125602
273,1133,0.011098263402260165
274,4000,0.011052610451194727
275,4643,0.011049936389285697
276,514,0.011037789662941644
277,2757,0.011014132031590136
278,4665,0.010951854895360102
279,158,0.010849131678559392
280,2350,0.01084339970016967
281,1359,0.010826082892860646
282,194,0.010733502681662687
283,352,0.010686012287838822
284,1237,0.01068315536541085
285,2487,0.010613888703163194
286,166,0.010543563793803471
287,1600,0.010433621713312732
288,3301,0.01032603778101677
289,4851,0.010316503842008806
290,1035,0.0102427101800525
291,652,0.010238689533026146
292,3778,0.01022434266198236
293,1383,0.010220949641701598
294,1178,0.010148192984871471
295,4010,0.0101245337520447
296,3295,0.010111458401239901
297,4543,0.010107010401467333
298,1381,0.01008372527417115
299,1053,0.010018661020045271
300,2364,0.009969142806809552
301,1455,0.009960251657968378
302,4144,0.00990827696248026
303,4159,0.00984261282978652
304,4127,0.00979228990931395
305,1186,0.009748819227463797
306,2524,0.009741982949273403
307,1266,0.009716671464742109
308,3435,0.009621953345231459
309,711,0.009606131765315917
310,3747,0.009490086650550924
311,3327,0.00921517857494471
312,119,0.00914670273728369
313,3302,0.009144923130502311
314,3765,0.009130445749819784
315,4436,0.009124022397375671
316,3549,0.00908077077024972
317,4645,0.00902406090718063
318,238,0.009004909857513994
319,1181,0.008974499994217072
320,520,0.008943656238828484
321,1451,0.008942179550303042
322,4857,0.008929747951320881
323,242,0.008927365350686703
324,1067,0.008887885225087858
325,638,0.008879790939338472
326,3355,0.008874223276438881
327,1453,0.008844537083740452
328,1379,0.00881998489082505
329,4197,0.00875429722797407
330,2557,0.008750444891792228
331,3412,0.008730405259996722
332,3293,0.008713495024881305
333,1511,0.008679757760983115
334,239,0.008678717137948329
335,1501,0.008670830603822286
336,3762,0.008497828126015933
337,4007,0.008481353319693076
338,4090,0.008417384546647299
339,3771,0.00838702664020854
340,2522,0.008352660113915208
341,4150,0.008348006891287535
342,421,0.008335274533695489
343,4719,0.008301246518619389
344,1117,0.008213679565018686
345,3280,0.008146075511826901
346,3354,0.008145788350952822
347,2624,0.008125508203046635
348,3875,0.0081071840534852
349,1073,0.008069878989686776
350,665,0.008064040441252958
351,1075,0.00806010055789035
352,323,0.008057511241715817
353,4029,0.008023853506505864
354,1415,0.008016720966303766
355,1333,0.008003000626705451
356,3021,0.00798831570765577
357,1105,0.007944355476888026
358,830,0.007940249286523473
359,1424,0.007922381419841893
360,3815,0.007922009113672232
361,1366,0.007881768087714139
362,4469,0.007868084829999919
363,1721,0.007831594475519886
364,1081,0.007830137157575988
365,186,0.0078115567451988955
366,1079,0.007801894990008227
367,1065,0.0077488038704720185
368,4149,0.007685507588535041
369,1399,0.007679291345488759
370,4664,0.007492576336403966
371,4632,0.007474771120246088
372,1253,0.0074512084922637575
373,1365,0.007449934083538569
374,230,0.007448531305747937
375,1241,0.007439399314909517
376,3320,0.007360412750507803
377,2559,0.007347210556182797
378,4498,0.0073356382782033235
379,1466,0.007308036820322393
380,3004,0.007262366047971487
381,155,0.007213836044468816
382,3286,0.007212191864860843
383,3957,0.007204159561480645
384,3436,0.007143664092722403
385,2469,0.007090039962137227
386,1736,0.007060121505370939
387,1398,0.007053129421528789
388,2197,0.007050469925775145
389,3888,0.007048236034061511
390,25,0.00703872999768376
391,2214,0.007038682993266169
392,4634,0.007031840966202296
393,2526,0.0069958275989219845
394,4499,0.006989490072484092
395,4205,0.006985781865308607
396,4491,0.006984862220395231
397,2340,0.006967999876868018
398,1068,0.006943002542942272
399,2513,0.006920311641479644
400,498,0.006884557418648574
401,2450,0.006872009671968946
402,3005,0.006866196750149393
403,801,0.006862618780410226
404,3006,0.006861606334118349
405,728,0.00685103850726516
406,1060,0.006839543729875705
407,137,0.006814460312953591
408,4118,0.006791390724377197
409,1500,0.006743983686279675
410,4880,0.006742154020726415
411,3887,0.006697297788120012
412,4870,0.006676838902798897
413,23,0.0066656475426963985
414,1404,0.0066249405995964525
415,24,0.00660762871907411
416,788,0.006606146410461993
417,4534,0.00660180894573369
418,834,0.0065347382110436955
419,3305,0.00652584177340379
420,4566,0.006488508348728526
421,4670,0.006474892850931847
422,2810,0.006443763203480123
423,120,0.006424795065303956
424,1061,0.0064245255511318706
425,4881,0.006418975642817333
426,4326,0.006393876729502131
427,2043,0.006350971814152039
428,2044,0.006350971814152039
429,2483,0.006340098949017583
430,2348,0.006327753214278616
431,816,0.0063238954605147925
432,4489,0.006317992068769024
433,290,0.006317224243782105
434,2292,0.006277619569747449
435,817,0.006264781330772418
436,1210,0.006213264225367804
437,3329,0.006204060305306038
438,843,0.0062028061840287765
439,1777,0.006181991810096637
440,4858,0.0061665478215272886
441,4084,0.006165789654834301
442,633,0.006152867567707671
443,790,0.0061425663448632225
444,4490,0.006138344971656558
445,3309,0.006119557019362164
446,2347,0.006102727359324892
447,99,0.006093037796689543
448,4422,0.0060643716176032765
449,3008,0.006057791698396551
450,3282,0.006048172512830816
451,231,0.006039534385566242
452,2432,0.006018245485688627
453,2228,0.006015992923126557
454,726,0.0060125228736311554
455,1410,0.00599526697026623
456,1510,0.005970652296979736
457,2103,0.005970225929857948
458,2104,0.005970225929857948
459,2467,0.005941334402672056
460,1373,0.005932333834790193
461,3785,0.005922934840545479
462,2692,0.005920171897003268
463,2746,0.005920171897003268
464,2220,0.005887013360462065
465,1049,0.00588147835273187
466,1897,0.00585541496953752
467,766,0.005843645265725511
468,2612,0.005814443581504536
469,1406,0.0057597286331868116
470,2564,0.005696770578520448
471,978,0.005687872201965614
472,657,0.005645911155230109
473,338,0.005642545370595428
474,2664,0.00562092858385864
475,2591,0.005616498035996231
476,2980,0.005599098412972929
477,1257,0.0055627420533174345
478,1289,0.005499071261043214
479,1302,0.005494016438340751
480,3934,0.005489287446819267
481,4316,0.005478495494378314
482,4559,0.005471284648658728
483,4505,0.00545529789417047
484,3961,0.00541689205589615
485,3954,0.005415430480518529
486,3698,0.00541343253796211
487,1144,0.005388151213301491
488,3328,0.005380589856554219
489,2930,0.005377592857989758
490,1428,0.005364405234967632
491,2967,0.005357595118297692
492,2554,0.005330978134706332
493,1191,0.0053233952745798336
494,1122,0.005321811643638354
495,1368,0.005317356884144331
496,4138,0.005298113052919641
497,4608,0.005286397545086051
498,4449,0.005243585106407443
499,2532,0.005240905950953871
500,1467,0.005238348813114522
501,3502,0.005203909508155132
502,1264,0.005195551751148899
503,2505,0.005195374630644155
504,4677,0.005186142349792249
505,2875,0.0051837275552934605
506,4179,0.005148172780018693
507,3768,0.005147143951809326
508,2508,0.005119448541781735
509,653,0.005115822519995536
510,2001,0.005106796619426826
511,3303,0.005097957410780162
512,4624,0.005081532929637968
513,3438,0.005077211903767176
514,4580,0.005060574779810407
515,1414,0.005031282390618926
516,3290,0.005024672702035405
517,1495,0.0050203481545735874
518,228,0.005011474343593408
519,4049,0.004978035814043324
520,4675,0.004967194531895408
521,4328,0.004958478152164347
522,2751,0.004952546317620165
523,3580,0.004950775562314986
524,374,0.004928715847527523
525,1433,0.0049242233140552455
526,501,0.004922900584867392
527,278,0.004882385623209746
528,2470,0.004863012968745004
529,57,0.00485310998193074
530,3032,0.0048501024236576925
531,252,0.004848381017646051
532,1322,0.004836537048584462
533,2838,0.004830767441013945
534,4676,0.004816366903237999
535,2592,0.004816195888255324
536,2523,0.004800439940231451
537,2682,0.004781484105938366
538,1304,0.004768218570919022
539,2331,0.0047646202603191185
540,470,0.004756171271934947
541,2412,0.004736111137636004
542,3610,0.004716733143611919
543,4482,0.004712552150345265
544,1071,0.004712366794415357
545,4518,0.004705377611596889
546,2198,0.004690130240155587
547,4050,0.004682299250654006
548,2451,0.004678645267578336
549,835,0.004672422657497969
550,523,0.004652579930429763
551,524,0.004652579930429763
552,1494,0.004631925866901506
553,1927,0.004617206680263072
554,4713,0.004606450253043142
555,4833,0.00460508837523551
556,1231,0.004604700854614012
557,4517,0.004598980003937145
558,3784,0.004592790167885274
559,3390,0.004582963350842098
560,4514,0.004571667374420262
561,4016,0.004552654446556577
562,4558,0.004552397502741061
563,2593,0.004551488643497263
564,2681,0.004541463048724362
565,1576,0.004514694247548993
566,3960,0.004508175023696893
567,3955,0.00447680308223235
568,3769,0.004473811501428456
569,4484,0.004468997267255342
570,4063,0.004459434439830952
571,2567,0.004438686386875345
572,655,0.004436008644190568
573,4866,0.0044311971644034
574,122,0.004430700355951383
575,301,0.004424916536494198
576,3973,0.004423409763710156
577,2665,0.004416818740667588
578,573,0.004415816278434963
579,4020,0.004364773271576194
580,1765,0.00435347558962619
581,4585,0.004334789033960275
582,3310,0.0043297000345007795
583,3949,0.004328868399019724
584,1492,0.0043103782119640124
585,2457,0.004303749103931814
586,2866,0.004273259637346197
587,4894,0.004266491293702603
588,2504,0.00425941313906678
589,4681,0.00425605216225078
590,70,0.004253181725705746
591,1427,0.004253027448837296
592,2657,0.004247984001678981
593,2377,0.0042437280065839075
594,1687,0.00424275349547885
595,1205,0.0042338888725596
596,564,0.004229283330795462
597,2658,0.004207331672245729
598,3445,0.004202440753988864
599,936,0.004201086442444237
600,531,0.004200071071034382
601,1161,0.004198084813180106
602,3318,0.004197038125554353
603,379,0.004192554861279925
604,4478,0.004181618305406295
605,3845,0.004163418483542736
606,288,0.0041130737466065145
607,4136,0.004091568052416708
608,3779,0.004091323175158929
609,4547,0.004082547278992127
610,4471,0.004059209626323797
611,3323,0.004055671713142567
612,1338,0.004048484935397216
613,3330,0.004043090891057132
614,335,0.00404120554161581
615,1340,0.004030207955819695
616,3627,0.004028206193837421
617,4522,0.0040212400284182865
618,2701,0.004002786804074975
619,4014,0.0039962826786467
620,4899,0.003981399384659635
621,1621,0.003972729849457357
622,3764,0.003972090540436629
623,3513,0.003939682974105077
624,2418,0.003927605558045666
625,1106,0.003920000102421933
626,2421,0.003918614888437075
627,1198,0.0038798665463504077
628,185,0.0038687060902156943
629,3578,0.003864758125923626
630,3418,0.0038600671722090712
631,3419,0.0038600671722090712
632,2491,0.003859950561504387
633,3332,0.003857942410559651
634,2215,0.003837654775839399
635,1162,0.003826314005938658
636,4597,0.003824257341283384
637,2459,0.003805207247965315
638,815,0.0037994954347798674
639,1295,0.003779467851650578
640,750,0.0037786856324014467
641,4673,0.0037761096314732874
642,282,0.003771850181556289
643,4476,0.003758205903327829
644,4725,0.0037467271623496173
645,4546,0.0037341858369722694
646,4175,0.003727576686198182
647,4474,0.0037238574837250155
648,2589,0.003716549366857063
649,204,0.003704332858254613
650,4089,0.003703627653459005
651,1441,0.0037027429460904553
652,3981,0.003692973789535103
653,4845,0.003683196313319802
654,4502,0.0036794183947453257
655,941,0.0036610525273435036
656,3283,0.0036402805181377424
657,580,0.003640035969188472
658,4165,0.0036399539974736315
659,4180,0.0036399539974736315
660,2644,0.0036383965348916704
661,329,0.0036378227328877897
662,3901,0.0036222296361777995
663,3281,0.0036219729247379765
664,2040,0.0036146264640985236
665,2482,0.00361444917993041
666,2077,0.0036060484286790217
667,1409,0.0036023795412010993
668,2490,0.0035941649781291315
669,3410,0.0035911703613752733
670,1309,0.0035858120120465815
671,3351,0.003585386981449854
672,789,0.0035847791544477707
673,2892,0.003581447841068488
674,1275,0.003567324459076667
675,2211,0.003545491135320813
676,3284,0.003540973819045486
677,4923,0.003540587522311244
678,4021,0.0035343668934260056
679,4834,0.0035256999523065858
680,762,0.003512008947623626
681,63,0.003511843243685694
682,1939,0.003511095348721484
683,165,0.003507995629744179
684,4100,0.0035005073718860223
685,1086,0.0034931350350605552
686,4368,0.003469780769116727
687,1255,0.003466899263202919
688,3783,0.003463285830234285
689,3319,0.0034623776446841585
690,743,0.003454745940078129
691,2837,0.0034511697468403426
692,3,0.0034498841963451167
693,1300,0.0034410910823331827
694,2544,0.0034361517276887267
695,467,0.003423567264486906
696,3102,0.0034220266330415913
697,2344,0.0034104890598872267
698,2731,0.003403140416376505
699,229,0.0033989213044784117
700,2330,0.003393233989025777
701,4761,0.00338854375305053
702,296,0.0033796556492677217
703,2021,0.0033692066073259834
704,2496,0.003365495775559193
705,1364,0.003354964422319559
706,685,0.003346308870280268
707,3667,0.0033435076409103785
708,488,0.003338466946569282
709,4466,0.003329049160303653
710,1438,0.003324327024990003
711,1907,0.0033026748825792924
712,2968,0.003287559285422439
713,1228,0.003275640872600378
714,1407,0.0032742330923470476
715,2839,0.0032665533948585076
716,2580,0.003264393277467636
717,4679,0.0032557120332695243
718,1761,0.003255310379415576
719,1328,0.003249171820565661
720,1517,0.003248839384392544
721,1235,0.003239430385321822
722,656,0.0032355875281675304
723,327,0.00323525964130817
724,3115,0.00323525964130817
725,2637,0.00323484978273397
726,2645,0.0032343989383023493
727,4135,0.003234275980730089
728,1010,0.0032329657721357507
729,4109,0.003226354516572404
730,4318,0.003226220559827345
731,577,0.003225341063812521
732,4601,0.0032242678135216076
733,3996,0.003221996576874383
734,650,0.0032099303814225864
735,138,0.0031924188330199094
736,1062,0.0031857617872124806
737,4932,0.003184559087717304
738,1628,0.0031796860420483684
739,3999,0.003160281222668664
740,2485,0.00315054865125308
741,3838,0.003139151294335631
742,1349,0.0031336751567763933
743,4371,0.0031141464623501555
744,4433,0.0031071097233271792
745,2076,0.003101333827385387
746,3296,0.003088878686180431
747,1249,0.0030832348886762097
748,2619,0.003066337668734771
749,4076,0.0030571997901569035
750,1339,0.0030557077215114165
751,2302,0.003052237367172786
752,1346,0.0030360405187431043
753,4423,0.0030304565516030275
754,2245,0.003028526976481495
755,1378,0.003028456244845453
756,4891,0.0030227669602349923
757,3377,0.0030198461718799314
758,3294,0.0030181548947218503
759,2416,0.0030146091666926602
760,2759,0.0030140593232057446
761,2634,0.003012962856266368
762,4883,0.0030091118378941274
763,1515,0.003007994509805655
764,4082,0.0030002701024742506
765,2754,0.002985166545176512
766,2614,0.0029822585374734544
767,4867,0.002979222489855919
768,1197,0.002968280386799971
769,4896,0.0029658978818614366
770,848,0.002964996993451998
771,3409,0.0029625222814451263
772,60,0.002956603725224522
773,4465,0.002956460392450573
774,107,0.0029487805097998692
775,884,0.002939818499845149
776,3299,0.0029305625346426317
777,1209,0.0029277106066352156
778,2673,0.002925234202984713
779,1097,0.0029251530072948915
780,4626,0.002920129330532403
781,568,0.0029159422091083105
782,1151,0.002911712674916771
783,3287,0.002908403589220891
784,1906,0.0029074565217062564
785,938,0.0029001869853482395
786,4737,0.002898911719592854
787,1310,0.0028969864275995615
788,4848,0.0028968041282984277
789,1229,0.0028849008346912564
790,1622,0.002883198481645006
791,2635,0.002876108028639266
792,164,0.0028747447503125515
793,1180,0.0028593612376838664
794,2428,0.0028542900113439824
795,4600,0.0028391237113455097
796,3983,0.0028388643943587023
797,254,0.00283195880429499
798,4261,0.00283179486086531
799,4119,0.0028314669740059496
800,3029,0.002831385002291109
801,3034,0.002831385002291109
802,831,0.002831057115431749
803,4207,0.0028305652851427087
804,4542,0.0028221604519811055
805,2456,0.002821188749467578
806,1248,0.002819662041081218
807,4378,0.002815915966189221
808,2770,0.0028129874727664678
809,3388,0.0028125858438240226
810,4630,0.0028071262054841844
811,3757,0.0027915859002435504
812,3539,0.0027913705438378134
813,3540,0.0027913705438378134
814,1452,0.0027912692978362768
815,3705,0.002787433296394977
816,2141,0.002784809976742645
817,139,0.0027786258007325877
818,1400,0.0027726729005835625
819,2834,0.002769178813947536
820,4187,0.0027625641778319045
821,2948,0.00276198798759039
822,14,0.002761401072350353
823,4878,0.002750483936503345
824,1283,0.002745504746699399
825,4920,0.002745192607504302
826,4031,0.0027296505688409666
827,157,0.0027270877059064912
828,1459,0.002717705197071199
829,1262,0.0027007242076819986
830,4638,0.002680023333360084
831,4655,0.0026644256366688186
832,187,0.0026622356588249982
833,1376,0.002661290507622352
834,4809,0.002655201273611983
835,406,0.002654800104636084
836,1972,0.0026521430697215844
837,1345,0.002647448948538454
838,4075,0.0026462815225914006
839,4470,0.002643745534398186
840,1154,0.002641952339664896
841,4849,0.002638554245717239
842,2424,0.002637820607039093
843,1278,0.002631660924412708
844,4551,0.0026281065959212644
845,3935,0.0026272347057796045
846,1377,0.0026265048982198206
847,1350,0.0026259480487741123
848,2356,0.002624119521317974
849,4865,0.002613511359746648
850,504,0.0026106018499292834
851,1572,0.002609608535572694
852,2762,0.002599263247793708
853,1498,0.00258843971772849
854,1034,0.0025723058834654974
855,3597,0.0025545756670236172
856,1396,0.002551007720814981
857,2000,0.0025472710233036366
858,2548,0.002538975170923702
859,927,0.0025367035619808668
860,1337,0.0025316727942119592
861,954,0.0025293169236447676
862,1395,0.002524721208911265
863,376,0.0025152991408275657
864,1182,0.0025127783493083446
865,3313,0.0025065446926349245
866,2091,0.0024945616157090638
867,2656,0.0024920490090499705
868,412,0.002491766846018327
869,2978,0.002484930892610636
870,4352,0.0024808271346543364
871,3642,0.002477104309068696
872,1791,0.002467937573519792
873,3576,0.002443467835626671
874,2794,0.0024378469236526227
875,3629,0.002437387954912278
876,342,0.0024323275677161503
877,634,0.0024290910511752138
878,3373,0.00242898585414117
879,4209,0.002427920221848249
880,897,0.0024274283915592084
881,906,0.0024274283915592084
882,4096,0.0024274283915592084
883,3251,0.0024273464198443684
884,3565,0.0024272371242245816
885,2434,0.002427100504699848
886,2539,0.002427100504699848
887,2946,0.002427100504699848
888,1688,0.002426690646125648
889,1174,0.002416975991929334
890,589,0.0024137527771333892
891,855,0.002412922801712289
892,3349,0.002410603697088282
893,2010,0.0024027566319028216
894,1440,0.002395852890853285
895,12,0.0023831277612437964
896,4691,0.002380782563566746
897,344,0.0023749692789980224
898,95,0.0023701311701279553
899,2443,0.0023664583248041607
900,3640,0.0023657739150590197
901,472,0.0023644235478662077
902,1408,0.0023625276145105923
903,541,0.0023609597752794025
904,2279,0.0023592037936559914
905,1411,0.002357539772307867
906,1693,0.002353825390437457
907,28,0.0023470893935296847
908,2270,0.0023454991677542406
909,4421,0.0023431729056978745
910,3165,0.002340532719601303
911,1416,0.0023315303445150845
912,2596,0.002315834704713995
913,2795,0.002314489006353909
914,346,0.0023143837225751093
915,4425,0.0023077567897306153
916,3362,0.002302150530989223
917,133,0.0022969028780152516
918,1903,0.0022965515019111728
919,2742,0.0022951362418140004
920,1971,0.0022912585244462473
921,4739,0.002287424676998531
922,2497,0.0022814222550387505
923,1311,0.002277748468848715
924,402,0.0022679212288705115
925,1470,0.002258017591672603
926,1254,0.0022543519620691374
927,1917,0.0022526695428473765
928,1246,0.0022489009515328216
929,473,0.0022487028514385577
930,2585,0.002247366665661204
931,1444,0.002246273222467822
932,1112,0.0022403690052483684
933,1394,0.0022370913217443665
934,1294,0.002236675460771827
935,3841,0.0022354222582479637
936,4501,0.0022284226419045042
937,1895,0.0022239418066402014
938,2355,0.0022227723435084825
939,2809,0.0022221739164279995
940,3664,0.0022148839321503725
941,4576,0.002214256293157636
942,2774,0.0022140854288484903
943,1852,0.00220783588552903
944,2835,0.0022009764046029196
945,4631,0.0021991503368468212
946,1549,0.002197654507433618
947,2586,0.0021970673424266734
948,2974,0.0021948977376775466
949,1473,0.0021885553154942223
950,550,0.002179588702671954
951,4743,0.002167221048180085
952,779,0.002165355130298593
953,4195,0.002161969742071639
954,534,0.002156989298675057
955,1098,0.002147072658184483
956,886,0.0021423662926872158
957,2195,0.0021375352669584383
958,4467,0.002135766414447968
959,4487,0.0021296060534801613
960,1372,0.0021285348605662112
961,1846,0.0021250936277338655
962,3813,0.0021185879653701327
963,2768,0.002117318195451878
964,970,0.0021142059232696197
965,1110,0.0021130943450336235
966,446,0.0021106115586930776
967,2200,0.0021065636189958885
968,3717,0.00210344430845064
969,3523,0.0021007019776641367
970,3492,0.002081784233408546
971,128,0.002080767433435545
972,4396,0.002080100839651608
973,74,0.0020760590862269556
974,182,0.0020738388064833256
975,1189,0.0020708140550163533
976,270,0.0020679599122926163
977,2653,0.002066445245332774
978,2515,0.002064883324345071
979,3462,0.0020609610487425586
980,2741,0.0020584329144119925
981,1318,0.002058336252818963
982,1046,0.0020479661104631703
983,1212,0.0020466598681433165
984,2732,0.00204647142941705
985,615,0.0020424316432990693
986,3338,0.0020408376222718536
987,181,0.002039138465074563
988,4337,0.002035110552850181
989,4642,0.0020326985408522526
990,1114,0.0020277196420587533
991,2013,0.0020235077898306123
992,832,0.0020234717808273075
993,4188,0.0020234717808273075
994,4193,0.0020234717808273075
995,4117,0.0020232258656827876
