,TR,TR_i,EC,EC_i,CNC,CNC_i,BC,BC_i,DC,DC_i,PR,PR_i
31,140,36,840,2.3809833491699845e-05,305,0.05365447007930786,473,0.0027849499719893216,916,0.010958904109589041,742,0.0010922076214653436
32,139,36,30,2.2576696833436218e-05,306,0.05356636750118091,757,0.002683790627023026,96,0.010273972602739725,756,0.0010898164964707655
33,141,36,1190,2.1823316120011045e-05,121,0.053507793015121666,758,0.002683790627023026,150,0.010273972602739725,136,0.0010869437760562426
34,142,36,1191,2.1823316120011045e-05,309,0.05330378726833199,56,0.002511267877953173,327,0.010273972602739725,931,0.0010864678625696293
35,143,36,51,1.9565961434034104e-05,371,0.053159018698890566,96,0.002490214146443313,151,0.009589041095890411,55,0.0010863446814440114
36,144,36,1550,1.875867117244811e-05,490,0.05310133121251087,443,0.0024486653459397036,516,0.009589041095890411,362,0.0010807331065071028
37,145,36,52,1.7727779471683086e-05,370,0.05298633103663104,186,0.0024383373862750806,654,0.009589041095890411,916,0.0010766069816485796
38,146,36,839,1.7425518954394326e-05,77,0.05295765877957659,121,0.0021286997903558315,756,0.009589041095890411,443,0.0010693972030775996
39,147,36,1228,1.7208245749744337e-05,79,0.05295765877957659,517,0.001999635908957804,913,0.009589041095890411,301,0.0010660729839762776
40,148,36,1229,1.7208245749744337e-05,80,0.05295765877957659,136,0.001755753142985907,1201,0.009589041095890411,522,0.0010605333106409025
41,826,36,131,1.4352844846720781e-05,1195,0.05295765877957659,303,0.0017548142375618503,46,0.008219178082191782,97,0.0010543704095764873
42,825,36,1551,1.3832582140701901e-05,1196,0.05295765877957659,590,0.0017516845528149948,69,0.008219178082191782,496,0.0010413928815879532
43,827,36,488,1.3121578606481136e-05,1197,0.05295765877957659,222,0.001437229477874694,127,0.008219178082191782,1000,0.001031030271073997
44,828,36,489,1.3121578606481136e-05,646,0.052929017536321,45,0.0014055414198127821,301,0.008219178082191782,239,0.0010220846167008897
45,829,36,654,1.2246265378605175e-05,853,0.052929017536321,330,0.0014046025143887256,362,0.008219178082191782,377,0.001020306577348716
46,830,36,1529,1.1857655840057523e-05,1121,0.052929017536321,695,0.0014046025143887256,402,0.008219178082191782,984,0.001004480391999913
47,831,36,756,1.0840614816147665e-05,1122,0.052929017536321,1315,0.0014046025143887256,517,0.008219178082191782,481,0.0010022226107543925
48,832,36,761,1.0102036633662655e-05,641,0.052900407256571635,547,0.0012383252089562472,697,0.008219178082191782,1225,0.0009978097193702943
49,833,36,377,9.99743643308145e-06,1005,0.052900407256571635,308,0.0010730124154593908,1000,0.008219178082191782,309,0.000996854331118071
50,834,36,657,9.811841142160054e-06,1172,0.052900407256571635,54,0.0010622281815255029,1145,0.008219178082191782,843,0.0009923507951531485
51,1061,36,375,9.81033007517376e-06,149,0.052729393008974966,343,0.0010606501607093117,71,0.007534246575342466,88,0.0009921885694729635
52,1060,36,376,9.81033007517376e-06,303,0.052418721705761936,500,0.0010567380547757423,97,0.007534246575342466,1145,0.0009902835788081208
53,1062,36,652,9.579797826948882e-06,302,0.05233462749981686,1162,0.0010562686020637144,265,0.007534246575342466,662,0.0009883478251336173
54,1063,36,655,9.579797826948882e-06,96,0.05230665602600616,48,0.0010562686020637142,266,0.007534246575342466,537,0.0009774403118823663
55,1064,36,1295,9.309344861878324e-06,316,0.05225080268267888,463,0.0010562686020637142,268,0.007534246575342466,547,0.0009752808300599871
56,1065,36,190,9.080748784407298e-06,94,0.05213945307653572,676,0.0010562686020637142,631,0.007534246575342466,761,0.0009741804118287031
57,1066,36,507,9.080748784407298e-06,317,0.052111689789487506,97,0.000992756121104493,742,0.007534246575342466,473,0.0009629326731616347
58,1067,36,508,9.080748784407298e-06,283,0.05186314436918788,329,0.0009429746460730116,931,0.007534246575342466,82,0.0009519935576531782
59,1068,36,509,9.080748784407298e-06,282,0.05183567448339912,377,0.0009392183925313191,1107,0.007534246575342466,300,0.000943578629117297
60,1069,36,762,8.414517315997745e-06,280,0.051808233681660945,761,0.0008468642406824391,30,0.00684931506849315,1201,0.0009426298712304313
61,132,33,763,8.414517315997745e-06,279,0.051808233681660945,265,0.0008102753809608705,72,0.00684931506849315,56,0.0009337558418105096
62,265,33,1008,8.341848593858526e-06,284,0.051808233681660945,266,0.0008102753809608705,132,0.00684931506849315,913,0.0009313830124444821
63,266,33,1130,8.125129158424335e-06,285,0.051808233681660945,268,0.0008102753809608705,194,0.00684931506849315,243,0.0009283867535078712
64,268,33,865,6.750487866810483e-06,775,0.05178082191780822,221,0.0007984608210414966,343,0.00684931506849315,721,0.0009232588980150581
65,216,31,760,6.6217618722786065e-06,574,0.05172608531958643,94,0.000722255232944671,761,0.00684931506849315,343,0.0009230044379895185
66,697,31,464,6.59234104642132e-06,1177,0.05169876039337429,416,0.0007144332565666375,806,0.00684931506849315,500,0.0009188464884947466
67,1107,31,485,6.457023002301849e-06,575,0.05167146432136089,371,0.0007087171109254165,1060,0.00684931506849315,320,0.0009142466471519949
68,806,30,916,6.4334115458992465e-06,576,0.05167146432136089,235,0.0007060568788905894,51,0.0061643835616438354,1,0.0009079526009582476
69,1145,29,913,6.133911589109338e-06,1343,0.05167146432136089,464,0.0007060568788905894,55,0.0061643835616438354,30,0.0009060355751247576
70,133,28,1315,5.9242890199207615e-06,1344,0.05167146432136089,490,0.0006885306443081988,63,0.0061643835616438354,7,0.0009038800634956004
71,134,28,1201,5.919643644570454e-06,1451,0.05167146432136089,225,0.0005818888720482041,94,0.0061643835616438354,127,0.0009038579197389678
72,263,28,1468,5.642578236371806e-06,1081,0.05164419705786677,1356,0.0005658470022314653,121,0.0061643835616438354,744,0.0009005560030517947
73,561,28,1469,5.642578236371806e-06,500,0.05150829127613554,984,0.0005315769542533982,140,0.0061643835616438354,76,0.0009005532271765232
74,562,28,1470,5.642578236371806e-06,1221,0.05142709060675645,294,0.0005067742026345687,139,0.0061643835616438354,72,0.0009004066974560209
75,805,28,1024,4.410043091645641e-06,764,0.051185017481515445,523,0.0004957420639019032,141,0.0061643835616438354,402,0.0008978275826954131
76,807,28,1025,4.410043091645641e-06,765,0.051185017481515445,346,0.0004520829616832696,142,0.0061643835616438354,45,0.0008883329523065112
77,914,28,774,4.409451763598044e-06,54,0.050998308194193605,302,0.0004127741212627651,143,0.0061643835616438354,265,0.0008842103415382934
78,915,28,914,4.312212080162353e-06,892,0.050998308194193605,742,0.0004016167951402254,144,0.0061643835616438354,266,0.0008842103415382934
79,1106,28,915,4.312212080162353e-06,596,0.05073393127250261,309,0.00038322989725244976,145,0.0061643835616438354,268,0.0008842103415382934
80,1105,28,55,4.203598853312461e-06,977,0.05055049247141401,638,0.0003614785882618044,146,0.0061643835616438354,976,0.0008836798425735797
81,1108,28,56,4.167850553488187e-06,53,0.05031658273761312,1107,0.0003605396828377477,147,0.0061643835616438354,590,0.0008820217180391236
82,1109,28,1000,3.884902251634908e-06,1088,0.05021331627740253,764,0.00035505174714705267,148,0.0061643835616438354,371,0.0008763833869337136
83,1110,28,893,3.840389371516948e-06,654,0.049906044581671354,765,0.00035505174714705267,218,0.0061643835616438354,1286,0.0008754694986310745
84,1111,28,1206,3.7984441788335603e-06,840,0.049804454669036914,114,0.00035396734486935135,263,0.0061643835616438354,12,0.0008733022097827355
85,1112,28,1207,3.7984441788335603e-06,132,0.04950215145405035,342,0.00035396734486935135,293,0.0061643835616438354,1120,0.0008733022097827355
86,1113,28,1208,3.7984441788335603e-06,133,0.04945212401448081,162,0.0003539673448693513,307,0.0061643835616438354,1162,0.0008716047812002573
87,1153,28,327,3.7703202442938814e-06,134,0.04945212401448081,282,0.0003539673448693513,416,0.0061643835616438354,189,0.0008694782859575239
88,1152,28,1202,3.645351227951679e-06,561,0.04945212401448081,428,0.0003539673448693513,482,0.0061643835616438354,275,0.0008670602361888276
89,1154,28,1203,3.645351227951679e-06,562,0.04945212401448081,1026,0.0003539673448693513,695,0.0061643835616438354,303,0.0008669578584707338
90,1155,28,1204,3.645351227951679e-06,709,0.049402197589428334,57,0.00035396734486935124,805,0.0061643835616438354,490,0.0008666251157631547
91,1156,28,1205,3.645351227951679e-06,327,0.04925302135111099,522,0.00032814744570779385,807,0.0061643835616438354,697,0.0008633749936769105
92,1157,28,402,3.5992728080314296e-06,638,0.04917877056515454,652,0.0003122048556324437,826,0.0061643835616438354,1060,0.0008632519754049825
93,1158,28,775,3.5401279609059733e-06,657,0.0491540700274523,655,0.0003122048556324437,825,0.0061643835616438354,25,0.0008629611120175958
94,1159,28,1060,3.451495432005659e-06,127,0.04912939428948671,277,0.00029356442925504217,827,0.0061643835616438354,24,0.0008629611120175956
95,1160,28,1061,3.413236071936319e-06,463,0.04912939428948671,278,0.00029356442925504217,828,0.0061643835616438354,207,0.0008629277891854893
96,327,27,1062,3.413236071936319e-06,652,0.04912939428948671,316,0.0002822975641663615,829,0.0061643835616438354,1294,0.0008629277891854893
97,1071,27,1063,3.413236071936319e-06,655,0.04912939428948671,775,0.0002779485949532099,830,0.0061643835616438354,416,0.0008608532997354927
98,63,24,1064,3.413236071936319e-06,1190,0.04912939428948671,931,0.00025491282263137625,831,0.0061643835616438354,296,0.0008608263673789203
99,293,24,1065,3.413236071936319e-06,1191,0.04912939428948671,62,0.00023625990154011787,832,0.0061643835616438354,186,0.0008605653570954364
100,343,24,1066,3.413236071936319e-06,1130,0.049104743313927515,375,0.00023316151364073223,833,0.0061643835616438354,350,0.0008605431895961667
101,281,23,1067,3.413236071936319e-06,1550,0.049104743313927515,376,0.00023316151364073223,834,0.0061643835616438354,302,0.0008595390130545247
102,1000,23,1068,3.413236071936319e-06,162,0.04908011706351932,1357,0.0002112537204127428,914,0.0061643835616438354,1356,0.0008593592578866563
103,78,22,1069,3.413236071936319e-06,839,0.04908011706351932,1358,0.0002112537204127428,915,0.0061643835616438354,117,0.0008590824991444216
104,96,22,140,3.3233614006888516e-06,1551,0.04908011706351932,1000,0.0001943534227797234,1061,0.0061643835616438354,872,0.0008590824991444216
105,402,22,139,3.3233614006888516e-06,70,0.04905551550108147,774,0.00017732734947022326,1062,0.0061643835616438354,94,0.0008581031228245835
106,742,22,141,3.3233614006888516e-06,639,0.04905551550108147,985,0.00017494937734921962,1063,0.0061643835616438354,719,0.0008579739904175221
107,262,21,142,3.3233614006888516e-06,865,0.049006386291766416,759,0.00017465205729826834,1064,0.0061643835616438354,277,0.0008570234469675366
108,264,21,143,3.3233614006888516e-06,304,0.04898185857089967,746,0.00017197617683970698,1065,0.0061643835616438354,278,0.0008570234469675365
109,267,21,144,3.3233614006888516e-06,1460,0.04890842250107823,362,0.00016430844920991108,1066,0.0061643835616438354,1054,0.0008567419693703003
110,269,21,145,3.3233614006888516e-06,97,0.04876220898089563,149,0.00016050715340295315,1067,0.0061643835616438354,1336,0.0008567419693703003
111,386,21,146,3.3233614006888516e-06,330,0.04876220898089563,76,0.00014975541513703323,1068,0.0061643835616438354,806,0.0008525639491550568
112,385,21,147,3.3233614006888516e-06,963,0.04868942956450623,744,0.00014928596242500493,1069,0.0061643835616438354,106,0.0008523785078713209
113,387,21,148,3.3233614006888516e-06,964,0.04868942956450623,709,0.00012361472328892306,1071,0.0061643835616438354,314,0.0008523785078713209
114,388,21,826,3.3233614006888516e-06,331,0.04866521801325586,403,0.00011705020953239472,56,0.005479452054794521,642,0.0008523785078713209
115,389,21,825,3.3233614006888516e-06,216,0.048592727618995794,218,0.00011501591444693789,133,0.005479452054794521,900,0.0008523785078713209
116,390,21,827,3.3233614006888516e-06,346,0.04734676024414975,1504,0.00010327959664622982,134,0.005479452054794521,947,0.0008523785078713209
117,391,21,828,3.3233614006888516e-06,788,0.04727814175104229,860,0.00010140178579811656,277,0.005479452054794521,1035,0.0008523785078713209
118,392,21,829,3.3233614006888516e-06,1255,0.047164218517907246,132,9.803926626295107e-05,278,0.005479452054794521,1142,0.0008523785078713209
119,453,21,830,3.3233614006888516e-06,51,0.04700564525679996,64,9.764616410189002e-05,283,0.005479452054794521,171,0.0008523785078713208
120,452,21,831,3.3233614006888516e-06,774,0.046647165598025515,328,7.556847370192974e-05,308,0.005479452054794521,177,0.0008523785078713208
121,454,21,832,3.3233614006888516e-06,402,0.046580558507690405,916,6.63493166333355e-05,377,0.005479452054794521,218,0.0008480528518120437
122,455,21,833,3.3233614006888516e-06,194,0.046447913348200066,1088,5.259211668180097e-05,473,0.005479452054794521,375,0.0008475207464205416
123,456,21,834,3.3233614006888516e-06,515,0.04638187366097513,524,5.163979832311491e-05,522,0.005479452054794521,597,0.0008468600273785077
124,457,21,764,3.151143295204661e-06,514,0.046359902143371635,482,4.788417662688837e-05,561,0.005479452054794521,51,0.0008417973329023012
125,458,21,765,3.151143295204661e-06,894,0.046337951432129515,1201,4.5693397304089575e-05,562,0.005479452054794521,956,0.0008417258143262479
126,459,21,653,3.0322860474846118e-06,52,0.04631602149770825,244,4.459800764269015e-05,662,0.005479452054794521,166,0.0008411362080766597
127,654,21,656,3.0322860474846118e-06,191,0.04631602149770825,631,4.31896495066052e-05,744,0.005479452054794521,227,0.0008411362080766597
128,1070,21,62,3.0287259430527635e-06,45,0.046272223841445644,913,4.1937775607863025e-05,1018,0.005479452054794521,319,0.0008411362080766597
129,1072,21,892,2.9952803592805216e-06,44,0.04618487655717675,1145,4.193777560786302e-05,1106,0.005479452054794521,430,0.0008411362080766597
130,1073,21,894,2.9030310673346036e-06,428,0.046163091238046,247,3.9434027810378656e-05,1105,0.005479452054794521,445,0.0008411362080766597
131,1202,21,378,2.852321859576475e-06,1361,0.04614132646141326,415,3.849512238632203e-05,1108,0.005479452054794521,820,0.0008411362080766597
132,1203,21,1263,2.852321859576475e-06,1362,0.04614132646141326,481,3.755621696226539e-05,1109,0.005479452054794521,930,0.0008411362080766597
133,1204,21,912,2.6042034471834355e-06,192,0.04611958219823635,973,3.4739500690095484e-05,1110,0.005479452054794521,1010,0.0008411362080766597
134,1205,21,917,2.6042034471834355e-06,193,0.04611958219823635,300,3.1922784417925583e-05,1111,0.005479452054794521,1585,0.0008411362080766597
135,1206,21,31,2.411024516505898e-06,1363,0.04607615509635477,657,2.6326237443816563e-05,1112,0.005479452054794521,1491,0.0008348629971712438
136,1207,21,32,2.411024516505898e-06,1008,0.04605447219983884,1130,2.3666005408989432e-05,1113,0.005479452054794521,1493,0.0008348629971712438
137,1208,21,78,2.358840798461717e-06,1087,0.04605447219983884,893,2.073639693702225e-05,1153,0.005479452054794521,638,0.0008331799560813292
138,1394,21,57,2.10540194325592e-06,674,0.04601116757153621,63,1.6900297633019424e-05,1152,0.005479452054794521,283,0.0008330422280552722
139,1395,21,58,2.0875934364159047e-06,1086,0.04601116757153621,293,1.6039634327634178e-05,1154,0.005479452054794521,695,0.0008264861808689386
140,1396,21,806,1.967376720500134e-06,1089,0.04601116757153621,1018,1.5961392208962792e-05,1155,0.005479452054794521,860,0.0008262090567497684
141,1397,21,805,1.8831138477752666e-06,776,0.045881740939830065,662,1.5491939496934474e-05,1156,0.005479452054794521,337,0.0008261128947296372
142,1562,21,807,1.8831138477752666e-06,710,0.04583876038625645,1286,1.5022486784906156e-05,1157,0.005479452054794521,1315,0.0008236205480080638
143,1563,21,219,1.8727082837498143e-06,310,0.04581730029244266,305,1.4866002547563377e-05,1158,0.005479452054794521,128,0.0008217509638350543
144,1564,21,1071,1.8596925726708132e-06,377,0.045774440329587246,9,1.3144675936792886e-05,1159,0.005479452054794521,1429,0.0008122289722510138
145,1565,21,776,1.7519251459358924e-06,375,0.045731660478811935,82,1.3144675936792886e-05,1160,0.005479452054794521,1430,0.0008122289722510138
146,1566,21,1070,1.6254906460528694e-06,376,0.045731660478811935,88,1.3144675936792886e-05,1286,0.005479452054794521,1431,0.0008122289722510138
147,1567,21,1072,1.6254906460528694e-06,157,0.04571030052529544,843,1.3144675936792886e-05,1315,0.005479452054794521,118,0.0008098581344113619
148,127,20,1073,1.6254906460528694e-06,158,0.04571030052529544,976,1.3144675936792886e-05,12,0.004794520547945206,439,0.0008098581344113619
149,756,20,203,1.5319325187850684e-06,443,0.04571030052529544,840,1.239355159754758e-05,64,0.004794520547945206,475,0.0008098581344113619
150,416,19,1256,1.5180711197521185e-06,736,0.04571030052529544,537,1.2205770512736252e-05,136,0.004794520547945206,478,0.0008098581344113619
151,761,19,1257,1.5180711197521185e-06,737,0.04571030052529544,806,1.1861505190582152e-05,252,0.004794520547945206,1026,0.0008098579974205588
152,931,19,362,1.4297118665854947e-06,1295,0.04568896051571313,255,1.1736317800707934e-05,262,0.004794520547945206,652,0.0008075200838642906
153,97,18,1145,1.4148119396372117e-06,464,0.04562505987163521,254,1.1736317800707934e-05,264,0.004794520547945206,655,0.0008075200838642906
154,150,18,63,1.3791128119340504e-06,190,0.045603799359113475,12,1.1266865088679616e-05,267,0.004794520547945206,245,0.0008061329104374177
155,151,18,759,1.3495380201918513e-06,507,0.045603799359113475,496,1.1266865088679616e-05,269,0.004794520547945206,1504,0.0008031757169556237
156,277,18,757,1.3255827580555075e-06,508,0.045603799359113475,563,1.1266865088679616e-05,282,0.004794520547945206,676,0.0008010069630477769
157,278,18,758,1.3255827580555075e-06,509,0.045603799359113475,1120,1.1266865088679616e-05,303,0.004794520547945206,587,0.0007990304110650887
158,94,17,416,1.3129772751927722e-06,1228,0.045603799359113475,337,1.0327959664622982e-05,309,0.004794520547945206,428,0.0007953586806613452
159,283,17,863,1.309198085296506e-06,1229,0.045603799359113475,224,9.545538477909115e-06,386,0.004794520547945206,376,0.0007936761967148316
160,362,17,864,1.309198085296506e-06,152,0.045582558651447384,296,9.389054240566348e-06,385,0.004794520547945206,282,0.0007930550588427987
161,403,17,1123,1.2993793482393919e-06,488,0.045582558651447384,1071,8.57533620638393e-06,387,0.004794520547945206,358,0.0007918311101843298
162,516,17,697,1.2959412525896208e-06,489,0.045582558651447384,191,8.450148816509712e-06,388,0.004794520547945206,357,0.0007918311101843298
163,743,17,343,1.2541430235324291e-06,738,0.04556133772097651,239,8.450148816509712e-06,389,0.004794520547945206,329,0.0007902375286348424
164,932,17,1562,1.2497513449347339e-06,1529,0.04556133772097651,1060,8.450148816509712e-06,390,0.004794520547945206,591,0.0007900254796208253
165,69,16,1563,1.2497513449347339e-06,485,0.04554013654009192,805,7.32346230764175e-06,391,0.004794520547945206,114,0.0007888310164034848
166,218,16,1564,1.2497513449347339e-06,1082,0.04551895508123606,807,7.32346230764175e-06,392,0.004794520547945206,57,0.0007880187334557057
167,695,16,1565,1.2497513449347339e-06,1083,0.04551895508123606,721,6.572337968396443e-06,403,0.004794520547945206,524,0.0007878277365313659
168,280,15,1566,1.2497513449347339e-06,235,0.0454766512196364,283,6.102885256368126e-06,415,0.004794520547945206,64,0.0007871991753889033
169,279,15,1567,1.2497513449347339e-06,416,0.04539227895392279,515,5.946401019025356e-06,453,0.004794520547945206,263,0.0007839610315508918
170,282,15,216,1.161303634792238e-06,99,0.045371234781946004,743,5.868158900353967e-06,452,0.004794520547945206,663,0.0007824366102189578
171,284,15,1394,1.122169453451416e-06,95,0.04535021011337235,7,5.633432544339808e-06,454,0.004794520547945206,805,0.0007776250518459859
172,285,15,1395,1.122169453451416e-06,98,0.04535021011337235,189,5.633432544339808e-06,455,0.004794520547945206,807,0.0007776250518459859
173,301,15,1396,1.122169453451416e-06,100,0.04535021011337235,275,5.633432544339808e-06,456,0.004794520547945206,532,0.0007749095512134069
174,401,15,1397,1.122169453451416e-06,708,0.04535021011337235,670,5.633432544339808e-06,457,0.004794520547945206,531,0.0007749095512134068
175,404,15,1347,1.0653328135527003e-06,31,0.045287252857314914,932,5.476948306997036e-06,458,0.004794520547945206,530,0.0007749095512134068
176,405,15,1348,1.0653328135527003e-06,32,0.045287252857314914,1429,5.320464069654262e-06,459,0.004794520547945206,286,0.0007736952429842572
177,517,15,265,1.057552463321258e-06,265,0.04509942554131684,1430,5.320464069654262e-06,481,0.004794520547945206,288,0.0007736952429842572
178,1404,15,266,1.057552463321258e-06,266,0.04509942554131684,1431,5.320464069654262e-06,523,0.004794520547945206,1107,0.0007733829578514368
179,1405,15,268,1.057552463321258e-06,268,0.04509942554131684,320,4.694527120283174e-06,537,0.004794520547945206,539,0.0007706831578046349
180,1406,15,808,1.0267397713919501e-06,590,0.04495441131128045,350,4.694527120283174e-06,652,0.004794520547945206,330,0.0007703947773670972
181,1407,15,328,1.0207633073622567e-06,908,0.04495441131128045,1491,4.694527120283174e-06,655,0.004794520547945206,563,0.0007687713883555776
182,1408,15,121,9.963367876734156e-07,1341,0.04495441131128045,1493,4.694527120283174e-06,743,0.004794520547945206,550,0.0007666564156686028
183,631,14,263,9.14006071148873e-07,1039,0.04454517679775035,252,4.225074408254856e-06,764,0.004794520547945206,196,0.0007644646719659052
184,744,13,547,9.026175571901528e-07,1040,0.04454517679775035,117,3.755621696226539e-06,765,0.004794520547945206,195,0.0007644646719659052
185,764,13,307,8.71832010171044e-07,1549,0.04452491056626821,207,3.755621696226539e-06,775,0.004794520547945206,342,0.0007638932261618548
186,765,13,221,8.605889296839666e-07,550,0.044423855390221305,243,3.755621696226539e-06,843,0.004794520547945206,410,0.000763780148643903
187,775,13,1404,8.488015784839751e-07,548,0.04440369937597892,669,3.755621696226539e-06,860,0.004794520547945206,412,0.000763780148643903
188,840,13,1405,8.488015784839751e-07,549,0.04440369937597892,872,3.755621696226539e-06,932,0.004794520547945206,408,0.0007637801486439029
189,30,12,1406,8.488015784839751e-07,1030,0.04438356164383562,1294,3.755621696226539e-06,984,0.004794520547945206,453,0.0007628349931578116
190,72,12,1407,8.488015784839751e-07,120,0.044363442168929075,24,3.2861689841982215e-06,1070,0.004794520547945206,458,0.0007628349931578114
191,252,12,1408,8.488015784839751e-07,491,0.04426311778591476,25,3.2861689841982215e-06,1072,0.004794520547945206,459,0.0007628349931578114
192,307,12,184,8.258112876197765e-07,493,0.04426311778591476,118,2.816716272169904e-06,1073,0.004794520547945206,63,0.000762654603305578
193,531,12,934,8.081033240323361e-07,866,0.04414332585685951,439,2.816716272169904e-06,1120,0.004794520547945206,203,0.0007619886169465697
194,530,12,1461,8.081033240323361e-07,867,0.04414332585685951,475,2.816716272169904e-06,1202,0.004794520547945206,609,0.0007618036842832756
195,532,12,1016,8.033780636569163e-07,492,0.0440836727138097,478,2.816716272169904e-06,1203,0.004794520547945206,293,0.0007592075731364018
196,652,12,1313,8.021100613374735e-07,55,0.043690068493150686,1054,2.816716272169904e-06,1204,0.004794520547945206,669,0.0007590135181382614
197,655,12,1312,8.021100613374735e-07,1026,0.043690068493150686,1225,2.816716272169904e-06,1205,0.004794520547945206,1358,0.0007573613642281313
198,1286,12,1314,8.021100613374735e-07,56,0.04367057270176596,1336,2.816716272169904e-06,1206,0.004794520547945206,1357,0.0007573613642281312
199,1315,12,1316,8.021100613374735e-07,1416,0.04367057270176596,217,2.503747797484359e-06,1207,0.004794520547945206,323,0.0007571098798509
200,126,11,262,7.898042850883788e-07,1417,0.04367057270176596,956,2.5037477974843588e-06,1208,0.004794520547945206,162,0.0007565483008020787
201,194,11,264,7.898042850883788e-07,499,0.04361218958318072,1,1.8778108481132695e-06,1356,0.004794520547945206,154,0.0007529088911702881
202,220,11,267,7.898042850883788e-07,700,0.04357335415167299,106,1.8778108481132695e-06,1394,0.004794520547945206,153,0.0007529088911702881
203,377,11,269,7.898042850883788e-07,701,0.04357335415167299,126,1.8778108481132695e-06,1395,0.004794520547945206,229,0.0007529088911702881
204,860,11,1107,7.831290948280065e-07,702,0.04357335415167299,171,1.8778108481132695e-06,1396,0.004794520547945206,228,0.0007529088911702881
205,1018,11,277,7.768034832359998e-07,1182,0.04355396236077327,177,1.8778108481132695e-06,1397,0.004794520547945206,259,0.0007529088911702881
