,nodes_tr,TR,nodes_ec,EC,nodes_cnc,CnC,nodes_bc,BC,nodes_dc,DC
57,994,36,486,9.080748784407298e-06,266,0.05186314436918788,311,0.0009429746460730116,867,0.007534246575342466
58,995,36,487,9.080748784407298e-06,265,0.05183567448339912,359,0.0009392183925313191,1026,0.007534246575342466
59,996,36,713,8.414517315997745e-06,262,0.051808233681660945,712,0.0008468642406824391,29,0.00684931506849315
60,124,33,714,8.414517315997745e-06,263,0.051808233681660945,249,0.0008102753809608707,69,0.00684931506849315
61,249,33,940,8.341848593858526e-06,267,0.051808233681660945,250,0.0008102753809608707,124,0.00684931506849315
62,250,33,1048,8.125129158424335e-06,268,0.051808233681660945,252,0.0008102753809608707,183,0.00684931506849315
63,252,33,809,6.750487866810483e-06,726,0.05178082191780822,209,0.0007984608210414965,324,0.00684931506849315
64,204,31,711,6.6217618722786065e-06,547,0.05172608531958643,91,0.000722255232944671,712,0.00684931506849315
65,657,31,443,6.59234104642132e-06,1088,0.05169876039337429,397,0.0007144332565666375,754,0.00684931506849315
66,1026,31,464,6.457023002301849e-06,548,0.05167146432136089,353,0.0007087171109254165,988,0.00684931506849315
67,754,30,854,6.4334115458992465e-06,549,0.05167146432136089,222,0.0007060568788905894,48,0.0061643835616438354
68,1061,29,850,6.133911589109338e-06,1233,0.05167146432136089,443,0.0007060568788905894,52,0.0061643835616438354
69,125,28,1209,5.9242890199207615e-06,1234,0.05167146432136089,469,0.0006885306443081988,59,0.0061643835616438354
70,126,28,1107,5.919643644570454e-06,1334,0.05167146432136089,213,0.0005818888720482041,91,0.0061643835616438354
71,246,28,1350,5.642578236371806e-06,1004,0.05164419705786677,1245,0.0005658470022314653,113,0.0061643835616438354
72,534,28,1351,5.642578236371806e-06,479,0.05150829127613554,917,0.0005315769542533981,131,0.0061643835616438354
73,535,28,1352,5.642578236371806e-06,1125,0.05142709060675645,276,0.0005067742026345687,132,0.0061643835616438354
74,753,28,953,4.410043091645641e-06,715,0.051185017481515445,500,0.0004957420639019032,133,0.0061643835616438354
75,755,28,954,4.410043091645641e-06,716,0.051185017481515445,328,0.0004520829616832696,134,0.0061643835616438354
76,852,28,725,4.409451763598044e-06,51,0.050998308194193605,284,0.0004127741212627651,135,0.0061643835616438354
77,853,28,852,4.312212080162353e-06,830,0.050998308194193605,694,0.0004016167951402254,136,0.0061643835616438354
78,1024,28,853,4.312212080162353e-06,567,0.05073393127250261,291,0.00038322989725244976,137,0.0061643835616438354
79,1025,28,52,4.203598853312461e-06,911,0.05055049247141401,604,0.0003614785882618044,138,0.0061643835616438354
80,1027,28,53,4.167850553488187e-06,50,0.05031658273761312,1026,0.0003605396828377477,139,0.0061643835616438354
81,1028,28,932,3.884902251634908e-06,1010,0.05021331627740253,715,0.00035505174714705267,140,0.0061643835616438354
82,1029,28,831,3.840389371516948e-06,617,0.049906044581671354,716,0.00035505174714705267,206,0.0061643835616438354
83,1030,28,1112,3.7984441788335603e-06,786,0.049804454669036914,107,0.00035396734486935135,246,0.0061643835616438354
84,1031,28,1113,3.7984441788335603e-06,124,0.04950215145405035,154,0.0003539673448693513,277,0.0061643835616438354
85,1032,28,1114,3.7984441788335603e-06,125,0.04945212401448081,265,0.0003539673448693513,289,0.0061643835616438354
86,1067,28,308,3.7703202442938814e-06,126,0.04945212401448081,325,0.0003539673448693513,397,0.0061643835616438354
87,1068,28,1108,3.645351227951679e-06,534,0.04945212401448081,408,0.0003539673448693513,461,0.0061643835616438354
88,1069,28,1109,3.645351227951679e-06,535,0.04945212401448081,955,0.0003539673448693513,655,0.0061643835616438354
89,1070,28,1110,3.645351227951679e-06,668,0.049402197589428334,54,0.00035396734486935124,753,0.0061643835616438354
90,1071,28,1111,3.645351227951679e-06,308,0.04925302135111099,499,0.00032814744570779385,755,0.0061643835616438354
91,1072,28,384,3.5992728080314296e-06,604,0.04917877056515454,615,0.0003122048556324437,772,0.0061643835616438354
92,1073,28,726,3.5401279609059733e-06,620,0.0491540700274523,618,0.0003122048556324437,773,0.0061643835616438354
93,1074,28,988,3.451495432005659e-06,118,0.04912939428948671,259,0.00029356442925504217,774,0.0061643835616438354
94,1075,28,987,3.413236071936319e-06,442,0.04912939428948671,261,0.00029356442925504217,775,0.0061643835616438354
95,308,27,989,3.413236071936319e-06,615,0.04912939428948671,298,0.0002822975641663615,776,0.0061643835616438354
96,998,27,990,3.413236071936319e-06,618,0.04912939428948671,726,0.0002779485949532099,777,0.0061643835616438354
97,59,24,991,3.413236071936319e-06,1097,0.04912939428948671,867,0.00025491282263137625,778,0.0061643835616438354
98,277,24,992,3.413236071936319e-06,1098,0.04912939428948671,60,0.00023625990154011787,779,0.0061643835616438354
99,324,24,993,3.413236071936319e-06,1048,0.049104743313927515,357,0.00023316151364073223,780,0.0061643835616438354
100,264,23,994,3.413236071936319e-06,1425,0.049104743313927515,358,0.00023316151364073223,781,0.0061643835616438354
101,932,23,995,3.413236071936319e-06,154,0.04908011706351932,1246,0.0002112537204127428,852,0.0061643835616438354
102,74,22,996,3.413236071936319e-06,785,0.04908011706351932,1247,0.0002112537204127428,853,0.0061643835616438354
103,92,22,131,3.3233614006888516e-06,1426,0.04908011706351932,932,0.0001943534227797234,987,0.0061643835616438354
104,384,22,132,3.3233614006888516e-06,66,0.04905551550108147,725,0.00017732734947022326,989,0.0061643835616438354
105,694,22,133,3.3233614006888516e-06,605,0.04905551550108147,919,0.0001749493773492196,990,0.0061643835616438354
106,247,21,134,3.3233614006888516e-06,809,0.049006386291766416,710,0.00017465205729826834,991,0.0061643835616438354
107,248,21,135,3.3233614006888516e-06,286,0.04898185857089967,698,0.00017197617683970698,992,0.0061643835616438354
108,251,21,136,3.3233614006888516e-06,1344,0.04890842250107823,344,0.00016430844920991108,993,0.0061643835616438354
109,253,21,137,3.3233614006888516e-06,93,0.04876220898089563,141,0.00016050715340295315,994,0.0061643835616438354
110,367,21,138,3.3233614006888516e-06,312,0.04876220898089563,73,0.00014975541513703323,995,0.0061643835616438354
111,368,21,139,3.3233614006888516e-06,898,0.04868942956450623,696,0.00014928596242500493,996,0.0061643835616438354
112,369,21,140,3.3233614006888516e-06,899,0.04868942956450623,668,0.00012361472328892306,998,0.0061643835616438354
113,370,21,772,3.3233614006888516e-06,313,0.04866521801325586,385,0.00011705020953239472,53,0.005479452054794521
114,371,21,773,3.3233614006888516e-06,204,0.048592727618995794,206,0.00011501591444693789,125,0.005479452054794521
115,372,21,774,3.3233614006888516e-06,328,0.04734676024414975,1384,0.00010327959664622982,126,0.005479452054794521
116,373,21,775,3.3233614006888516e-06,737,0.04727814175104229,804,0.00010140178579811656,259,0.005479452054794521
117,374,21,776,3.3233614006888516e-06,1159,0.047164218517907246,124,9.803926626295107e-05,261,0.005479452054794521
118,431,21,777,3.3233614006888516e-06,48,0.04700564525679996,61,9.764616410189002e-05,266,0.005479452054794521
119,432,21,778,3.3233614006888516e-06,725,0.046647165598025515,310,7.556847370192974e-05,290,0.005479452054794521
120,433,21,779,3.3233614006888516e-06,384,0.046580558507690405,854,6.63493166333355e-05,359,0.005479452054794521
121,434,21,780,3.3233614006888516e-06,183,0.046447913348200066,1010,5.259211668180097e-05,451,0.005479452054794521
122,435,21,781,3.3233614006888516e-06,491,0.04638187366097513,501,5.163979832311491e-05,499,0.005479452054794521
123,436,21,715,3.151143295204661e-06,492,0.046359902143371635,461,4.788417662688837e-05,534,0.005479452054794521
124,437,21,716,3.151143295204661e-06,832,0.046337951432129515,1107,4.5693397304089575e-05,535,0.005479452054794521
125,438,21,616,3.0322860474846118e-06,49,0.04631602149770825,231,4.459800764269015e-05,626,0.005479452054794521
126,617,21,619,3.0322860474846118e-06,180,0.04631602149770825,598,4.31896495066052e-05,696,0.005479452054794521
127,997,21,60,3.0287259430527635e-06,41,0.046272223841445644,850,4.1937775607863025e-05,948,0.005479452054794521
128,999,21,830,2.9952803592805216e-06,42,0.04618487655717675,1061,4.193777560786302e-05,1024,0.005479452054794521
129,1000,21,832,2.9030310673346036e-06,408,0.046163091238046,233,3.9434027810378656e-05,1025,0.005479452054794521
130,1108,21,360,2.852321859576475e-06,1249,0.04614132646141326,395,3.849512238632203e-05,1027,0.005479452054794521
131,1109,21,1167,2.852321859576475e-06,1250,0.04614132646141326,460,3.755621696226539e-05,1028,0.005479452054794521
132,1110,21,851,2.6042034471834355e-06,181,0.04611958219823635,906,3.4739500690095484e-05,1029,0.005479452054794521
133,1111,21,855,2.6042034471834355e-06,182,0.04611958219823635,282,3.1922784417925583e-05,1030,0.005479452054794521
134,1112,21,28,2.411024516505898e-06,1251,0.04607615509635477,620,2.6326237443816563e-05,1031,0.005479452054794521
135,1113,21,30,2.411024516505898e-06,940,0.04605447219983884,1048,2.3666005408989432e-05,1032,0.005479452054794521
136,1114,21,74,2.358840798461717e-06,1009,0.04605447219983884,831,2.073639693702225e-05,1067,0.005479452054794521
137,1276,21,54,2.10540194325592e-06,637,0.04601116757153621,59,1.6900297633019424e-05,1068,0.005479452054794521
138,1277,21,55,2.0875934364159047e-06,1008,0.04601116757153621,277,1.6039634327634178e-05,1069,0.005479452054794521
139,1278,21,754,1.967376720500134e-06,1011,0.04601116757153621,948,1.5961392208962792e-05,1070,0.005479452054794521
140,1279,21,753,1.8831138477752666e-06,727,0.045881740939830065,626,1.5491939496934474e-05,1071,0.005479452054794521
141,1435,21,755,1.8831138477752666e-06,669,0.04583876038625645,1187,1.5022486784906156e-05,1072,0.005479452054794521
142,1436,21,207,1.8727082837498143e-06,292,0.04581730029244266,287,1.4866002547563377e-05,1073,0.005479452054794521
143,1437,21,998,1.8596925726708132e-06,359,0.045774440329587246,9,1.3144675936792886e-05,1074,0.005479452054794521
144,1438,21,727,1.7519251459358924e-06,357,0.045731660478811935,78,1.3144675936792886e-05,1075,0.005479452054794521
145,1439,21,997,1.6254906460528694e-06,358,0.045731660478811935,84,1.3144675936792886e-05,1187,0.005479452054794521
146,1440,21,999,1.6254906460528694e-06,149,0.04571030052529544,789,1.3144675936792886e-05,1209,0.005479452054794521
147,118,20,1000,1.6254906460528694e-06,150,0.04571030052529544,910,1.3144675936792886e-05,13,0.004794520547945206
148,707,20,192,1.5319325187850684e-06,422,0.04571030052529544,786,1.239355159754758e-05,61,0.004794520547945206
149,397,19,1160,1.5180711197521185e-06,690,0.04571030052529544,514,1.2205770512736252e-05,127,0.004794520547945206
150,712,19,1161,1.5180711197521185e-06,691,0.04571030052529544,754,1.1861505190582152e-05,238,0.004794520547945206
151,867,19,344,1.4297118665854947e-06,1194,0.04568896051571313,239,1.1736317800707934e-05,247,0.004794520547945206
152,93,18,1061,1.4148119396372117e-06,443,0.04562505987163521,240,1.1736317800707934e-05,248,0.004794520547945206
153,142,18,59,1.3791128119340504e-06,179,0.045603799359113475,13,1.1266865088679616e-05,251,0.004794520547945206
154,143,18,710,1.3495380201918513e-06,485,0.045603799359113475,475,1.1266865088679616e-05,253,0.004794520547945206
155,259,18,708,1.3255827580555075e-06,486,0.045603799359113475,536,1.1266865088679616e-05,265,0.004794520547945206
156,261,18,709,1.3255827580555075e-06,487,0.045603799359113475,1039,1.1266865088679616e-05,285,0.004794520547945206
157,91,17,397,1.3129772751927722e-06,1132,0.045603799359113475,318,1.0327959664622982e-05,291,0.004794520547945206
158,266,17,807,1.309198085296506e-06,1133,0.045603799359113475,212,9.545538477909115e-06,367,0.004794520547945206
159,344,17,808,1.309198085296506e-06,144,0.045582558651447384,279,9.389054240566348e-06,368,0.004794520547945206
160,385,17,1042,1.2993793482393919e-06,467,0.045582558651447384,998,8.57533620638393e-06,369,0.004794520547945206
161,493,17,657,1.2959412525896208e-06,468,0.045582558651447384,180,8.450148816509712e-06,370,0.004794520547945206
162,695,17,324,1.2541430235324291e-06,692,0.04556133772097651,226,8.450148816509712e-06,371,0.004794520547945206
163,868,17,1435,1.2497513449347339e-06,1404,0.04556133772097651,988,8.450148816509712e-06,372,0.004794520547945206
164,67,16,1436,1.2497513449347339e-06,464,0.04554013654009192,753,7.32346230764175e-06,373,0.004794520547945206
165,206,16,1437,1.2497513449347339e-06,1005,0.04551895508123606,755,7.32346230764175e-06,374,0.004794520547945206
166,655,16,1438,1.2497513449347339e-06,1006,0.04551895508123606,679,6.572337968396443e-06,385,0.004794520547945206
167,262,15,1439,1.2497513449347339e-06,222,0.0454766512196364,266,6.102885256368126e-06,395,0.004794520547945206
168,263,15,1440,1.2497513449347339e-06,397,0.04539227895392279,491,5.946401019025356e-06,431,0.004794520547945206
169,265,15,204,1.161303634792238e-06,95,0.045371234781946004,695,5.868158900353967e-06,432,0.004794520547945206
170,267,15,1276,1.122169453451416e-06,90,0.04535021011337235,8,5.633432544339808e-06,433,0.004794520547945206
171,268,15,1277,1.122169453451416e-06,94,0.04535021011337235,178,5.633432544339808e-06,434,0.004794520547945206
172,283,15,1278,1.122169453451416e-06,96,0.04535021011337235,258,5.633432544339808e-06,435,0.004794520547945206
173,383,15,1279,1.122169453451416e-06,667,0.04535021011337235,632,5.633432544339808e-06,436,0.004794520547945206
174,386,15,1237,1.0653328135527003e-06,28,0.045287252857314914,868,5.476948306997036e-06,437,0.004794520547945206
175,387,15,1238,1.0653328135527003e-06,30,0.045287252857314914,1311,5.320464069654262e-06,438,0.004794520547945206
176,494,15,249,1.057552463321258e-06,249,0.04509942554131684,1313,5.320464069654262e-06,460,0.004794520547945206
177,1286,15,250,1.057552463321258e-06,250,0.04509942554131684,1314,5.320464069654262e-06,500,0.004794520547945206
178,1287,15,252,1.057552463321258e-06,252,0.04509942554131684,303,4.694527120283174e-06,514,0.004794520547945206
179,1288,15,756,1.0267397713919501e-06,560,0.04495441131128045,332,4.694527120283174e-06,615,0.004794520547945206
180,1289,15,310,1.0207633073622567e-06,846,0.04495441131128045,1373,4.694527120283174e-06,618,0.004794520547945206
181,1290,15,113,9.963367876734156e-07,1231,0.04495441131128045,1374,4.694527120283174e-06,695,0.004794520547945206
182,598,14,246,9.14006071148873e-07,968,0.04454517679775035,238,4.225074408254856e-06,715,0.004794520547945206
183,696,13,521,9.026175571901528e-07,969,0.04454517679775035,109,3.755621696226539e-06,716,0.004794520547945206
184,715,13,289,8.71832010171044e-07,1424,0.04452491056626821,196,3.755621696226539e-06,726,0.004794520547945206
185,716,13,209,8.605889296839666e-07,525,0.044423855390221305,228,3.755621696226539e-06,789,0.004794520547945206
186,726,13,1286,8.488015784839751e-07,523,0.04440369937597892,633,3.755621696226539e-06,804,0.004794520547945206
187,786,13,1287,8.488015784839751e-07,524,0.04440369937597892,814,3.755621696226539e-06,868,0.004794520547945206
188,29,12,1288,8.488015784839751e-07,959,0.04438356164383562,1193,3.755621696226539e-06,917,0.004794520547945206
189,69,12,1289,8.488015784839751e-07,114,0.044363442168929075,22,3.2861689841982215e-06,997,0.004794520547945206
190,238,12,1290,8.488015784839751e-07,470,0.04426311778591476,24,3.2861689841982215e-06,999,0.004794520547945206
191,289,12,173,8.258112876197765e-07,472,0.04426311778591476,112,2.816716272169904e-06,1000,0.004794520547945206
192,507,12,870,8.081033240323361e-07,810,0.04414332585685951,419,2.816716272169904e-06,1039,0.004794520547945206
193,508,12,1345,8.081033240323361e-07,811,0.04414332585685951,455,2.816716272169904e-06,1108,0.004794520547945206
194,509,12,947,8.033780636569163e-07,471,0.0440836727138097,457,2.816716272169904e-06,1109,0.004794520547945206
195,615,12,1206,8.021100613374735e-07,52,0.043690068493150686,983,2.816716272169904e-06,1110,0.004794520547945206
196,618,12,1207,8.021100613374735e-07,955,0.043690068493150686,1130,2.816716272169904e-06,1111,0.004794520547945206
197,1187,12,1208,8.021100613374735e-07,53,0.04367057270176596,1225,2.816716272169904e-06,1112,0.004794520547945206
198,1209,12,1210,8.021100613374735e-07,1298,0.04367057270176596,205,2.503747797484359e-06,1113,0.004794520547945206
199,119,11,247,7.898042850883788e-07,1299,0.04367057270176596,891,2.5037477974843588e-06,1114,0.004794520547945206
200,183,11,248,7.898042850883788e-07,478,0.04361218958318072,0,1.8778108481132695e-06,1245,0.004794520547945206
201,208,11,251,7.898042850883788e-07,660,0.04357335415167299,100,1.8778108481132695e-06,1276,0.004794520547945206
202,359,11,253,7.898042850883788e-07,661,0.04357335415167299,119,1.8778108481132695e-06,1277,0.004794520547945206
203,804,11,1026,7.831290948280065e-07,662,0.04357335415167299,161,1.8778108481132695e-06,1278,0.004794520547945206
204,948,11,259,7.768034832359998e-07,1092,0.04355396236077327,167,1.8778108481132695e-06,1279,0.004794520547945206
205,1384,11,261,7.768034832359998e-07,1363,0.04355396236077327,189,1.8778108481132695e-06,1384,0.004794520547945206
206,33,10,385,7.619350680982366e-07,1364,0.04355396236077327,191,1.8778108481132695e-06,1435,0.004794520547945206
207,34,10,206,7.503587900777337e-07,430,0.04320783815658169,246,1.8778108481132695e-06,1436,0.004794520547945206
208,35,10,276,7.445804984672162e-07,481,0.04301791359325606,295,1.8778108481132695e-06,1437,0.004794520547945206
209,36,10,383,7.39788700778144e-07,480,0.04299901292823266,305,1.8778108481132695e-06,1438,0.004794520547945206
210,37,10,386,7.39788700778144e-07,482,0.04299901292823266,569,1.8778108481132695e-06,1439,0.004794520547945206
211,38,10,387,7.39788700778144e-07,831,0.04240283943875976,609,1.8778108481132695e-06,1440,0.004794520547945206
212,68,10,1024,7.31331775512602e-07,1209,0.042347794645027054,678,1.8778108481132695e-06,9,0.004109589041095891
213,318,10,1025,7.31331775512602e-07,311,0.042329478124851876,839,1.8778108481132695e-06,41,0.004109589041095891
214,330,10,1027,7.31331775512602e-07,1350,0.042274623509571285,852,1.8778108481132695e-06,44,0.004109589041095891
215,331,10,1028,7.31331775512602e-07,1351,0.042274623509571285,853,1.8778108481132695e-06,73,0.004109589041095891
216,332,10,1029,7.31331775512602e-07,1352,0.042274623509571285,883,1.8778108481132695e-06,119,0.004109589041095891
217,333,10,1030,7.31331775512602e-07,953,0.042165339691795575,965,1.8778108481132695e-06,175,0.004109589041095891
218,334,10,1031,7.31331775512602e-07,954,0.042165339691795575,1059,1.8778108481132695e-06,192,0.004109589041095891
219,335,10,1032,7.31331775512602e-07,207,0.042147180630774134,452,1.721326610770497e-06,208,0.004109589041095891
220,357,10,398,7.247645871066932e-07,310,0.04198445020362829,120,1.408358136084952e-06,209,0.004109589041095891
221,358,10,208,7.17603454926185e-07,616,0.04189458622630888,547,1.408358136084952e-06,213,0.004109589041095891
222,620,10,1159,7.173843717317909e-07,619,0.04189458622630888,625,1.408358136084952e-06,226,0.004109589041095891
223,626,10,444,7.026453142650772e-07,807,0.041876659574093936,1009,1.408358136084952e-06,231,0.004109589041095891
224,653,10,445,7.026453142650772e-07,808,0.041876659574093936,208,1.2518738987421796e-06,262,0.004109589041095891
225,654,10,61,6.406158762592625e-07,309,0.041787255945626614,144,1.0014991189937438e-06,263,0.004109589041095891
226,656,10,311,6.290023356121918e-07,210,0.04169823324442161,158,9.389054240566347e-07,267,0.004109589041095891
227,658,10,1067,6.158255770327375e-07,206,0.04168047420130218,214,9.389054240566347e-07,268,0.004109589041095891
228,721,10,1068,6.158255770327375e-07,209,0.04162728771784667,300,9.389054240566347e-07,298,0.004109589041095891
229,722,10,1069,6.158255770327375e-07,208,0.04157423679891994,302,9.389054240566347e-07,303,0.004109589041095891
230,723,10,1070,6.158255770327375e-07,212,0.04155658319518366,339,9.389054240566347e-07,310,0.004109589041095891
231,724,10,1071,6.158255770327375e-07,398,0.04155658319518366,340,9.389054240566347e-07,312,0.004109589041095891
232,747,10,1072,6.158255770327375e-07,1286,0.0414861184504695,411,9.389054240566347e-07,318,0.004109589041095891
233,748,10,1073,6.158255770327375e-07,1287,0.0414861184504695,424,9.389054240566347e-07,328,0.004109589041095891
234,749,10,1074,6.158255770327375e-07,1288,0.0414861184504695,515,9.389054240566347e-07,332,0.004109589041095891
235,750,10,1075,6.158255770327375e-07,1289,0.0414861184504695,525,9.389054240566347e-07,353,0.004109589041095891
236,751,10,210,6.086995284257311e-07,1290,0.0414861184504695,559,9.389054240566347e-07,357,0.004109589041095891
237,752,10,264,6.055992969664949e-07,1096,0.04141589226604212,577,9.389054240566347e-07,358,0.004109589041095891
238,830,10,62,5.919058321787108e-07,119,0.04139837285307002,766,9.389054240566347e-07,383,0.004109589041095891
239,851,10,212,5.911333806937857e-07,120,0.04138086825566915,865,9.389054240566347e-07,386,0.004109589041095891
240,855,10,142,5.793573072647076e-07,721,0.04138086825566915,941,9.389054240566347e-07,387,0.004109589041095891
241,879,10,879,5.691751275186607e-07,722,0.04138086825566915,1458,9.389054240566347e-07,422,0.004109589041095891
242,880,10,880,5.691751275186607e-07,723,0.04138086825566915,507,9.389054240566346e-07,475,0.004109589041095891
243,900,10,493,5.609480425922177e-07,724,0.04138086825566915,508,9.389054240566346e-07,507,0.004109589041095891
244,901,10,567,5.417171241045061e-07,950,0.041363378455053904,509,9.389054240566346e-07,508,0.004109589041095891
245,902,10,1384,5.363964367092436e-07,951,0.041363378455053904,390,6.259369493710898e-07,509,0.004109589041095891
246,903,10,309,5.357179823999923e-07,952,0.041363378455053904,391,6.259369493710898e-07,521,0.004109589041095891
247,904,10,290,5.265195341907284e-07,439,0.04134590343247044,393,6.259369493710898e-07,560,0.004109589041095891
248,905,10,694,5.225921527443376e-07,440,0.04134590343247044,561,6.259369493710898e-07,604,0.004109589041095891
249,949,10,277,5.180390459293384e-07,441,0.04134590343247044,562,6.259369493710898e-07,620,0.004109589041095891
250,1097,10,287,5.070232874633808e-07,606,0.04134590343247044,1053,6.259369493710898e-07,698,0.004109589041095891
