
"CountryName","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Iran, Islamic Rep.","IRN","Population, male","SP.POP.TOTL.MA.IN","11242614","11541429","11848846","12164993","12490031","12824207","13169253","13526044","13893251","14268872","14652473","15044250","15448069","15871856","16325909","16818339","17350159","17921393","18537482","19204480","19925378","20696284","21511081","22366514","23258429","24179063","25135218","26114379","27066646","27926880","28651608","29216027","29640649","29983573","30328766","30736784","31226421","31778753","32370728","32964263","33530872","34069272","34588223","35080893","35540422","35963531","36344026","36686401","37011518","37348101","37716500","38123761","38562955","39023186","39487240","39941752","40384162","40816185","",
"Iraq","IRQ","Population, male","SP.POP.TOTL.MA.IN","3666630","3765024","3870344","3983829","4106811","4240107","4384411","4539228","4702614","4871850","5044851","5220388","5398637","5580538","5767710","5960963","6160807","6365780","6572294","6775616","6972417","7162300","7346664","7526334","7702805","7877895","8051366","8224968","8404971","8599448","8814268","9051576","9310173","9588340","9882806","10190753","10512317","10847199","11191469","11540175","11889713","12240119","12592385","12945368","13297990","13650646","14000368","14350186","14713750","15109280","15549001","16038973","16573279","17137311","17709899","18275556","18829502","19375781","",
"Iceland","ISL","Population, male","SP.POP.TOTL.MA.IN","88712","90475","92178","93840","95523","97191","98861","100469","101866","102821","103363","104195","105728","107323","108760","110133","111188","111976","112796","113849","115004","116255","117762","119271","120492","121395","122238","123545","125458","126992","127948","129415","131031","132343","133467","134147","134805","135843","137226","138833","140722","142600","143907","144958","146330","148787","152490","156596","159730","160410","160223","160654","161369","162712","164360","165975","168271","171238","",
"Israel","ISR","Population, male","SP.POP.TOTL.MA.IN","1071918","1107021","1160562","1202834","1250293","1294021","1327030","1385567","1414862","1451931","1500042","1546519","1584436","1647663","1695163","1732171","1769229","1807326","1844128","1890817","1936036","1974830","2012599","2050185","2077879","2115455","2148990","2184422","2220791","2257510","2325683","2465347","2546109","2608324","2670976","2738702","2808215","2877352","2942944","3018459","3099186","3173341","3238523","3298389","3358131","3418710","3480361","3543293","3607471","3695838","3765715","3838416","3912997","3990175","4071104","4156060","4241657","4327436","",
"Italy","ITA","Population, male","SP.POP.TOTL.MA.IN","24417976","24584616","24753832","24937472","25146939","25364787","25569792","25763927","25935869","26090581","26234187","26359818","26510853","26689820","26860819","27014627","27139117","27241091","27324455","27392888","27444212","27478694","27506112","27525933","27540731","27553309","27554606","27553288","27559494","27571687","27586142","27596855","27607246","27615771","27612882","27604684","27603141","27608272","27608714","27610747","27627304","27654976","27715003","27859402","28057120","28203841","28287168","28420657","28595761","28714416","28797153","28848347","28933881","29283998","29569796","29558567","29526881","29509824","",
"Jamaica","JAM","Population, male","SP.POP.TOTL.MA.IN","783752","792712","803114","814819","827468","840812","854857","869666","885009","900619","916274","931927","947578","963132","978481","993600","1008213","1022357","1036661","1052009","1068922","1087864","1108370","1128861","1147175","1161827","1172172","1178904","1183601","1188527","1195348","1204500","1215497","1227948","1241168","1254588","1268258","1282261","1296014","1308775","1320063","1329569","1337464","1344346","1351087","1358304","1366188","1374518","1383021","1391270","1398923","1405940","1412410","1418370","1423896","1429050","1433816","1438148","",
"Jordan","JOR","Population, male","SP.POP.TOTL.MA.IN","487319","508575","527538","547901","574674","611167","659096","716517","778619","838569","891457","935866","973379","1005782","1036068","1066613","1097592","1128815","1161885","1198710","1240650","1288911","1343326","1402256","1463201","1524536","1584557","1644180","1707460","1780030","1865300","1965644","2078030","2193833","2301174","2391752","2463204","2518877","2563282","2603445","2645206","2689335","2736275","2791223","2860381","2948193","3055456","3181103","3324984","3486210","3662929","3855907","4061971","4270294","4466756","4640975","4789199","4913205","",
"Japan","JPN","Population, male","SP.POP.TOTL.MA.IN","45531686","46735743","47173406","47655589","48156166","48680924","49135307","49606545","49785128","50839594","51432558","52114275","52864973","53319218","54359976","55248003","55665827","56209690","56723089","57203779","57653752","58080129","58473267","58869083","59237128","59590692","59941742","60221118","60460567","60690305","60880390","61053609","61190318","61326344","61518591","61733877","61867036","61988550","62129262","62214263","62290265","62413110","62531609","62639302","62634487","62614707","62628868","62675761","62682056","62652070","62643603","62510713","62396406","62293393","62197978","62118491","62032385","61915092","",
"Kazakhstan","KAZ","Population, male","SP.POP.TOTL.MA.IN","4677205","4877349","5071421","5255707","5426594","5581743","5718484","5837374","5943495","6044286","6145176","6248365","6352421","6454860","6551631","6640145","6719531","6791826","6860786","6931559","7007804","7089156","7173961","7262704","7355719","7452092","7553606","7657115","7750761","7885189","7936115","7987171","7981206","7926006","7807094","7664365","7539294","7408900","7269250","7189149","7159857","7144314","7145133","7172665","7227529","7297137","7379825","7470052","7566948","7774339","7889797","8007771","8124889","8245507","8370033","8494914","8617667","8736134","",
"Kenya","KEN","Population, male","SP.POP.TOTL.MA.IN","4065070","4190896","4322149","4459135","4602201","4751723","4907986","5071414","5242783","5423023","5612896","5812865","6023175","6244048","6475608","6718004","6971119","7235161","7510938","7799465","8101282","8416528","8744385","9083348","9431330","9786624","10148580","10516881","10890468","11268205","11649236","12033392","12420588","12810205","13201614","13594673","13989228","14386255","14788200","15198300","15619138","16051548","16495722","16952794","17423857","17909624","18410616","18926677","19456847","19999668","20553886","21119173","21695274","22281086","22875343","23477019","24085548","24700721","",
"Kyrgyz Republic","KGZ","Population, male","SP.POP.TOTL.MA.IN","1032105","1072540","1110289","1149484","1189306","1227359","1267182","1306544","1346376","1384219","1417390","1450156","1485352","1520771","1558201","1594298","1628653","1661908","1693738","1726153","1758741","1792708","1829066","1868200","1907223","1944694","1983842","2024416","2063244","2109737","2153630","2192024","2220351","2223735","2225389","2249769","2284856","2319476","2356116","2392217","2421959","2446533","2470884","2498651","2530173","2558984","2585553","2608266","2630810","2660994","2692336","2726126","2773855","2832000","2891710","2953398","3014758","3075058","",
"Cambodia","KHM","Population, male","SP.POP.TOTL.MA.IN","2856077","2930542","3007313","3083840","3156695","3223496","3281026","3329645","3374584","3423388","3480248","3552143","3634675","3707331","3742040","3721235","3634155","3493868","3335670","3208792","3148211","3167372","3254803","3390027","3541111","3684615","3814502","3937873","4059825","4189659","4333592","4491742","4659371","4832276","5004685","5172106","5333417","5488806","5636820","5776138","5906072","6025738","6135766","6239027","6339546","6440468","6542647","6645934","6751205","6859193","6970354","7085258","7203824","7324932","7446946","7568579","7689442","7809580","",
"Kiribati","KIR","Population, male","SP.POP.TOTL.MA.IN","20346","20859","21372","21904","22434","22947","23446","23930","24398","24856","25292","25715","26106","26494","26871","27250","27636","28024","28422","28829","29240","29649","30070","30525","31049","31685","32442","33297","34193","35052","35821","36473","37029","37522","38011","38525","39077","39661","40276","40919","41593","42296","43023","43794","44608","45490","46435","47438","48471","49508","50532","51523","52505","53470","54434","55411","56398","57394","",
"St. Kitts and Nevis","KNA","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Population, male","SP.POP.TOTL.MA.IN","12589155","12976898","13356643","13732917","14093286","14451229","14813025","15155402","15502812","15849292","16191370","16506633","16813008","17107595","17398482","17689560","17970925","18250747","18528092","18809383","19102834","19401015","19700929","19991591","20238768","20439193","20644939","20851803","21060433","21274032","21489506","21708794","21941585","22171436","22400384","22629992","22847686","23062176","23227384","23391075","23586048","23767110","23904805","24028909","24123278","24171920","24294945","24412339","24591830","24712010","24829133","25015049","25141593","25251388","25405813","25535535","25646552","25752540","",
"Kuwait","KWT","Population, male","SP.POP.TOTL.MA.IN","173152","193160","215829","240431","265972","291719","317613","343797","369970","395821","421257","445767","469689","494825","523596","557616","597718","643024","691314","739410","785040","826118","863053","898854","937972","982845","1037124","1097967","1153810","1188843","1193033","1160057","","","","935207","950263","1000146","1071057","1142109","1198505","1235947","1260334","1279274","1304433","1344279","1399616","1467217","1546489","1635912","1733584","1840504","1955102","2069644","2173983","2260983","2327353","2375253","",
"Latin America & Caribbean (excluding high income)","LAC","Population, male","SP.POP.TOTL.MA.IN","92080863","94831446","97677891","100605350","103592867","106624424","109694419","112804168","115952755","119141249","122370214","125636661","128937885","132275028","135650352","139064972","142517031","146003552","149522889","153073135","156651754","160257853","163887569","167531279","171176954","174815518","178440544","182052180","185656151","189261821","192874817","196494697","200114700","203726659","207319782","210884778","214421750","217929090","221394341","224802120","228143192","231409852","234609089","237764439","240909000","244066320","247243284","250432281","253624599","256805736","259963708","263096387","266203526","269276621","272305731","275282895","278203256","281064965","",
"Lao PDR","LAO","Population, male","SP.POP.TOTL.MA.IN","1042273","1066777","1092020","1118048","1144924","1172697","1201107","1230143","1260344","1292429","1326765","1364079","1403811","1443533","1479940","1510880","1535286","1554496","1571827","1591938","1618231","1651711","1691485","1736746","1785996","1838004","1892606","1949879","2009077","2069327","2129857","2190312","2250372","2309335","2366432","2421122","2473242","2522837","2569899","2614530","2656947","2696807","2734490","2771783","2811067","2853960","2901435","2952836","3006121","3058323","3107387","3152454","3194423","3235013","3276810","3321586","3369884","3420930","",
"Lebanon","LBN","Population, male","SP.POP.TOTL.MA.IN","907606","937876","968756","999244","1028051","1054338","1077148","1096853","1115507","1136013","1160211","1189352","1222141","1254807","1282089","1300410","1308178","1307052","1300638","1294211","1291571","1294384","1301587","1310927","1318913","1323306","1322901","1319333","1316505","1319850","1333021","1358537","1394733","1435960","1474155","1504024","1522084","1531330","1540620","1562439","1605148","1674024","1764815","1864787","1955860","2025933","2067312","2086105","2100569","2136682","2211689","2333019","2490677","2663227","2820137","2939282","3014068","3051012","",
"Liberia","LBR","Population, male","SP.POP.TOTL.MA.IN","568114","579490","591287","603579","616453","629986","644209","659146","674857","691408","708865","727223","746534","766872","788331","810986","834271","858027","883093","910617","941062","975397","1012377","1047720","1075638","1092213","1096724","1091218","1078161","1061280","1044010","1025368","1006420","995066","1001406","1031949","1091279","1175619","1272770","1365450","1441421","1495707","1532573","1560295","1591496","1635088","1693667","1763560","1839977","1915662","1985381","2047823","2104945","2158736","2212393","2268289","2326847","2387359","",
"Libya","LBY","Population, male","SP.POP.TOTL.MA.IN","743197","768975","796286","825436","856831","890817","927409","966577","1008415","1053026","1100450","1150839","1204074","1259602","1316676","1374793","1433295","1492312","1553024","1617101","1685503","1758833","1836013","1914271","1989840","2060026","2123613","2181362","2234906","2286817","2338934","2391886","2444940","2496971","2546288","2591817","2633037","2670690","2706382","2742384","2780259","2820290","2861771","2904057","2946125","2987001","3027529","3067520","3103741","3131928","3149557","3154590","3149256","3140497","3137931","3148311","3174285","3213426","",
"St. Lucia","LCA","Population, male","SP.POP.TOTL.MA.IN","43203","43544","44076","44759","45509","46272","47048","47839","48628","49386","50094","50730","51307","51869","52465","53164","53972","54881","55831","56786","57702","58545","59353","60151","61019","61996","63100","64309","65559","66761","67850","68806","69645","70417","71210","72064","73005","74014","75036","76001","76861","77578","78185","78750","79370","80096","80962","81943","82955","83894","84687","85304","85772","86142","86464","86812","87173","87551","",
"Latin America & Caribbean","LCN","Population, male","SP.POP.TOTL.MA.IN","110076088","113132578","116289577","119531492","122828966","126166288","129536255","132940465","136385875","139879091","143426230","147029085","150679095","154372140","158098108","161849213","165620581","169411694","173233765","177093960","181001056","184953272","188945623","192963745","196989168","201008051","205011947","209001922","212984508","216970957","220969438","224974329","228980343","232980693","236958021","240898548","244804983","248669305","252476881","256220926","259893010","263489557","267018834","270503929","273977130","277460742","280959031","284466605","287978386","291481576","294965406","298415484","301841230","305235083","308575305","311858358","315077856","318233072","",
"Least developed countries: UN classification","LDC","Population, male","SP.POP.TOTL.MA.IN","119991144","122786403","125675197","128678307","131824227","135129685","138611421","142253898","146002927","149783662","153546008","157269481","160980184","164731901","168602674","172650855","176895770","181327095","185937545","190709643","195631671","200710209","205957363","211373192","216957064","222711092","228624467","234703710","240987670","247528390","254357056","261499578","268929830","276564870","284289522","292023919","299727496","307430877","315212303","323186838","331434199","339993978","348831287","357863470","366970046","376071466","385132860","394202101","403382182","412819326","422617437","432812933","443371189","454238263","465329318","476581288","487978495","499538104","",
"Low income","LIC","Population, male","SP.POP.TOTL.MA.IN","82021641","83859272","85742463","87691545","89735692","91895435","94177833","96574438","99071329","101647486","104287578","106987454","109751541","112582865","115487458","118469636","121535248","124683681","127905534","131187577","134523730","137914787","141375611","144932157","148618832","152464070","156468283","160635168","164998713","169600282","174463950","179617323","185040525","190652932","196342159","202031040","207686469","213342058","219069687","224974783","231134089","237567718","244251823","251166213","258274982","265550056","272995105","280616595","288392065","296293449","304303214","312412395","320634097","329001022","337559266","346344195","355359663","364601424","",
"Liechtenstein","LIE","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Population, male","SP.POP.TOTL.MA.IN","5183213","5293563","5405869","5520969","5640268","5764542","5894175","6028112","6163959","6298507","6429451","6555558","6677465","6797019","6917048","7039468","7164961","7292488","7420204","7545457","7666381","7782077","7893183","8001282","8108694","8216987","8326362","8435801","8544042","8649283","8750013","8846509","8938661","9024182","9100201","9165023","9217275","9258457","9293265","9328242","9368064","9414539","9466299","9521003","9574905","9625259","9671623","9714913","9755269","9793130","9828884","9862343","9893609","9950588","10022092","10100222","10201130","10306308","",
"Lower middle income","LMC","Population, male","SP.POP.TOTL.MA.IN","473319707","484265231","495568738","507219925","519199339","531491903","544097440","557015368","570243825","583779685","597621074","611775639","626254281","641077814","656281263","671884700","687883537","704280988","721127160","738492676","756413061","774914748","793900661","813337027","833103211","853087197","873279374","893660624","914180146","934759958","956303040","976824484","997349225","1017770511","1037999417","1058167069","1078383272","1098631649","1118888020","1139116019","1159410777","1179747664","1200138356","1220583580","1241041402","1261480584","1281896137","1302324423","1322813814","1343425346","1364331651","1385373606","1406389006","1427521339","1448632809","1469771999","1490847857","1511827613","",
"Low & middle income","LMY","Population, male","SP.POP.TOTL.MA.IN","1133980586","1148766388","1170389962","1198292063","1226435033","1255482920","1286492292","1317505089","1349397787","1382543557","1416570250","1451326194","1485606743","1519869549","1553920363","1587347278","1620516858","1653451364","1686946859","1721162533","1755802251","1791380309","1828603922","1866375995","1904173855","1942772025","1982549728","2023461970","2064797979","2105980281","2147632912","2187677919","2226937298","2265728323","2304236782","2342481114","2380534790","2418509867","2456194477","2493392238","2530336107","2566957185","2603423995","2640024666","2676690948","2713471662","2750210261","2786894495","2823906788","2861495551","2899547017","2938120525","2977153230","3016651901","3056365443","3096137691","3136066646","3176002264","",
"Lesotho","LSO","Population, male","SP.POP.TOTL.MA.IN","396265","402259","408531","415180","422357","430158","438694","447943","457681","467593","477489","487227","496947","507104","518358","531123","545577","561486","578385","595620","612682","629433","645960","662282","678490","694650","710606","726292","741988","758063","774723","792182","810185","827846","843995","857830","868989","877840","885143","892023","899304","907274","915770","924626","933524","942245","950777","959337","968214","977808","988402","1000093","1012782","1026288","1040346","1054721","1069379","1084320","",
"Late-demographic dividend","LTE","Population, male","SP.POP.TOTL.MA.IN","550573881","551553887","558867269","572009899","584920205","598195198","612911178","627177856","641850666","657292258","673101450","689204717","704463543","719244366","733319901","746267548","758446164","769855061","781247580","792732747","803987061","815490563","828051257","840584825","852653152","865115724","878352408","892334024","906403424","920098479","933135976","945350802","955444487","966133039","976550057","987563977","997329186","1006924403","1016127996","1024706219","1032561076","1040067863","1047175804","1054146433","1061108730","1068192589","1075265981","1082234126","1089326235","1096583357","1103558562","1110571246","1117702740","1124876442","1132028182","1139031803","1146089993","1153058514","",
"Lithuania","LTU","Population, male","SP.POP.TOTL.MA.IN","1280906","1304460","1325784","1345223","1364877","1384349","1403773","1422892","1440940","1456010","1472737","1492565","1509979","1525473","1540179","1553961","1567281","1580205","1592170","1601226","1608895","1618650","1630516","1644222","1658530","1673615","1690815","1709598","1728886","1743328","1749804","1752186","1749101","1739186","1725251","1710003","1694964","1680310","1665913","1651822","1637904","1622163","1606951","1591687","1571499","1543482","1516118","1495079","1476717","1457813","1425740","1392985","1374292","1360879","1349839","1337724","1321192","1302786","",
"Luxembourg","LUX","Population, male","SP.POP.TOTL.MA.IN","155067","156217","158007","159605","161361","163126","164157","164522","164757","165431","166192","167817","169971","171990","174335","176250","177022","177147","177220","177374","177757","178028","177932","177776","177842","178180","179115","180524","182156","184248","186834","189550","192232","194938","197708","200623","203502","206212","208946","211911","214883","217532","219873","222621","225900","229542","233435","237321","241913","246819","251832","258046","264937","271759","278794","285878","292368","301264","",
"Latvia","LVA","Population, male","SP.POP.TOTL.MA.IN","936052","953449","970349","987923","1005755","1021418","1033185","1045016","1058524","1070379","1080194","1090136","1100575","1111021","1121718","1131059","1138301","1144994","1151003","1154746","1157474","1161087","1166525","1173684","1181859","1191062","1203051","1218336","1233717","1242037","1240830","1233806","1214303","1187131","1164045","1144948","1130504","1118481","1107753","1098703","1087941","1073577","1060699","1049967","1038062","1026453","1016673","1008031","997190","980697","960516","943407","932183","922767","914627","907619","899695","891316","",
"Macao SAR, China","MAC","Population, male","SP.POP.TOTL.MA.IN","82460","84050","87204","91578","96662","102026","107652","113495","119006","123538","126627","128085","128075","127010","125496","124030","122707","121495","120737","120830","122019","124460","128060","132585","137649","142953","148451","154149","159794","165109","169895","174048","177606","180764","183801","186935","190214","193612","197174","200967","205007","209341","213971","218871","223972","229246","234649","240183","245858","251696","257686","263843","270112","276375","282456","288253","293701","298823","",
"St. Martin (French part)","MAF","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Population, male","SP.POP.TOTL.MA.IN","6142937","6323215","6500122","6674707","6848817","7023829","7200348","7378035","7556338","7734376","7911800","8088322","8265113","8445124","8632248","8829293","9036895","9254267","9480912","9715797","9957774","10206801","10461979","10720143","10977257","11230193","11477237","11718255","11953805","12185144","12413013","12637698","12858102","13071932","13276227","13469051","13649868","13820016","13981902","14138947","14293982","14448500","14603067","14758566","14915667","15075316","15237078","15402404","15576278","15765072","15972815","16201695","16448955","16707453","16967124","17220411","17464677","17701043","",
"Monaco","MCO","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Population, male","SP.POP.TOTL.MA.IN","1190215","1219051","1246909","1273739","1298555","1322272","1344379","1364935","1384113","1403566","1423476","1444831","1466169","1487874","1508864","1527621","1545068","1560267","1575035","1589742","1605746","1623001","1641035","1659429","1677801","1695262","1711833","1727953","1742145","1753386","1761615","1766352","1768075","1766368","1762258","1755362","1752624","1746985","1747103","1745063","1742022","1738366","1734367","1729477","1725421","1721836","1718148","1715635","1713988","1713262","1712551","1712050","1711867","1711068","1709400","1707490","1705460","1703207","",
"Madagascar","MDG","Population, male","SP.POP.TOTL.MA.IN","2592807","2653463","2716488","2781962","2849969","2920602","2993916","3070025","3149136","3231473","3317225","3406503","3499338","3595741","3695689","3799158","3906188","4016842","4131136","4249099","4370752","4496335","4625884","4759077","4895432","5034746","5176996","5322707","5472828","5628628","5791123","5960571","6137057","6321287","6514029","6715767","6926847","7146999","7375228","7610082","7850485","8096108","8347054","8603151","8864316","9130494","9401628","9677686","9958739","10244897","10536295","10832931","11135017","11443267","11758638","12081795","12412982","12752053","",
"Maldives","MDV","Population, male","SP.POP.TOTL.MA.IN","48954","50132","51384","52646","53839","54905","55796","56554","57351","58395","59846","61770","64115","66710","69309","71771","73996","76075","78124","80332","82837","85667","88762","92046","95384","98697","101943","105147","108300","111395","114437","117440","120408","123304","126052","128653","131040","133307","135690","138495","141954","146162","151047","156467","162196","168058","173971","179982","186173","192700","199637","207024","214728","222476","229880","236663","242720","248100","",
"Middle East & North Africa","MEA","Population, male","SP.POP.TOTL.MA.IN","53401977","54868392","56396233","57959503","59579717","61251304","62973217","64782889","66618049","68504679","70441772","72414633","74426738","76536628","78735895","81055744","83509888","86096756","88822191","91702302","94726859","97885479","101175054","104577675","108062551","111632747","115269821","118959008","122640885","126238785","130730906","134183476","136335471","139525982","142632523","146614487","149615658","152601967","155574601","158609886","161734751","164944066","168243822","171670853","175268966","179061465","183061904","187250663","191578028","195982426","200358883","204711342","209039020","213325742","217560217","221732883","225823789","229828367","",
"Mexico","MEX","Population, male","SP.POP.TOTL.MA.IN","19017553","19627906","20255894","20901272","21563785","22243619","22938241","23648366","24381103","25146070","25948894","26792114","27669817","28568626","29470202","30360605","31235431","32096118","32941823","33773437","34592052","35396644","36187190","36967453","37742655","38517250","39290662","40063495","40842626","41636639","42450710","43288266","44145043","45008867","45862758","46694154","47502195","48290058","49054697","49793441","50506622","51188834","51845960","52503480","53195536","53945653","54763986","55641109","56556588","57479951","58388317","59275312","60145499","60999975","61843003","62677416","63501507","64311945","",
"Marshall Islands","MHL","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Population, male","SP.POP.TOTL.MA.IN","1051958945","1064907116","1084647499","1110600518","1136699341","1163587485","1192314459","1220930651","1250326458","1280896071","1312282672","1344338740","1375855202","1407286684","1438432905","1468877642","1498981610","1528767683","1559041325","1589974956","1621278521","1653465522","1687228311","1721443838","1755555023","1790307955","1826081445","1862826802","1899799266","1936379999","1973168962","2008060596","2041896773","2075075391","2107894623","2140450074","2172848321","2205167809","2237124790","2268417455","2299202018","2329389467","2359172172","2388858453","2418415966","2447921606","2477215156","2506277900","2535514723","2565202102","2595243803","2625708130","2656519133","2687650879","2718806177","2749793496","2780706983","2811400840","",
"Macedonia, FYR","MKD","Population, male","SP.POP.TOTL.MA.IN","753383","763095","773010","783371","794457","806426","819532","833619","847898","861282","873040","882725","890671","897833","905640","915009","926321","939085","952326","964667","975092","983296","989564","994205","997718","1000511","1002730","1004304","1005144","1005080","1004097","1002046","999221","996459","994894","995289","998032","1002792","1008700","1014523","1019340","1022895","1025435","1027170","1028520","1029764","1030935","1031916","1032785","1033622","1034493","1035428","1036418","1037458","1038503","1039509","1040489","1041429","",
"Mali","MLI","Population, male","SP.POP.TOTL.MA.IN","2660862","2687427","2714128","2741316","2769489","2799065","2830082","2862696","2897613","2935741","2977676","3023851","3074019","3127221","3182052","3237542","3292968","3348648","3405829","3466326","3531232","3601922","3677538","3754324","3827098","3892622","3949000","3998713","4048214","4106507","4180009","4271485","4379011","4498610","4624087","4751074","4878520","5008421","5143144","5286201","5440203","5605345","5780790","5966828","6163582","6370827","6589363","6818462","7054635","7293185","7530906","7766276","8000632","8237292","8481112","8735641","9001951","9279064","",
"Malta","MLT","Population, male","SP.POP.TOTL.MA.IN","158063","157435","156728","155986","155285","154074","152365","150654","148980","147334","146626","146737","146705","146669","146645","147795","148604","149227","150846","152487","154280","155690","159414","162058","162446","165615","168627","169946","171458","173225","175018","179893","181845","183768","185617","187072","188506","190178","191662","193004","194379","195887","197337","198569","199829","201031","201696","202335","203634","205221","206365","207483","209701","213052","217707","223247","228595","233683","",
"Myanmar","MMR","Population, male","SP.POP.TOTL.MA.IN","10253911","10467002","10684328","10909077","11145711","11397330","11665065","11947589","12242545","12546390","12856465","13171897","13493154","13820542","14154789","14496317","14844171","15197450","15556660","15922602","16295316","16674407","17057858","17441959","17821942","18193905","18557322","18911660","19253141","19577387","19881827","20163824","20425448","20674732","20922879","21177838","21442122","21713005","21986719","22257240","22519794","22775369","23024751","23262806","23483069","23681862","23856079","24009568","24154226","24306439","24477977","24673013","24888192","25118500","25355612","25593149","25830068","26067525","",
"Middle East & North Africa (excluding high income)","MNA","Population, male","SP.POP.TOTL.MA.IN","49513287","50840024","52196816","53590584","55031016","56524717","58078304","59689113","61343420","63021847","64712713","66412161","68131711","69894160","71730820","73665799","75703783","77842750","80090895","82455999","84941311","87545102","90259406","93071940","95966198","98924783","101945307","105014101","108088627","111115607","115057762","117941114","120730111","123443358","126112142","128761203","131395019","134010857","136591358","139172490","141763285","144372396","147004655","149660395","152337428","155036171","157752853","160494324","163289493","166162809","169133010","172213917","175390511","178624200","181861603","185064092","188212623","191317707","",
"Montenegro","MNE","Population, male","SP.POP.TOTL.MA.IN","233976","239658","245801","251633","256088","258479","258419","256322","253290","250881","250199","251664","254902","259274","263777","267685","270796","273344","275615","278063","280985","284488","288358","292264","295716","298376","300109","301036","301411","301613","301917","302428","303055","303636","303926","303765","303105","302063","300835","299678","298802","299621","300427","301264","301527","301837","302238","302807","303575","304468","305220","305668","305995","306334","306657","306861","306977","307108","",
"Mongolia","MNG","Population, male","SP.POP.TOTL.MA.IN","469843","482991","497420","512828","528765","544930","561182","577620","594389","611745","629856","648777","668395","688513","708877","729288","749690","770152","790791","811761","833204","854905","876821","899344","923030","948150","975051","1003237","1031150","1056646","1078255","1095368","1108545","1118997","1128521","1138464","1149257","1160613","1172368","1184112","1195611","1206951","1218445","1230378","1243110","1256930","1271821","1287810","1305236","1324517","1345895","1369528","1395092","1421739","1448319","1473946","1498288","1521446","",
"Northern Mariana Islands","MNP","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Population, male","SP.POP.TOTL.MA.IN","3610372","3685149","3762519","3842429","3924818","4009714","4097182","4187489","4281072","4378481","4480201","4585478","4694318","4808650","4931051","5062836","5203904","5351925","5503041","5652136","5794740","5933908","6069199","6189049","6278418","6329048","6332518","6298569","6259333","6258796","6327646","6479446","6702947","6973535","7254171","7518007","7757577","7981574","8198650","8423353","8666206","8928754","9206673","9497813","9798476","10106005","10420109","10741979","11072216","11411781","11761394","12121181","12490945","12870734","13260534","13660349","14070258","14490334","",
"Mauritania","MRT","Population, male","SP.POP.TOTL.MA.IN","425066","437844","451041","464664","478712","493177","508071","523388","539131","555292","571883","588902","606357","624275","642680","661587","681011","700945","721447","742547","764279","786684","809743","833391","857525","882081","907115","932678","958740","985244","1012193","1039493","1067302","1096167","1126813","1159731","1195162","1232930","1272500","1313087","1354126","1395507","1437423","1480021","1523557","1568251","1614015","1660866","1709219","1759633","1812441","1867842","1925594","1985104","2045516","2106195","2166898","2227764","",
"Mauritius","MUS","Population, male","SP.POP.TOTL.MA.IN","328768","339616","349573","359020","367995","376536","384721","392580","400020","406937","413260","418947","424062","428970","434209","440118","446677","453738","459725","468020","476337","483939","490517","495764","501706","506528","511054","515473","519532","523937","527992","533937","541116","547550","555094","559549","564789","571240","576555","583281","588549","592920","596917","601249","605075","608714","611590","614412","616659","618313","619791","620782","622486","623793","624774","625354","625417","625519","",
"Malawi","MWI","Population, male","SP.POP.TOTL.MA.IN","1751841","1792122","1833779","1876988","1921972","1968936","2018026","2069352","2123097","2179460","2238628","2300698","2365804","2434208","2506171","2581925","2662882","2749359","2839168","2929224","3018096","3101194","3180757","3270062","3387199","3543187","3746833","3989253","4242421","4467466","4637663","4741390","4790192","4808932","4834233","4892641","4992442","5125580","5282668","5448012","5610359","5767768","5925083","6085620","6254676","6435982","6630299","6835873","7050872","7272524","7498804","7729173","7964173","8204206","8450006","8702133","8960598","9225153","",
