,nodes,EC
141,2572,3.00670173473031e-05
142,2915,2.9831253901001724e-05
143,309,2.9258332027527644e-05
144,2559,2.8715395201844647e-05
145,2833,2.843983685788489e-05
146,2494,2.8306804377946073e-05
147,3000,2.7628000039013118e-05
148,2650,2.748301047992912e-05
149,3096,2.7207716055088852e-05
150,3097,2.7207716055088852e-05
151,3101,2.644367260966085e-05
152,2417,2.5668716392980652e-05
153,3161,2.438580394159723e-05
154,2413,2.4348770980577603e-05
155,2797,2.397730591948526e-05
156,2873,2.3552220977974584e-05
157,2524,2.30594792293382e-05
158,3182,2.2600331407212044e-05
159,2874,2.2216135099847395e-05
160,2505,2.1910156604744287e-05
161,2418,2.1763106893772837e-05
162,2491,2.1657769737248844e-05
163,271,2.1538210665127103e-05
164,302,2.1071004147440307e-05
165,2888,2.0624863563850367e-05
166,2948,2.0101060558816018e-05
167,2926,1.9787760543810203e-05
168,3076,1.9787760543810203e-05
169,3107,1.951872319565319e-05
170,228,1.9279867070809957e-05
171,2571,1.8498296114996504e-05
172,360,1.815287120183092e-05
173,239,1.7747606885800035e-05
174,2907,1.73320920590834e-05
175,2768,1.709179161878314e-05
176,2554,1.7057692409616804e-05
177,2513,1.704298400365616e-05
178,323,1.6946484392718326e-05
179,365,1.6799543555190955e-05
180,2717,1.6787885754389997e-05
181,3130,1.6744964774222894e-05
182,2754,1.652442747951276e-05
183,2543,1.64319218105123e-05
184,2968,1.6230985459607467e-05
185,2884,1.6220473041977192e-05
186,2885,1.6220473041977192e-05
187,3085,1.5616494709567037e-05
188,2958,1.5185590267804728e-05
189,3002,1.494303782020863e-05
190,2627,1.4887180451942114e-05
191,2766,1.4886795138501272e-05
192,2749,1.4586240554512266e-05
193,2514,1.4409287484863249e-05
194,2936,1.3841723785060747e-05
195,2686,1.3809048342726157e-05
196,3163,1.3419107989656291e-05
197,2883,1.3387447265833408e-05
198,3152,1.3075403681628553e-05
199,2450,1.3010724673794702e-05
200,2500,1.2946635256168374e-05
201,2762,1.2918673650925572e-05
202,2619,1.2846516070765314e-05
203,2643,1.2778515236367724e-05
204,2775,1.2676405731402851e-05
205,3160,1.2616849427985716e-05
206,2824,1.2579621666929914e-05
207,2876,1.2524570230373441e-05
208,2525,1.2505221068404791e-05
209,2892,1.2482763462220484e-05
210,2858,1.2393406629275774e-05
211,2765,1.2381356691059424e-05
212,2788,1.2122669064639771e-05
213,2790,1.2122669064639771e-05
214,2792,1.2122669064639771e-05
215,2532,1.1979192792264692e-05
216,2804,1.1728008600816523e-05
217,2495,1.1657427702556018e-05
218,2508,1.1549323930775179e-05
219,3037,1.1433000708603522e-05
220,2744,1.1226957259651026e-05
221,2683,1.1217030979385648e-05
222,2542,1.117222195037053e-05
223,2496,1.0849406114109027e-05
224,2780,1.078199441185671e-05
225,2592,1.0659812683398044e-05
226,2564,1.0658043551989337e-05
227,2591,1.0633886406689029e-05
228,2560,1.0605426739161138e-05
229,2747,1.0184235306462267e-05
230,2485,1.0102748132892204e-05
231,2558,1.0050146345032467e-05
232,2501,9.958566918784153e-06
233,2718,9.788515652367375e-06
234,2830,9.787987533786034e-06
235,2809,9.732528155975568e-06
236,3189,9.695237765676332e-06
237,2661,9.593042828255944e-06
238,3013,9.580415832594908e-06
239,2549,9.51915032703733e-06
240,3131,9.51915032703733e-06
241,2570,9.509683966867924e-06
242,2412,9.467735016793304e-06
243,298,9.401615894038613e-06
244,2980,9.357095455688091e-06
245,2834,9.317466388749887e-06
246,2828,9.298831864281155e-06
247,2831,9.298831864281155e-06
248,2832,9.298831864281155e-06
249,2692,9.24702865331525e-06
250,2746,9.24702865331525e-06
251,2810,9.169293665108676e-06
252,2751,9.036801507050723e-06
253,3024,8.82800836866383e-06
254,3082,8.82800836866383e-06
255,3125,8.82800836866383e-06
256,2770,8.806658242284103e-06
257,3193,8.773909241170443e-06
258,2743,8.764385008166168e-06
259,2503,8.64909270495288e-06
260,3158,8.586031398947243e-06
261,3271,8.379725854324079e-06
262,2712,8.3490375425023e-06
263,2487,8.323415436428776e-06
264,2582,7.792841733865137e-06
265,2920,7.759042431528963e-06
266,2823,7.719343107967881e-06
267,2776,7.685538835270269e-06
268,2778,7.685538835270269e-06
269,2630,7.608902273824636e-06
270,2477,7.516079605337957e-06
271,2682,7.514865654232571e-06
272,2916,7.471613774634783e-06
273,2647,7.438458215187852e-06
274,2416,7.438227262010456e-06
275,2716,7.382774258957565e-06
276,2890,7.37382010212284e-06
277,2674,7.25944823136417e-06
278,2879,7.249708043595116e-06
279,2515,7.237374681753365e-06
280,357,7.160798936876187e-06
281,3028,7.080509756959105e-06
282,2843,7.023792674308506e-06
283,3180,6.976081042962306e-06
284,260,6.929326889509671e-06
285,2764,6.9141817609082155e-06
286,2492,6.893743420881854e-06
287,3137,6.8486467095532666e-06
288,3138,6.8486467095532666e-06
289,3184,6.8486467095532666e-06
290,3094,6.811474148381344e-06
291,3139,6.811474148381344e-06
292,261,6.710934552243747e-06
293,2646,6.625637587959948e-06
294,2698,6.610754073860839e-06
295,2489,6.5327060607908735e-06
296,2536,6.5018032722958535e-06
297,2786,6.473565960196284e-06
298,3149,6.436591904102879e-06
299,3021,6.41493071262507e-06
300,2649,6.39091289812288e-06
301,2667,6.3827216816659586e-06
302,2816,6.376568159372512e-06
303,2818,6.376568159372512e-06
304,2820,6.376568159372512e-06
305,2599,6.368835206358582e-06
306,2983,6.3387013296966414e-06
307,3086,6.322155327394139e-06
308,3135,6.299044140381035e-06
309,2633,6.296687124983233e-06
310,264,6.263115517647899e-06
311,2584,6.182854725790557e-06
312,288,6.182247924151469e-06
313,2573,6.133044051191206e-06
314,2971,6.119082444942989e-06
315,2750,6.116649469779101e-06
316,2512,6.081990028722939e-06
317,2488,6.074607377152895e-06
318,2781,6.066883803510557e-06
319,2805,6.050894975140878e-06
320,2463,6.0421232325312994e-06
321,237,6.029809689788065e-06
322,3151,6.005681602389436e-06
323,2901,5.972694891756631e-06
324,276,5.9194256532445725e-06
325,2507,5.918374145778866e-06
326,3127,5.89677574431923e-06
327,3204,5.89677574431923e-06
328,3238,5.89677574431923e-06
329,3250,5.895905761948069e-06
330,2544,5.882597978721514e-06
331,3262,5.84612432635594e-06
332,2742,5.786913994222951e-06
333,286,5.763535185342606e-06
334,2605,5.7601443647255275e-06
335,2929,5.738517910191955e-06
336,3203,5.66504362438189e-06
337,3197,5.660114897346116e-06
338,2617,5.656827779940998e-06
339,2839,5.603067089038469e-06
340,2538,5.528890046940448e-06
341,2862,5.528890046940448e-06
342,2863,5.528890046940448e-06
343,2865,5.528890046940448e-06
344,2798,5.5003584443320135e-06
345,2506,5.460861548712934e-06
346,2602,5.460861548712934e-06
347,2802,5.4368281441222605e-06
348,2425,5.4314310372879175e-06
349,2438,5.38184058839837e-06
350,3133,5.3556086757881415e-06
351,2869,5.333138157165874e-06
352,2933,5.299316193577966e-06
353,3001,5.1783178872241396e-06
354,2657,5.17647245873642e-06
355,2656,5.128908770079594e-06
356,2871,5.108097452379509e-06
357,3065,5.009403414760089e-06
358,2454,5.000788892769143e-06
359,2484,4.996101665076622e-06
360,2807,4.979332624403478e-06
361,2808,4.979332624403478e-06
362,2637,4.978849398800373e-06
363,290,4.972610132457827e-06
364,2654,4.9497695339890346e-06
365,2891,4.904442428186797e-06
366,2575,4.891932131891853e-06
367,267,4.796346113902711e-06
368,2905,4.7788420464453514e-06
369,303,4.7256431471818995e-06
370,2493,4.705553939269453e-06
371,2478,4.644405478253568e-06
372,2914,4.624646383443351e-06
373,2679,4.608045716460032e-06
374,3136,4.608045716460032e-06
375,2596,4.578530475930514e-06
376,2989,4.491926988520699e-06
377,3157,4.452404270444108e-06
378,3181,4.436096412574589e-06
379,3099,4.418003513378538e-06
380,3106,4.418003513378538e-06
381,3162,4.384483356503574e-06
382,297,4.373297745929512e-06
383,2953,4.370997245486701e-06
384,2597,4.3658561011735705e-06
385,265,4.344543006537175e-06
386,2861,4.173275231589852e-06
387,2981,4.045060486736496e-06
388,3195,4.045060486736496e-06
389,2577,4.022751554441332e-06
390,2476,3.963738022263314e-06
391,3165,3.959266230766786e-06
392,2451,3.957905389155825e-06
393,2419,3.942841236930855e-06
394,2420,3.942841236930855e-06
395,2641,3.942841236930855e-06
396,2642,3.942841236930855e-06
397,2997,3.93797136589669e-06
398,3039,3.915321715691569e-06
399,3089,3.915321715691569e-06
400,2996,3.839012413868826e-06
401,2618,3.819976721052875e-06
402,2699,3.819597951246671e-06
403,2431,3.8053185622991212e-06
404,3080,3.7653416494991844e-06
405,2509,3.7574088467603407e-06
406,2556,3.691243976713975e-06
407,2566,3.523504417955368e-06
408,2822,3.47522015758949e-06
409,281,3.4584902557110277e-06
410,3176,3.4077684687345467e-06
411,2701,3.307177117686595e-06
412,2995,3.2811777532308437e-06
413,2555,3.2276478367722587e-06
414,2455,3.2120315120444204e-06
415,2585,3.1892428298931888e-06
416,2893,3.1777473080463676e-06
417,3128,3.1320230916247595e-06
418,2811,3.130535510244456e-06
419,2812,3.130535510244456e-06
420,2960,3.081860848735254e-06
421,3213,3.081860848735254e-06
422,2763,3.0737796873569924e-06
423,3017,3.071396303608776e-06
424,2930,3.0463047128387012e-06
425,301,2.983452023614012e-06
426,2457,2.9478545539622383e-06
427,3140,2.9251760296290805e-06
428,3141,2.9251760296290805e-06
429,292,2.9206430622754235e-06
430,3016,2.8877273548720694e-06
431,2959,2.8771334968512134e-06
432,2757,2.873680589228705e-06
433,2993,2.8634404181328472e-06
434,2994,2.8634404181328472e-06
435,349,2.8509289576954628e-06
436,3261,2.8430448916830626e-06
437,2707,2.8307407114496058e-06
438,3267,2.825203032047913e-06
439,2628,2.7716791914451286e-06
440,2428,2.7532349457134137e-06
441,3067,2.7426999792783376e-06
442,2631,2.72353729295192e-06
443,229,2.6895964387276894e-06
444,314,2.6853404024898156e-06
445,3018,2.663638746782728e-06
446,3023,2.614728008717226e-06
447,2583,2.6134897171348514e-06
448,2569,2.5744744874044552e-06
449,2452,2.561995019085473e-06
450,2579,2.503797782688046e-06
451,3170,2.477234441861006e-06
452,3171,2.477234441861006e-06
453,3153,2.46726926388324e-06
454,3173,2.46726926388324e-06
455,4446,2.434644254186078e-06
456,3164,2.4259939694277277e-06
457,3155,2.4149765027839166e-06
458,2886,2.410637566624723e-06
459,4407,2.36889196203441e-06
460,3011,2.3581578206895797e-06
461,272,2.353541508832315e-06
462,3038,2.3368528534046183e-06
463,3225,2.327235332761725e-06
464,2859,2.319259693656484e-06
465,2434,2.3169280174288855e-06
466,2534,2.3129259487003713e-06
467,2837,2.3088405585434095e-06
468,325,2.3063795187944984e-06
469,2432,2.2997865831533656e-06
470,2789,2.295053425879406e-06
471,2791,2.295053425879406e-06
472,2793,2.295053425879406e-06
473,2453,2.289474513866766e-06
474,2939,2.242171496661097e-06
475,2923,2.2378098645141873e-06
476,2767,2.217563074765708e-06
477,2864,2.217563074765708e-06
478,2528,2.213100332933903e-06
479,2486,2.2021966397286042e-06
480,2601,2.1819752029528304e-06
481,2510,2.179462909327476e-06
482,2511,2.179462909327476e-06
483,2806,2.179462909327476e-06
484,2427,2.1608730607790383e-06
485,2622,2.1308544244332998e-06
486,2741,2.1294199329858737e-06
487,2458,2.111290296331223e-06
488,277,2.103569958674107e-06
489,2937,2.0997424479244237e-06
490,3088,2.064646893800975e-06
491,3156,2.0374277676601917e-06
492,2931,2.02835886179489e-06
493,4204,1.9362549770753335e-06
494,2459,1.899420536586303e-06
495,2497,1.8784607239088e-06
496,1126,1.8716633911865157e-06
497,2898,1.8653723016933417e-06
498,2673,1.8383108516390693e-06
499,3070,1.8369503640066806e-06
500,2678,1.835355803178396e-06
501,2840,1.7901596660972784e-06
502,2586,1.7515815029248186e-06
503,2845,1.7315596025594374e-06
504,3264,1.7296340018075059e-06
505,2752,1.7117080876441942e-06
506,2753,1.7117080876441942e-06
507,2902,1.7117080876441942e-06
508,2903,1.7117080876441942e-06
509,1268,1.70991658815557e-06
510,3025,1.696820007978448e-06
511,3081,1.696820007978448e-06
512,1456,1.6844565170444612e-06
513,2523,1.6553572250215612e-06
514,3079,1.6488959341373844e-06
515,3119,1.6488959341373844e-06
516,2469,1.6192484731649475e-06
517,2563,1.6118350168992228e-06
518,1318,1.5711380670926089e-06
519,2652,1.5589682527684887e-06
520,2464,1.557449195837848e-06
521,2436,1.5497600522263985e-06
522,2899,1.531517795314385e-06
523,3269,1.52251535462395e-06
524,2708,1.5170366308626316e-06
525,3012,1.5170366308626316e-06
526,3068,1.5170366308626316e-06
527,3069,1.5170366308626316e-06
528,3272,1.5056116031873286e-06
529,2460,1.5037651441819216e-06
530,3999,1.4962718607168403e-06
531,4000,1.4902862130826202e-06
532,3122,1.469410593981079e-06
533,3159,1.469410593981079e-06
534,2777,1.454691346529425e-06
535,2779,1.454691346529425e-06
536,3191,1.4272237985813257e-06
537,3254,1.4272237985813257e-06
538,3026,1.424256471770196e-06
539,3214,1.4167576414813092e-06
540,2545,1.4157603545368982e-06
541,242,1.414395393967667e-06
542,2675,1.4141722148150182e-06
543,2676,1.4141722148150182e-06
544,2904,1.4122372900853917e-06
545,1500,1.3847254274302172e-06
546,2648,1.3844254603626962e-06
547,3167,1.3790575785760278e-06
548,2917,1.3652509535464378e-06
549,2456,1.3397288991051549e-06
550,2880,1.3048432883677348e-06
551,282,1.2988112696490583e-06
552,230,1.2917522104973844e-06
553,2433,1.267955485619837e-06
554,2483,1.2647811187495194e-06
555,2550,1.2619634103722326e-06
556,1297,1.251838254566438e-06
557,2725,1.2447504934590688e-06
558,2726,1.2447504934590688e-06
559,3256,1.2447504934590688e-06
560,235,1.22543746530807e-06
561,2787,1.2250121683861532e-06
562,2844,1.2240184847715273e-06
563,2908,1.1975215473914534e-06
564,3247,1.1937195026645216e-06
565,289,1.1789803724623324e-06
566,2537,1.1738182497551016e-06
567,2589,1.1729062236657838e-06
568,2817,1.1708671418434142e-06
569,2819,1.1708671418434142e-06
570,2821,1.1708671418434142e-06
571,3154,1.1595868463441298e-06
572,2759,1.1435273878041452e-06
573,2677,1.1352283947557472e-06
574,287,1.130729711767409e-06
575,2684,1.126796567234605e-06
576,2685,1.126796567234605e-06
577,2813,1.118024568659345e-06
578,2814,1.118024568659345e-06
579,2546,1.0962694643414968e-06
580,243,1.077026171262782e-06
581,2468,1.0706599293539922e-06
582,356,1.0630517329230555e-06
583,2949,1.0532611368094103e-06
584,3095,1.0443080575582335e-06
585,1116,1.041634576690689e-06
586,4436,1.0380106431602963e-06
587,2430,1.0365562210689219e-06
588,3087,1.0301585606770749e-06
589,1501,1.029853669131776e-06
590,2841,1.0292217046699239e-06
591,2721,1.0282695140204759e-06
592,2539,1.0210102326629658e-06
593,3134,1.0199806209926385e-06
594,2946,1.0183783697468983e-06
595,3006,1.0154722880772262e-06
596,3274,1.0077946848901722e-06
597,3276,1.0077946848901722e-06
598,2439,1.0023841046142413e-06
599,2653,9.948217281659154e-07
600,2934,9.878028234780708e-07
601,503,9.796060823864388e-07
602,3004,9.775608558393562e-07
603,1234,9.762200533279456e-07
604,2872,9.757633618621131e-07
605,3266,9.757633618621131e-07
606,2760,9.74396840751303e-07
607,2533,9.708191026140427e-07
608,1157,9.704338345618797e-07
609,3027,9.641338751449074e-07
610,2658,9.60101093112041e-07
611,2119,9.582683561134844e-07
612,2911,9.517276639871994e-07
613,1451,9.495081164783299e-07
614,1232,9.483234787217921e-07
615,2638,9.424484811055704e-07
616,2655,9.218196283348674e-07
617,711,9.138699734708028e-07
618,2906,9.045657686573114e-07
619,2576,9.039649418071106e-07
620,2910,8.96758822872958e-07
621,2099,8.942650758527756e-07
622,2835,8.908875143841152e-07
623,244,8.891941529099393e-07
624,2574,8.795996704781326e-07
625,2568,8.785039449369745e-07
626,1123,8.505818063152983e-07
627,2991,8.472530319120547e-07
628,2118,8.45241204603701e-07
629,2894,8.189065717449523e-07
630,4147,8.175935670963687e-07
631,266,8.154002246585002e-07
632,1434,8.017196572399854e-07
633,2634,7.986389804314119e-07
634,1134,7.960951865595213e-07
635,2520,7.959595133241434e-07
636,3175,7.936403223541708e-07
637,2882,7.927764025705021e-07
638,2600,7.927004110492178e-07
639,1077,7.874903651124736e-07
640,713,7.834596251287184e-07
641,2999,7.556020857887077e-07
642,621,7.509266088241927e-07
643,1127,7.484986534466895e-07
644,2567,7.443687153054818e-07
645,4099,7.363052047460799e-07
646,371,7.325573360115665e-07
647,1130,7.315284828401859e-07
648,3166,7.298149435747322e-07
649,664,7.284657096641573e-07
650,2719,7.244594001729591e-07
651,822,7.241765260628479e-07
652,2700,7.174662066897503e-07
653,2982,7.040502355283432e-07
654,3150,6.985060076331259e-07
655,1296,6.975371835739166e-07
656,1319,6.942755889939557e-07
657,4202,6.91848910100751e-07
658,556,6.860415952726799e-07
659,304,6.690231934366529e-07
660,1066,6.65570515733386e-07
661,3177,6.650039072326133e-07
662,3178,6.650039072326133e-07
663,3179,6.650039072326133e-07
664,2620,6.624547336590354e-07
665,355,6.556597991169167e-07
666,3093,6.515249149694756e-07
667,634,6.496545331870909e-07
668,2976,6.419799442320539e-07
669,2603,6.395817895172402e-07
670,1453,6.303934888046743e-07
671,1475,6.285362514977851e-07
672,815,6.244526051773994e-07
673,2702,6.220981556335902e-07
674,2462,6.206869952664748e-07
675,1235,6.204857430251627e-07
676,278,6.143477623956711e-07
677,2689,6.099267144682723e-07
678,3003,6.092133785658333e-07
679,4109,6.028095997350893e-07
680,2593,6.001157574977701e-07
681,1432,5.920053132899594e-07
682,2672,5.884447535661197e-07
683,3228,5.884447535661197e-07
684,3265,5.884447535661197e-07
685,1439,5.862323029750994e-07
686,3014,5.857527434334995e-07
687,4429,5.850921902341362e-07
688,2553,5.827259668346933e-07
689,840,5.802141730736525e-07
690,633,5.739747254644531e-07
691,4439,5.721012501062659e-07
692,4442,5.721012501062659e-07
693,4445,5.561145472767693e-07
694,1398,5.52917009011223e-07
695,665,5.473639984661674e-07
696,4448,5.468960037224877e-07
697,352,5.39778571158407e-07
698,2758,5.369613937278088e-07
699,2429,5.289499245346998e-07
700,3268,5.251369045126293e-07
701,2608,5.231429285158221e-07
702,2161,5.223648753930145e-07
703,2632,5.209515372300329e-07
704,4447,5.199067637892199e-07
705,4455,5.199067637892199e-07
706,4456,5.199067637892199e-07
707,4457,5.199067637892199e-07
708,4458,5.199067637892199e-07
709,1277,5.163702777375872e-07
710,4098,5.162885418225434e-07
711,1269,5.150401413513698e-07
712,2522,5.103033581969811e-07
713,2664,5.033639520441501e-07
714,1373,4.92501099375809e-07
715,2927,4.922548503472752e-07
716,652,4.88861400943099e-07
717,2440,4.852431216394639e-07
718,2668,4.839486373920208e-07
719,2669,4.839486373920208e-07
720,1128,4.83144099154013e-07
721,1129,4.83144099154013e-07
722,2547,4.805940757718318e-07
723,1524,4.792059408510782e-07
724,567,4.7169207880514116e-07
725,1396,4.694866389835337e-07
726,2521,4.617189898693029e-07
727,1433,4.614403773019313e-07
728,2535,4.606039474726427e-07
729,2598,4.541529516747791e-07
730,3010,4.5408949425519867e-07
731,557,4.522709216613642e-07
732,2606,4.488579571959442e-07
733,502,4.4720334589179927e-07
734,4156,4.453356761993362e-07
735,668,4.4498142924575523e-07
736,2435,4.443599249564454e-07
737,2978,4.4377749305999215e-07
738,1454,4.436712302813198e-07
739,2860,4.4358732782544426e-07
740,2950,4.4328832980711056e-07
741,1293,4.4156009692599216e-07
742,2526,4.379302571281642e-07
743,2621,4.341465106812552e-07
744,1076,4.3409293837579946e-07
745,2735,4.312553428632808e-07
746,299,4.2769909294096074e-07
747,2670,4.2648736044916406e-07
748,2671,4.2648736044916406e-07
749,2693,4.2453542466359757e-07
750,346,4.224932398139701e-07
751,2426,4.21183588363378e-07
752,2470,4.2068623332644606e-07
753,4014,4.205283219527749e-07
754,2846,4.1860615570772566e-07
755,2737,4.1812557396420236e-07
756,2709,4.1800655041600255e-07
757,1270,4.0839576206996223e-07
758,3022,4.0741818609608955e-07
759,2895,4.0649748310730443e-07
760,1770,4.0457148340515863e-07
761,2421,4.044430285166995e-07
762,291,4.006453996739693e-07
763,1314,3.95758246693604e-07
764,1360,3.9337911652126187e-07
765,3938,3.8986009447731757e-07
766,2461,3.893456961698773e-07
767,2465,3.8822998653955197e-07
768,813,3.8768165012458716e-07
769,2424,3.8713775542062684e-07
770,2938,3.868776029041193e-07
771,3015,3.868776029041193e-07
772,2932,3.8300784986668593e-07
773,1506,3.812371447166653e-07
774,2168,3.806560360589514e-07
775,344,3.8042560286458385e-07
776,599,3.803218694778956e-07
777,1057,3.802667594331339e-07
778,704,3.7520235722379584e-07
779,3275,3.7319428162912434e-07
780,318,3.7248957633139684e-07
781,1065,3.720733415065885e-07
782,2867,3.691705092612613e-07
783,3169,3.662871528688757e-07
784,315,3.6147898959110164e-07
785,369,3.6147898959110164e-07
786,2482,3.5923437904778237e-07
787,2975,3.5738771502239933e-07
788,1495,3.568226733273497e-07
789,4146,3.5665617131786997e-07
790,2548,3.5579971731988324e-07
791,3206,3.5505742732529404e-07
792,3207,3.5505742732529404e-07
793,2973,3.5325857626404743e-07
794,2745,3.5114469525149037e-07
795,615,3.509347732797418e-07
796,2498,3.508977008200304e-07
797,3761,3.5068358120992153e-07
798,1986,3.4815870703468175e-07
799,4419,3.4425851044470763e-07
800,3875,3.4164000679683254e-07
801,3123,3.4124961916160924e-07
802,3124,3.4124961916160924e-07
803,1374,3.4050365955283357e-07
804,2687,3.386562567903013e-07
805,2842,3.385831321140711e-07
806,1429,3.37518034284557e-07
807,817,3.3107172349532175e-07
808,2410,3.310105793717902e-07
809,2561,3.3101057937179016e-07
810,1124,3.306922481944104e-07
811,4431,3.3047017103223024e-07
812,1281,3.303433502261007e-07
813,2055,3.2908297498889293e-07
814,2210,3.261996064900545e-07
815,3090,3.1900634954763257e-07
816,2155,3.175223745332082e-07
817,1122,3.1571652564750795e-07
818,3196,3.1553742065874175e-07
819,3237,3.1553742065874175e-07
820,3109,3.1494951214805853e-07
821,3110,3.1494951214805853e-07
822,3255,3.1494951214805853e-07
823,273,3.1485606812221524e-07
824,4162,3.1150358470505755e-07
825,234,3.108499385502947e-07
826,326,3.0848084534874264e-07
827,1233,3.064705355704235e-07
828,2795,3.0228848682700554e-07
829,2889,3.013431763714457e-07
830,4172,3.0058117955956193e-07
831,2705,2.997457592945237e-07
832,1399,2.971448881781062e-07
833,2738,2.9536505299952363e-07
834,2967,2.941722030119659e-07
835,2974,2.936885841844077e-07
836,2836,2.935368485748129e-07
837,3084,2.935368485748129e-07
838,1503,2.9278207060989834e-07
839,2640,2.913617571805865e-07
840,2199,2.9089258212954075e-07
841,2877,2.8974003558359333e-07
842,2984,2.8974003558359333e-07
843,2985,2.8974003558359333e-07
844,2992,2.8974003558359333e-07
845,617,2.88961321692268e-07
846,676,2.8884779531298364e-07
847,1452,2.863984276648889e-07
848,2141,2.8554642307285845e-07
849,3222,2.846356746564469e-07
850,1117,2.8452308992961754e-07
851,2437,2.8383138488938413e-07
852,2441,2.8335826703115597e-07
853,1260,2.83114944326538e-07
854,816,2.813627434911223e-07
855,3198,2.806842229209457e-07
856,705,2.805731905516428e-07
857,706,2.805731905516428e-07
858,838,2.784149717089461e-07
859,2367,2.76151693617964e-07
860,2729,2.7576061716368355e-07
861,2529,2.752209054960781e-07
862,1109,2.7466436472446516e-07
863,3231,2.743730529599213e-07
864,1064,2.687729372702159e-07
865,296,2.6793063507904254e-07
866,2660,2.67528444321294e-07
867,2551,2.6746268680063316e-07
868,2552,2.6746268680063316e-07
869,3232,2.644208878657602e-07
870,3767,2.640829186015962e-07
