,nodes,TC_i,nodes,PI_i,nodes,CC_i
45,777,0.5556,218,0.4771,695,0.20810771238349862
46,778,0.5556,219,0.4771,68,0.21120075438730743
47,779,0.5556,220,0.4771,1246,0.21183613997687678
48,780,0.5556,243,0.4771,385,0.2118646616311133
49,781,0.5556,244,0.4771,868,0.21329236517440875
50,782,0.5556,280,0.4771,290,0.21371657113387688
51,988,0.5556,281,0.4771,855,0.21923896034108087
52,989,0.5556,282,0.4771,70,0.22057091368227738
53,990,0.5556,283,0.4771,53,0.22655243841935496
54,991,0.5556,315,0.4771,522,0.22750535836762686
55,992,0.5556,316,0.4771,1108,0.23571746022908405
56,993,0.5556,317,0.4771,119,0.23709604906777523
57,994,0.5556,318,0.4771,114,0.23805149631869202
58,995,0.5556,321,0.4771,658,0.24347326327650395
59,996,0.5556,322,0.4771,851,0.24570576242827055
60,997,0.5556,323,0.4771,94,0.24900443832262012
61,250,0.5568,324,0.4771,214,0.25248486534531506
62,251,0.5568,376,0.4771,423,0.25416666666666665
63,253,0.5568,377,0.4771,599,0.2548393021120294
64,75,0.5581,378,0.4771,291,0.2552695051142885
65,125,0.5581,379,0.4771,1062,0.2588338354889281
66,658,0.5581,380,0.4771,713,0.26075320819685904
67,309,0.5595,381,0.4771,184,0.26110000000000005
68,1027,0.5595,382,0.4771,325,0.26301697530864193
69,1062,0.5609999999999999,383,0.4771,462,0.26402536323171244
70,755,0.5625,427,0.4771,54,0.2675907521573444
71,265,0.5658000000000001,428,0.4771,125,0.2758745127763948
72,93,0.5676,429,0.4771,207,0.2787673868836204
73,247,0.5676,430,0.4771,292,0.28259780661235684
74,754,0.5676,537,0.4771,286,0.28303854875283446
75,756,0.5676,538,0.4771,500,0.2872748370181406
76,853,0.5676,539,0.4771,396,0.2916666666666667
77,854,0.5676,540,0.4771,1027,0.29247015610651983
78,126,0.5694,593,0.4771,232,0.2932098765432099
79,127,0.5694,594,0.4771,210,0.29333684343520705
80,535,0.5694,595,0.4771,452,0.29337048650478703
81,536,0.5694,596,0.4771,124,0.29410857528680806
82,999,0.5694,622,0.4771,697,0.3005860556841347
83,1025,0.5694,623,0.4771,92,0.3050772030064959
84,1026,0.5694,624,0.4771,398,0.3067146776406035
85,1028,0.5694,625,0.4771,726,0.3073409549004787
86,1029,0.5694,645,0.4771,126,0.3083512419173805
87,1030,0.5694,646,0.4771,127,0.3083512419173805
88,1031,0.5694,647,0.4771,535,0.3083512419173805
89,1032,0.5694,648,0.4771,536,0.3083512419173805
90,1033,0.5694,664,0.4771,193,0.3087792894935752
91,1068,0.5694,665,0.4771,250,0.31006746564785637
92,1069,0.5694,666,0.4771,251,0.31006746564785637
93,1070,0.5694,667,0.4771,253,0.31006746564785637
94,1071,0.5694,681,0.4771,142,0.3116419529244205
95,1072,0.5694,682,0.4771,501,0.3124572145578307
96,1073,0.5694,683,0.4771,907,0.3148148148148149
97,1074,0.5694,684,0.4771,128,0.3189564607006237
98,1075,0.5694,718,0.4771,278,0.31900757731926555
99,1076,0.5694,719,0.4771,755,0.31973501745522254
100,618,0.5714,720,0.4771,354,0.3231018401873781
101,325,0.5735,721,0.4771,832,0.32379094230284716
102,385,0.5735,769,0.4771,461,0.32552280171327785
103,708,0.5735,770,0.4771,699,0.32624404605735774
104,933,0.5735,771,0.4771,989,0.331111111111111
105,60,0.5758,772,0.4771,656,0.3311659807956103
106,143,0.5758,791,0.4771,999,0.33320695394092004
107,278,0.5758,792,0.4771,360,0.33354621720011524
108,119,0.5781000000000001,793,0.4771,621,0.33645100415566315
109,144,0.5781000000000001,794,0.4771,787,0.3374060760160327
110,695,0.5781000000000001,887,0.4771,605,0.3382638888888888
111,494,0.5806,888,0.4771,853,0.3389125949876978
112,94,0.5862,889,0.4771,854,0.3389125949876978
113,713,0.5862,890,0.4771,949,0.33906250000000004
114,868,0.5862,907,0.4771,754,0.3396033318312335
115,68,0.5892999999999999,935,0.4771,756,0.3396033318312335
116,248,0.5892999999999999,936,0.4771,60,0.33983354065723725
117,249,0.5892999999999999,937,0.4771,285,0.340561224489796
118,252,0.5892999999999999,984,0.4771,696,0.3408353542875143
119,254,0.5892999999999999,985,0.4771,211,0.34306917085598987
120,345,0.5892999999999999,986,0.4771,311,0.34374657064471875
121,368,0.5892999999999999,987,0.4771,716,0.3457899743419665
122,369,0.5892999999999999,1015,0.4771,717,0.3457899743419665
123,370,0.5892999999999999,1016,0.4771,209,0.3481502380599538
124,371,0.5892999999999999,1017,0.4771,727,0.34927761580822797
125,372,0.5892999999999999,1018,0.4771,669,0.3509450872359964
126,373,0.5892999999999999,1081,0.4771,50,0.3530549276747055
127,374,0.5892999999999999,1082,0.4771,1210,0.35369873046875
128,375,0.5892999999999999,1116,0.4771,616,0.3547344127875388
129,398,0.5892999999999999,1117,0.4771,619,0.3547344127875388
130,432,0.5892999999999999,1118,0.4771,62,0.3594207253025351
131,433,0.5892999999999999,1119,0.4771,45,0.36043690556258523
132,434,0.5892999999999999,1169,0.4771,869,0.3613680868610632
133,435,0.5892999999999999,1170,0.4771,790,0.3622448979591837
134,436,0.5892999999999999,1171,0.4771,470,0.36271548948797633
135,437,0.5892999999999999,1172,0.4771,239,0.3634223978911355
136,438,0.5892999999999999,1226,0.4771,267,0.3648993987913792
137,439,0.5892999999999999,1227,0.4771,627,0.3672786458333333
138,998,0.5892999999999999,1228,0.4771,247,0.36820907487574145
139,1000,0.5892999999999999,1229,0.4771,10,0.3692129629629629
140,1001,0.5892999999999999,1303,0.4771,1113,0.3710832854494782
141,1109,0.5892999999999999,1304,0.4771,1114,0.3710832854494782
142,1110,0.5892999999999999,1305,0.4771,1115,0.3710832854494782
143,1111,0.5892999999999999,1306,0.4771,1109,0.3726886800638622
144,1112,0.5892999999999999,1341,0.4771,1110,0.3726886800638622
145,1113,0.5892999999999999,1342,0.4771,1111,0.3726886800638622
146,1114,0.5892999999999999,1343,0.4771,1112,0.3726886800638622
147,1115,0.5892999999999999,1344,0.4771,312,0.37368888888888896
148,1277,0.5892999999999999,1421,0.4771,476,0.375
149,1278,0.5892999999999999,1422,0.4771,266,0.37813127702061217
150,1279,0.5892999999999999,1423,0.4771,805,0.38020408163265307
151,1280,0.5892999999999999,1424,0.4771,918,0.38066893424036274
152,1436,0.5892999999999999,1449,0.4771,174,0.381956500771605
153,1437,0.5892999999999999,1450,0.4771,1188,0.3828125
154,1438,0.5892999999999999,1451,0.4771,1098,0.3844590119368978
155,1439,0.5892999999999999,1452,0.4771,1099,0.3844590119368978
156,1440,0.5892999999999999,1040,0.4775,786,0.38597635993529716
157,1441,0.5892999999999999,1027,0.4842,1277,0.38604447221065297
158,284,0.5926,515,0.4849,1278,0.38604447221065297
159,92,0.5962000000000001,597,0.4894,1279,0.38604447221065297
160,260,0.5962000000000001,1108,0.4896,1280,0.38604447221065297
161,262,0.5962000000000001,119,0.5032,329,0.38796371759948456
162,207,0.6,790,0.5038,283,0.3916666666666667
163,267,0.6,658,0.5039,1426,0.39215294414788426
164,495,0.6,179,0.5081,988,0.3922999542752629
165,599,0.6,259,0.5081,990,0.3922999542752629
166,656,0.6,396,0.5081,991,0.3922999542752629
167,386,0.6042000000000001,94,0.5107,992,0.3922999542752629
168,696,0.6042000000000001,234,0.5169,993,0.3922999542752629
169,869,0.6042000000000001,541,0.5169,994,0.3922999542752629
170,30,0.6135999999999999,575,0.5169,995,0.3922999542752629
171,69,0.619,576,0.5169,996,0.3922999542752629
172,70,0.619,577,0.5169,997,0.3922999542752629
173,184,0.619,614,0.5169,262,0.39423174868905886
174,263,0.619,615,0.5169,260,0.3942317486890589
175,264,0.619,1044,0.5169,998,0.3944534233816515
176,266,0.619,1045,0.5169,1000,0.3944534233816515
177,268,0.619,1294,0.5169,1001,0.3944534233816515
178,269,0.619,949,0.5177,227,0.39583333333333326
179,384,0.619,851,0.5186,132,0.3964334705075445
180,387,0.619,184,0.5203,133,0.3964334705075445
181,388,0.619,423,0.5209,134,0.3964334705075445
182,697,0.619,13,0.5211,135,0.3964334705075445
183,1287,0.619,15,0.5211,136,0.3964334705075445
184,1288,0.619,16,0.5211,137,0.3964334705075445
185,1289,0.619,68,0.5223,138,0.3964334705075445
186,1290,0.619,741,0.5295,139,0.3964334705075445
187,1291,0.619,742,0.5295,140,0.3964334705075445
188,290,0.625,743,0.5295,141,0.3964334705075445
189,716,0.625,286,0.5355,773,0.3964334705075445
190,717,0.625,284,0.5361,774,0.3964334705075445
191,727,0.625,46,0.5368,775,0.3964334705075445
192,1188,0.625,47,0.5368,776,0.3964334705075445
193,1210,0.625,48,0.5368,777,0.3964334705075445
194,239,0.6315999999999999,343,0.5368,778,0.3964334705075445
195,360,0.6315999999999999,344,0.5368,779,0.3964334705075445
196,616,0.6315999999999999,580,0.5378,780,0.3964334705075445
197,619,0.6315999999999999,581,0.5378,781,0.3964334705075445
198,787,0.6315999999999999,461,0.5385,782,0.3964334705075445
199,49,0.6389,476,0.5406,213,0.3990007181696933
200,508,0.6389,452,0.5408,288,0.39973279023543584
201,509,0.6389,462,0.5412,515,0.40008503401360535
202,510,0.6389,3,0.5441,1385,0.4004818594104308
203,627,0.6389,4,0.5441,155,0.4005555555555556
204,805,0.6389,5,0.5441,1181,0.4011591770102594
205,949,0.6389,6,0.5441,1332,0.40333333333333327
206,1385,0.6389,7,0.5441,42,0.40817901234567894
207,44,0.6471,110,0.5441,711,0.40930793899635753
208,120,0.6471,185,0.5441,299,0.40981481481481474
209,209,0.6471,186,0.5441,757,0.4104759370404569
210,14,0.6562,187,0.5441,1049,0.4106023067663279
211,53,0.6562,188,0.5441,254,0.411169996380704
212,54,0.6562,189,0.5441,248,0.41116999638070406
213,62,0.6562,227,0.5441,249,0.41116999638070406
214,291,0.6562,229,0.5441,252,0.41116999638070406
215,358,0.6562,447,0.5441,74,0.4129050925925926
216,359,0.6562,448,0.5441,847,0.4146770737679828
217,452,0.6562,449,0.5441,710,0.4148612244897959
218,462,0.6562,450,0.5441,709,0.414861224489796
219,501,0.6562,451,0.5441,206,0.4180093840141988
220,621,0.6562,813,0.5441,852,0.4180326845553037
221,1040,0.6562,814,0.5441,856,0.4180326845553037
222,34,0.6667000000000001,815,0.5441,14,0.4200680272108843
223,35,0.6667000000000001,816,0.5441,1040,0.4200680272108843
224,36,0.6667000000000001,817,0.5441,176,0.4224537037037037
225,37,0.6667000000000001,818,0.5441,1025,0.42559764010847106
226,38,0.6667000000000001,819,0.5441,1026,0.42559764010847106
227,39,0.6667000000000001,820,0.5441,1028,0.42559764010847106
228,210,0.6667000000000001,821,0.5441,1029,0.42559764010847106
229,214,0.6667000000000001,822,0.5441,1030,0.42559764010847106
230,299,0.6667000000000001,834,0.5441,1031,0.42559764010847106
231,319,0.6667000000000001,835,0.5441,1032,0.42559764010847106
232,329,0.6667000000000001,836,0.5441,1033,0.42559764010847106
233,331,0.6667000000000001,837,0.5441,1077,0.42843364197530864
234,332,0.6667000000000001,838,0.5441,880,0.43081791653912876
235,333,0.6667000000000001,865,0.5441,881,0.43081791653912876
236,334,0.6667000000000001,872,0.5441,386,0.43459467120181394
237,335,0.6667000000000001,873,0.5441,313,0.43466553287981846
238,336,0.6667000000000001,874,0.5441,443,0.4347222222222223
239,500,0.6667000000000001,875,0.5441,319,0.4354637281910009
240,654,0.6667000000000001,928,0.5441,1257,0.43616696921805154
241,655,0.6667000000000001,929,0.5441,1258,0.43616696921805154
242,657,0.6667000000000001,930,0.5441,1133,0.4376580080561636
243,659,0.6667000000000001,931,0.5441,1134,0.4376580080561636
244,722,0.6667000000000001,932,0.5441,480,0.4377333333333334
245,723,0.6667000000000001,1063,0.5441,502,0.43789540816326533
246,724,0.6667000000000001,1064,0.5441,831,0.43825306122448976
247,725,0.6667000000000001,1065,0.5441,1436,0.43894218009689284
248,748,0.6667000000000001,1066,0.5441,1437,0.43894218009689284
249,749,0.6667000000000001,1067,0.5441,1438,0.43894218009689284
250,750,0.6667000000000001,1282,0.5441,1439,0.43894218009689284
251,751,0.6667000000000001,1283,0.5441,1440,0.43894218009689284
252,752,0.6667000000000001,1284,0.5441,1441,0.43894218009689284
253,753,0.6667000000000001,1285,0.5441,1068,0.439453125
254,831,0.6667000000000001,1286,0.5441,1069,0.439453125
255,852,0.6667000000000001,1374,0.5441,1070,0.439453125
256,856,0.6667000000000001,1375,0.5441,1071,0.439453125
257,880,0.6667000000000001,1381,0.5441,1072,0.439453125
258,881,0.6667000000000001,1382,0.5441,1073,0.439453125
259,892,0.6667000000000001,1383,0.5441,1074,0.439453125
260,901,0.6667000000000001,1384,0.5441,1075,0.439453125
261,902,0.6667000000000001,1398,0.5441,1076,0.439453125
262,903,0.6667000000000001,1399,0.5441,1345,0.44756235827664387
263,904,0.6667000000000001,1400,0.5441,1011,0.4491213151927437
264,905,0.6667000000000001,1416,0.5441,358,0.4503291001858259
265,906,0.6667000000000001,1417,0.5441,359,0.4503291001858259
266,918,0.6667000000000001,1418,0.5441,714,0.4531343038758713
267,950,0.6667000000000001,517,0.5453,715,0.4531343038758713
268,1098,0.6667000000000001,518,0.5453,833,0.45376543209876535
269,1099,0.6667000000000001,519,0.5453,97,0.4572819100091827
270,1181,0.6667000000000001,197,0.5485,668,0.4572819100091827
271,1201,0.6667000000000001,1194,0.5485,120,0.4585570987654321
272,1202,0.6667000000000001,661,0.5492,289,0.4597481031378601
273,1203,0.6667000000000001,662,0.5492,948,0.46107185876755996
274,1204,0.6667000000000001,663,0.5492,561,0.46316358024691356
275,1257,0.6667000000000001,948,0.5502,67,0.4663763901642689
276,1258,0.6667000000000001,1395,0.5517,96,0.4671400469339864
277,1347,0.6667000000000001,1396,0.5517,1195,0.4671441723135332
278,1348,0.6667000000000001,1397,0.5517,384,0.46751976253464345
279,1349,0.6667000000000001,44,0.5538,387,0.46751976253464345
280,1350,0.6667000000000001,10,0.5542,388,0.46751976253464345
281,1386,0.6667000000000001,409,0.5543,263,0.4756454767364462
282,1387,0.6667000000000001,1250,0.5543,264,0.4756454767364462
283,1388,0.6667000000000001,1251,0.5543,268,0.4756454767364462
284,1389,0.6667000000000001,567,0.5581,269,0.4756454767364462
285,1390,0.6667000000000001,340,0.5614,738,0.4758976946683054
286,1409,0.6667000000000001,341,0.5614,238,0.4767756065183845
287,1410,0.6667000000000001,1182,0.5623,333,0.47777777777777775
288,1411,0.6667000000000001,1183,0.5623,640,0.4777777777777779
289,1444,0.6667000000000001,1184,0.5623,95,0.4836092458677686
290,1445,0.6667000000000001,578,0.5624,91,0.48360924586776866
291,1446,0.6667000000000001,9,0.563,63,0.4839918571762801
292,1447,0.6667000000000001,11,0.563,1287,0.4840192043895747
293,96,0.6786,12,0.563,1288,0.4840192043895747
294,114,0.6786,440,0.563,1289,0.4840192043895747
295,292,0.6786,441,0.563,1290,0.4840192043895747
296,515,0.6786,442,0.563,1291,0.4840192043895747
297,176,0.6923,74,0.5643,409,0.48697916666666663
298,206,0.6923,1428,0.5678,304,0.4878935185185185
299,213,0.6923,1429,0.5678,1427,0.4922968716790893
300,288,0.6923,1430,0.5678,548,0.49243417495674746
301,304,0.6923,71,0.569,368,0.49271137026239054
302,311,0.6923,72,0.569,369,0.49271137026239054
303,313,0.6923,73,0.569,370,0.49271137026239054
304,391,0.6923,42,0.5712,371,0.49271137026239054
305,392,0.6923,1120,0.5719,372,0.49271137026239054
306,394,0.6923,1121,0.5719,373,0.49271137026239054
307,561,0.6923,1122,0.5719,374,0.49271137026239054
308,562,0.6923,1123,0.5719,375,0.49271137026239054
309,563,0.6923,1177,0.5719,432,0.49271137026239054
310,699,0.6923,1178,0.5719,433,0.49271137026239054
311,790,0.6923,1179,0.5719,434,0.49271137026239054
312,1054,0.6923,1180,0.5719,435,0.49271137026239054
313,1077,0.6923,919,0.572,436,0.49271137026239054
314,45,0.7082999999999999,733,0.5723,437,0.49271137026239054
315,121,0.7082999999999999,651,0.5751,438,0.49271137026239054
316,211,0.7082999999999999,652,0.5751,439,0.49271137026239054
317,286,0.7082999999999999,143,0.5785,121,0.4947222222222222
318,461,0.7082999999999999,231,0.582,892,0.4961265432098764
319,605,0.7082999999999999,232,0.582,492,0.5080250850340136
320,626,0.7082999999999999,755,0.5824,234,0.5085034013605442
321,709,0.7082999999999999,62,0.5859,956,0.5085034013605442
322,710,0.7082999999999999,977,0.5892,1374,0.5093000000000001
323,726,0.7082999999999999,978,0.5892,1375,0.5093000000000001
324,42,0.7273000000000001,979,0.5892,617,0.5113378684807256
325,74,0.7273000000000001,980,0.5892,620,0.5113378684807256
326,128,0.7273000000000001,1149,0.5892,179,0.5133333333333334
327,193,0.7273000000000001,1150,0.5892,259,0.5133333333333335
328,306,0.7273000000000001,1151,0.5892,971,0.515821696324415
329,669,0.7273000000000001,1152,0.5892,912,0.51734375
330,832,0.7273000000000001,76,0.5894,9,0.517361111111111
331,1246,0.7273000000000001,77,0.5894,920,0.5189244968820861
332,3,0.75,78,0.5894,181,0.5192881944444444
333,4,0.75,1102,0.5894,1247,0.5202051679831712
334,5,0.75,1103,0.5894,1248,0.5202051679831712
335,6,0.75,1104,0.5894,670,0.5213595551474339
336,7,0.75,443,0.5898,280,0.5299999999999999
337,23,0.75,1185,0.5934,110,0.5300000000000001
338,25,0.75,1186,0.5934,229,0.5300000000000001
339,50,0.75,1434,0.5934,815,0.5300000000000001
340,91,0.75,1435,0.5934,567,0.5308248299319727
341,95,0.75,674,0.5946,1160,0.5331037764900198
342,97,0.75,675,0.5946,25,0.5334
343,110,0.75,676,0.5946,23,0.5334000000000001
344,155,0.75,677,0.5946,328,0.5334910496400777
345,180,0.75,313,0.5947,330,0.5334910496400777
346,185,0.75,933,0.5975,1347,0.5348653061224491
347,186,0.75,516,0.5997,1348,0.5348653061224491
348,187,0.75,1077,0.6011,1349,0.5348653061224491
349,188,0.75,626,0.6016,1350,0.5348653061224491
350,189,0.75,385,0.6019,606,0.5351909722222222
351,227,0.75,34,0.6021,654,0.5355308641975309
352,229,0.75,35,0.6021,655,0.5355308641975309
353,238,0.75,36,0.6021,657,0.5355308641975309
354,289,0.75,37,0.6021,659,0.5355308641975309
355,328,0.75,38,0.6021,493,0.5397140337616527
356,330,0.75,39,0.6021,728,0.5404434366339128
357,354,0.75,331,0.6021,300,0.544753086419753
358,390,0.75,332,0.6021,508,0.5447530864197531
359,393,0.75,333,0.6021,509,0.5447530864197531
360,447,0.75,334,0.6021,510,0.5447530864197531
361,448,0.75,335,0.6021,468,0.5471221168205844
362,449,0.75,336,0.6021,469,0.5471221168205844
363,450,0.75,748,0.6021,306,0.5527777777777778
364,451,0.75,749,0.6021,310,0.5548148148148148
365,486,0.75,750,0.6021,1010,0.5555201247165531
366,487,0.75,751,0.6021,453,0.556571977749433
367,488,0.75,752,0.6021,1054,0.5577111111111112
368,502,0.75,753,0.6021,197,0.5625
369,503,0.75,901,0.6021,1194,0.5625
370,504,0.75,902,0.6021,722,0.564888888888889
371,606,0.75,903,0.6021,723,0.564888888888889
372,628,0.75,904,0.6021,724,0.564888888888889
373,629,0.75,905,0.6021,725,0.564888888888889
374,630,0.75,906,0.6021,361,0.568287037037037
375,668,0.75,1187,0.6043,1168,0.568287037037037
376,674,0.75,1189,0.6043,1444,0.5689182736455465
377,675,0.75,1190,0.6043,1445,0.5689182736455465
378,676,0.75,1191,0.6043,1446,0.5689182736455465
379,677,0.75,1207,0.6043,1447,0.5689182736455465
380,714,0.75,1208,0.6043,626,0.5700000000000001
381,715,0.75,1209,0.6043,1057,0.5735802469135802
382,744,0.75,1211,0.6043,1090,0.5738698791063266
383,745,0.75,1253,0.6043,1233,0.5738698791063266
384,746,0.75,1254,0.6043,1351,0.575927734375
385,747,0.75,1255,0.6043,1352,0.575927734375
386,757,0.75,1256,0.6043,1353,0.575927734375
387,813,0.75,1057,0.6047,1161,0.5786111898463089
388,814,0.75,805,0.6055,1162,0.5786111898463089
389,815,0.75,1385,0.6114,1185,0.5814471879286693
390,816,0.75,23,0.6142,1186,0.5814471879286693
391,817,0.75,25,0.6142,1434,0.5814471879286693
392,818,0.75,1247,0.6145,1435,0.5814471879286693
393,819,0.75,1248,0.6145,537,0.5833333333333333
394,820,0.75,459,0.6153,984,0.5833333333333333
395,821,0.75,460,0.6153,1226,0.5833333333333333
396,822,0.75,285,0.6169,190,0.58609375
397,834,0.75,190,0.6176,192,0.5860937500000001
398,835,0.75,192,0.6176,899,0.5904195011337867
399,836,0.75,628,0.6177,900,0.5904195011337867
400,837,0.75,629,0.6177,1055,0.5917187500000001
401,838,0.75,630,0.6177,1056,0.5917187500000001
402,847,0.75,1014,0.6196,1409,0.5917333333333333
403,865,0.75,744,0.6197,1410,0.5917333333333333
404,872,0.75,745,0.6197,1411,0.5917333333333333
405,873,0.75,746,0.6197,503,0.5922696109693878
406,874,0.75,747,0.6197,504,0.5922696109693878
407,875,0.75,1036,0.6197,511,0.5925925925925926
408,912,0.75,1037,0.6197,303,0.6008333333333333
409,928,0.75,1038,0.6197,1013,0.604237528344671
410,929,0.75,1039,0.6197,1014,0.604237528344671
411,930,0.75,1161,0.6205,950,0.6057000000000001
412,931,0.75,1162,0.6205,1201,0.6057000000000001
413,932,0.75,361,0.6211,1202,0.6057000000000001
414,951,0.75,1168,0.6211,1203,0.6057000000000001
415,952,0.75,950,0.6215,1204,0.6057000000000001
416,953,0.75,1201,0.6215,562,0.6091777777777778
417,977,0.75,1202,0.6215,563,0.6091777777777778
418,978,0.75,1203,0.6215,1386,0.6156081632653062
419,979,0.75,1204,0.6215,1387,0.6156081632653062
420,980,0.75,1240,0.6215,1388,0.6156081632653062
421,1036,0.75,1241,0.6215,1389,0.6156081632653062
422,1037,0.75,1242,0.6215,1390,0.6156081632653062
423,1038,0.75,1243,0.6215,391,0.6269555555555556
424,1039,0.75,250,0.6226,392,0.6269555555555556
425,1055,0.75,251,0.6226,394,0.6269555555555556
426,1056,0.75,253,0.6226,958,0.6270987654320987
427,1063,0.75,360,0.6241,959,0.6270987654320987
428,1064,0.75,971,0.6245,331,0.6289777777777779
429,1065,0.75,300,0.6249,332,0.6289777777777779
430,1066,0.75,307,0.6275,334,0.6289777777777781
431,1067,0.75,308,0.6275,335,0.6289777777777781
432,1091,0.75,728,0.6277,336,0.6289777777777781
433,1092,0.75,1427,0.6277,180,0.6299875648788927
434,1120,0.75,500,0.6281,486,0.6299875648788927
435,1121,0.75,757,0.6281,487,0.6299875648788927
436,1122,0.75,114,0.6302,488,0.6299875648788927
437,1123,0.75,180,0.6307,919,0.6305272108843536
438,1133,0.75,486,0.6307,951,0.6311979166666666
439,1134,0.75,487,0.6307,952,0.6311979166666666
440,1149,0.75,488,0.6307,953,0.6311979166666666
441,1150,0.75,892,0.6315,526,0.6313657407407407
442,1151,0.75,958,0.632,564,0.6328395061728396
443,1152,0.75,959,0.632,516,0.6474277210884353
444,1177,0.75,260,0.6329,560,0.6474277210884354
445,1178,0.75,262,0.6329,34,0.6480000000000001
446,1179,0.75,1351,0.6354,35,0.6480000000000001
447,1180,0.75,1352,0.6354,36,0.6480000000000001
448,1187,0.75,1353,0.6354,37,0.6480000000000001
449,1189,0.75,182,0.636,38,0.6480000000000001
450,1190,0.75,183,0.636,39,0.6480000000000001
451,1191,0.75,468,0.6362,748,0.6480000000000001
452,1195,0.75,469,0.6362,749,0.6480000000000001
453,1207,0.75,918,0.6385,750,0.6480000000000001
454,1208,0.75,1160,0.6387,751,0.6480000000000001
455,1209,0.75,713,0.6414,752,0.6480000000000001
456,1211,0.75,193,0.6426,753,0.6480000000000001
457,1240,0.75,951,0.6469,901,0.6480000000000001
458,1241,0.75,952,0.6469,902,0.6480000000000001
459,1242,0.75,953,0.6469,903,0.6480000000000001
460,1243,0.75,319,0.6487,904,0.6480000000000001
461,1253,0.75,1444,0.6487,905,0.6480000000000001
462,1254,0.75,1445,0.6487,906,0.6480000000000001
463,1255,0.75,1446,0.6487,459,0.6486660507824529
464,1256,0.75,1447,0.6487,460,0.6486660507824529
465,1282,0.75,239,0.6491,1294,0.6495638200183654
466,1283,0.75,176,0.6512,1091,0.6502604166666666
467,1284,0.75,299,0.6517,1092,0.6502604166666666
468,1285,0.75,207,0.6524,395,0.6533333333333333
469,1286,0.75,49,0.6546,628,0.6557421875
470,1296,0.75,524,0.6566,629,0.6557421875
471,1297,0.75,525,0.6566,630,0.6557421875
472,1298,0.75,999,0.6571,578,0.6597222222222222
473,1351,0.75,30,0.6587,1296,0.6605902777777777
474,1352,0.75,502,0.6599,1297,0.6605902777777777
475,1353,0.75,503,0.6599,1298,0.6605902777777777
476,1374,0.75,504,0.6599,1240,0.6614583333333334
477,1375,0.75,155,0.66,1241,0.6614583333333334
478,1381,0.75,606,0.66,1242,0.6614583333333334
479,1382,0.75,63,0.6601,1243,0.6614583333333334
480,1383,0.75,325,0.6619,305,0.6641358024691357
481,1384,0.75,328,0.6632,390,0.6704687500000001
482,1398,0.75,330,0.6632,393,0.6704687500000001
483,1399,0.75,1054,0.6649,240,0.6736111111111109
484,1400,0.75,754,0.6655,241,0.6736111111111109
485,1416,0.75,756,0.6655,1149,0.6780960648148148
486,1417,0.75,174,0.6674,1150,0.6780960648148148
