,TR,TR_i,EC,EC_i,CNC,CNC_i,BC,BC_i,DC,DC_i,PR,PR_i
71,258,900,343,0.06210615783573681,18,0.3328764310497666,257,0.011534617408850568,227,0.027569775357385976,291,0.0009157506107392961
72,503,893,260,0.06123656860352945,296,0.33283783220572094,118,0.011406938590804053,330,0.027569775357385976,365,0.0009043106469149251
73,307,886,359,0.06109771239446703,374,0.33283783220572094,296,0.011155933455871387,289,0.026889040163376444,57,0.0009018527823576117
74,323,883,483,0.060218772776549696,13,0.332529363408496,934,0.010847613098771122,62,0.02654867256637168,55,0.0009009734237702265
75,488,879,15,0.05978184768013426,328,0.33222146584978446,378,0.010830879986959183,222,0.02654867256637168,2527,0.0008976926951265777
76,412,859,502,0.05956701510440311,595,0.33210615121394627,138,0.01080848832543451,488,0.02654867256637168,595,0.000896790196150661
77,815,859,469,0.059002882982454576,219,0.3318757619311062,88,0.010805881822529152,18,0.026208304969366915,410,0.000893141026455622
78,554,857,504,0.05816784545760998,167,0.33183739479099855,55,0.010679299083009089,258,0.026208304969366915,238,0.0008864216519404683
79,360,851,430,0.05722523655237566,473,0.33183739479099855,220,0.010609363639626761,307,0.026208304969366915,619,0.0008829750942610558
80,772,851,452,0.057133702736790096,773,0.3317990365208805,626,0.009908398871575703,473,0.026208304969366915,618,0.0008817343268807893
81,331,847,478,0.05683743712670488,343,0.3312629503683944,135,0.00978475979620809,815,0.026208304969366915,83,0.0008642777149162865
82,64,815,429,0.05653875367411144,61,0.3311865080122462,1503,0.009695608308338538,13,0.02586793737236215,1525,0.0008641154473810729
83,132,784,367,0.05643928416410619,486,0.3307667048792507,598,0.009667856545601509,322,0.02586793737236215,927,0.0008640400912667521
84,541,783,239,0.056366919491668714,488,0.3306143129396611,66,0.009168108325147918,773,0.02586793737236215,460,0.0008628090927528946
85,233,782,534,0.05623925797169201,554,0.330120007468906,232,0.00876203994176105,132,0.025527569775357386,815,0.00086161405101613
86,52,764,341,0.056210903625198406,62,0.32993028332668245,1427,0.008674714403711866,430,0.025527569775357386,237,0.0008607278293039832
87,529,746,328,0.05616894819421345,610,0.32947583390061264,217,0.00847900076932689,497,0.025527569775357386,1092,0.0008586486518719724
88,374,738,482,0.05591778115043206,448,0.3287965022843227,2504,0.00847617916022191,541,0.025527569775357386,1169,0.0008532472726536422
89,445,738,449,0.05585148280908752,444,0.3285330737028886,238,0.008360846846325579,595,0.025527569775357386,1213,0.0008487667259792532
90,219,736,477,0.05568580729561095,241,0.3280824625605369,291,0.0081570381597772,224,0.024846834581347853,1555,0.0008482313486911077
91,68,712,66,0.05567999160020404,310,0.32767048686554084,133,0.008103514973097059,429,0.024846834581347853,218,0.000847217059441255
92,178,709,434,0.05544111625502197,619,0.32755830936233454,2580,0.008063053802339872,486,0.024846834581347853,220,0.0008382485819564495
93,1556,689,529,0.0541644914073792,126,0.3271103663751724,1293,0.008028818761547978,412,0.024166099387338325,267,0.0008361179394945468
94,1548,688,262,0.05345862665257403,216,0.3258478221071788,460,0.007989420905628493,772,0.024166099387338325,231,0.0008345573006103012
95,324,680,552,0.0524456340010272,636,0.32551524891609634,36,0.007982086032100986,52,0.02382573179033356,133,0.0008162344529505813
96,595,662,312,0.051887893030561426,311,0.3251465184574238,486,0.007707524420409884,83,0.02382573179033356,14,0.0008158698563046385
97,486,658,132,0.05188018689895124,133,0.325109691351471,2505,0.007686016839400775,406,0.02382573179033356,773,0.0008141213147777647
98,534,658,135,0.05052711853136213,593,0.32470514309300197,225,0.007682260960126811,1548,0.02382573179033356,1563,0.0008107855954744732
99,312,648,377,0.0503758872182765,446,0.3246684158966336,176,0.007633056251384933,292,0.023485364193328792,88,0.0008101662745905973
100,506,642,620,0.050164729058444435,176,0.32426496440828484,1169,0.007629174797923961,1503,0.023485364193328792,2425,0.0008099290837012587
101,444,629,295,0.04997206113556544,289,0.3238259775431112,619,0.007573170973691437,1555,0.023485364193328792,1293,0.0008085721476197015
102,813,629,474,0.04994490666275779,568,0.32364341695141924,2581,0.007424965961308804,328,0.02314499659632403,239,0.0008065407489394482
103,504,605,238,0.049779419787988916,359,0.3234246157681282,301,0.007160202139955149,397,0.02314499659632403,914,0.000806352235073055
104,1570,604,491,0.0496258025062678,365,0.3233881776636027,1451,0.007113867472996281,314,0.022804628999319263,126,0.0007980946043966436
105,215,600,376,0.0490087408927629,618,0.3232789125962538,595,0.007111806241758534,495,0.022804628999319263,316,0.0007976612477318277
106,367,600,83,0.048838954390829074,314,0.3230606038201618,927,0.007087126168900208,455,0.022464261402314497,217,0.0007947690899394102
107,1503,599,486,0.04829422790839303,807,0.32251611965641996,1422,0.007057054202497215,262,0.022123893805309734,405,0.000778320267310581
108,227,592,455,0.048197366839278444,616,0.3224798859613681,126,0.0070569634037857916,504,0.022123893805309734,364,0.0007624555513754741
109,502,591,138,0.04771056401596873,612,0.32229883953987626,412,0.007038739364339758,534,0.022123893805309734,772,0.000761051276799302
110,359,583,330,0.04746584920626805,313,0.3221179962902186,239,0.007032271514114353,68,0.021783526208304968,293,0.0007599740086573226
111,814,569,216,0.047289701684398215,377,0.3220457158018779,58,0.006824985184344952,178,0.021443158611300202,135,0.0007572715462046398
112,1566,565,431,0.0470613931047547,316,0.32197346774449104,373,0.006759520959330329,502,0.02110279101429544,265,0.0007449336849504838
113,429,561,137,0.04697571801969933,231,0.3211808733290968,132,0.006692091052342972,233,0.020762423417290673,17,0.0007440992165636875
114,593,556,457,0.04640584298373486,326,0.3211808733290968,613,0.006672754719531631,216,0.020422055820285907,296,0.0007424243331682791
115,446,553,374,0.04631685951687016,16,0.32114493901791646,307,0.006663539488319053,341,0.020422055820285907,322,0.0007420435448125662
116,343,550,636,0.045590476334642485,265,0.32107309451254334,17,0.006631179614328975,342,0.020422055820285907,177,0.0007388986136942683
117,1213,547,342,0.04534623010847442,257,0.3208577537382224,554,0.006462311481910443,445,0.020422055820285907,2505,0.0007386010823514541
118,1553,541,365,0.04384253274652609,397,0.32060688762896655,773,0.006342464134215677,91,0.020081688223281144,2580,0.0007371226843081487
119,341,540,369,0.04361367400340298,399,0.3201063304273601,618,0.0063315944595731775,215,0.020081688223281144,392,0.0007337632581908232
120,622,530,406,0.0433833840210695,541,0.31999927145397294,219,0.006219653820557508,410,0.019741320626276378,105,0.0007276772792441616
121,483,529,495,0.043366394223892976,128,0.3197141306462617,364,0.006137746495572533,446,0.019741320626276378,222,0.0007199926913777542
122,376,512,432,0.04319648365663314,41,0.3196429248265187,2527,0.006047116517435698,482,0.019741320626276378,1548,0.0007185520430763742
123,1555,509,595,0.043173160490650515,392,0.3194650489640665,763,0.006039546710994883,1570,0.019741320626276378,483,0.000717470306932244
124,289,508,631,0.04293102212072079,602,0.3194650489640665,316,0.00601921461813851,432,0.019060585432266845,481,0.0007145729883020811
125,452,503,629,0.04285713901393736,624,0.31939395403829285,41,0.00601308455675029,477,0.019060585432266845,2581,0.0007088795099247105
126,1114,503,458,0.04261589410646454,315,0.3193584184403802,150,0.00595916223766116,491,0.019060585432266845,416,0.0007073819948764614
127,377,493,227,0.0422818415485295,663,0.3192873709613056,617,0.005946755131893054,813,0.019060585432266845,1397,0.0007070901701953321
128,477,487,167,0.042149480889096154,410,0.3192163550869815,1344,0.005899935573726493,934,0.019060585432266845,12,0.0007052751746579672
129,1579,467,68,0.04196864831016484,598,0.31907441806826786,1196,0.005718135213136337,1556,0.019060585432266845,1588,0.0007040730574309489
130,266,465,470,0.041863316292681,506,0.3189680481100275,99,0.005677143228921989,324,0.018379850238257316,1196,0.0007039259615022877
131,430,464,241,0.041773801777923635,1114,0.3188617490493376,1095,0.0056622040335186355,359,0.018379850238257316,613,0.0007038214882679649
132,469,462,610,0.04151463067158026,483,0.31872012713103903,1288,0.005575926334908372,506,0.018379850238257316,164,0.0007029051208477825
133,478,458,663,0.041503476561811956,290,0.31864936333727106,79,0.005530352974691972,1040,0.018379850238257316,221,0.0007019945579430238
134,495,458,649,0.04045103581611314,1113,0.31847259125065325,1410,0.005527291946126006,1113,0.018379850238257316,380,0.0006994550150738242
135,596,458,290,0.040258323051022456,445,0.3184019373202593,924,0.005505882833539218,1457,0.018379850238257316,64,0.0006974311660742936
136,434,447,446,0.03985455145198362,934,0.3183666221098201,2123,0.005400994788297983,610,0.01803948264125255,1230,0.0006944942048663595
137,83,444,443,0.039630582193677516,617,0.3182254395722991,488,0.005362967041920984,814,0.01803948264125255,829,0.0006941154017750306
138,482,429,773,0.03928959996564142,309,0.3180843821966021,262,0.005351315539186777,295,0.017699115044247787,113,0.0006934025029699374
139,1552,428,523,0.03915106827097147,324,0.31790823623237763,365,0.005337343068992551,367,0.017699115044247787,529,0.0006926723672657275
140,449,426,133,0.03859873593496969,596,0.31759166463179217,1578,0.005327153205427022,452,0.017699115044247787,1570,0.0006912387162834338
141,1551,422,593,0.03854252980653176,221,0.31724065704488696,766,0.005232695319339248,508,0.017699115044247787,491,0.0006910055457660764
142,342,417,559,0.03826010786454002,376,0.3164711648227274,1687,0.005066503897420468,552,0.017699115044247787,1287,0.0006879599424085938
143,455,417,461,0.03815845822926887,614,0.31643627658936585,164,0.005055965371565142,593,0.017699115044247787,488,0.0006863161839540584
144,1575,417,176,0.03811649823499678,362,0.3157053964960556,167,0.005036503715611304,16,0.01735874744724302,225,0.0006828083594781434
145,406,416,464,0.03743303383758043,178,0.31553187478752753,231,0.004954214324586794,365,0.01735874744724302,67,0.0006810018622289922
146,1569,412,564,0.03742831280242885,431,0.31553187478752753,405,0.004936335123370933,377,0.01735874744724302,313,0.0006767424174479968
147,295,411,621,0.03727185075042028,64,0.31535854372029637,392,0.004906562296766058,444,0.01735874744724302,399,0.0006761767105946236
148,1567,410,480,0.03708113186982474,341,0.31480516176158563,592,0.004863503594842286,596,0.01735874744724302,1659,0.0006732385699812963
149,216,409,471,0.03700248369790803,175,0.3141161594377476,1092,0.004859835309159644,807,0.01735874744724302,448,0.0006723660073286535
150,240,409,707,0.03686397995195326,497,0.3139100464722373,1391,0.004840746888239933,1213,0.01735874744724302,1687,0.0006679761824442397
151,552,409,258,0.036577986191965034,295,0.31387572060602925,556,0.004835466616399061,1553,0.01735874744724302,1229,0.0006645751687924671
152,91,397,548,0.03648797238459199,482,0.31339594551175215,293,0.004821060134676674,431,0.017018379850238255,257,0.0006641358593915314
153,325,395,472,0.03641956574491784,58,0.31329332732396176,322,0.004815848268642333,501,0.017018379850238255,599,0.0006631857229650134
154,636,390,454,0.0360682462479959,772,0.313054146029244,1659,0.004767414261939486,1566,0.017018379850238255,451,0.0006608766857685411
155,1549,389,528,0.03598962182434398,460,0.31302000708202155,74,0.004756703234378323,126,0.016678012253233492,430,0.0006606657464693193
156,501,386,555,0.035956148874834025,604,0.3129858755797773,70,0.0045083834236876175,376,0.016678012253233492,132,0.0006593314232358954
157,431,383,657,0.03574226439738271,487,0.3127471633190388,565,0.0044790289027193085,483,0.016678012253233492,301,0.000658490369076841
158,610,382,509,0.035632258512192365,607,0.3127130912890443,107,0.004381581814154077,556,0.016678012253233492,610,0.000656415431454998
159,1565,382,501,0.03555580626206079,301,0.31261091972796096,1588,0.004315136599792343,671,0.016678012253233492,373,0.0006556426812454765
160,2463,382,790,0.03490863785855891,622,0.31254284243707947,628,0.004302655866053998,628,0.01599727705922396,1962,0.0006542474814535725
161,807,380,566,0.03475484043390913,505,0.3124747947901304,815,0.0042800124837603214,434,0.015656909462219197,330,0.0006513750946276391
162,1568,377,543,0.034715065599716856,534,0.31220290025474634,599,0.004194815093461137,449,0.015656909462219197,503,0.0006452463969389686
163,13,372,91,0.0343343173762715,591,0.3120332063204846,35,0.0041577430237083384,598,0.015656909462219197,1040,0.0006405250451699101
164,474,371,522,0.034305290436304745,625,0.31199928966762364,2237,0.004126870165002369,619,0.015656909462219197,378,0.0006391286676854699
165,628,370,476,0.03428936951014585,816,0.31196538038714683,2488,0.004077309500768577,622,0.015656909462219197,1578,0.0006330388669274739
166,329,366,574,0.034268926769832626,477,0.31189758393373224,309,0.00404946399841607,649,0.015656909462219197,307,0.000632947598419431
167,18,360,616,0.03400779786398464,815,0.31189758393373224,2467,0.004032376757841608,1169,0.015656909462219197,1733,0.0006302912367035068
168,457,358,553,0.033939404715507646,380,0.3117282216487986,1224,0.00403215957598672,1575,0.015656909462219197,289,0.000628432936468176
169,816,357,589,0.033901683661991325,52,0.31162669253524455,190,0.004031333751926375,265,0.01531654186521443,1849,0.0006264678585956856
170,491,356,128,0.03309203147066221,113,0.31145762423417295,1286,0.004030174856465002,663,0.01531654186521443,505,0.0006259759426407001
171,167,354,508,0.032909098674242826,555,0.31145762423417295,2256,0.004025770842196425,167,0.014976174268209665,766,0.0006256031659344476
172,1040,353,612,0.03287355066903828,469,0.31135627128128185,76,0.004013923001220784,240,0.014976174268209665,356,0.0006251973510791998
173,1554,347,596,0.03280728553439034,814,0.3111537631373591,84,0.0040066496995724305,629,0.014976174268209665,592,0.0006250723141345485
174,612,341,628,0.03278008265488841,320,0.3110526078177435,831,0.003928821966966844,636,0.014976174268209665,1288,0.0006243870397381346
175,594,340,475,0.03277484368332237,1115,0.31095151824744205,829,0.003867310992569249,788,0.014976174268209665,37,0.0006231339464427876
176,1582,338,310,0.03257593762265975,630,0.3108168343196684,311,0.003865736234886359,1422,0.014976174268209665,342,0.0006220877489804233
177,365,337,546,0.03251461595592677,813,0.3107158979153645,110,0.0038113577312067046,469,0.0146358066712049,320,0.0006191397513147526
178,326,333,683,0.03231324356538174,1457,0.31068226701397744,222,0.0037831004512720525,478,0.0146358066712049,2181,0.0006131672753001147
179,472,333,671,0.03224819617402743,434,0.3105478161789611,1213,0.0037239451801599683,528,0.0146358066712049,258,0.0006127523178113878
180,2087,330,311,0.03201745722459313,597,0.31048063439071255,104,0.003715615915017267,683,0.0146358066712049,602,0.0006120731029282102
181,528,328,41,0.031947518856083185,302,0.31031280702077163,292,0.0036459473781933053,1114,0.0146358066712049,309,0.0006110989594143674
182,663,328,324,0.03191929887294649,615,0.3101116535157884,807,0.0035349971208053204,1552,0.0146358066712049,596,0.0006072260233700256
183,771,328,397,0.03116567861484215,118,0.30987730378302253,1287,0.003361955733438283,474,0.014295439074200136,1093,0.0006035198777305592
184,508,327,178,0.031015607549037583,234,0.30920968059271114,1338,0.0033617239543460085,533,0.014295439074200136,360,0.0005960582898301513
185,533,323,772,0.03085840474940304,342,0.3091763749399114,2191,0.003334807676184386,594,0.014295439074200136,1217,0.0005951505519409707
186,523,320,604,0.03076724200127176,172,0.3086112745879086,1733,0.0033343132601559157,266,0.01395507147719537,626,0.0005950886185236211
187,1573,318,410,0.030632478298069914,613,0.30831293930635206,326,0.0032839965137473975,290,0.01395507147719537,1755,0.0005900131670214866
188,397,316,453,0.030597560538675034,503,0.3081805309149815,221,0.0032472318996537453,316,0.01395507147719537,654,0.0005884290552056933
189,788,314,532,0.03038850062608733,594,0.3081143693583231,1728,0.0032462076460733004,543,0.01395507147719537,341,0.0005876291167187864
190,2080,314,485,0.029827584281102545,552,0.30804823620327726,451,0.003231444096380783,242,0.013614703880190605,446,0.0005860834383686878
191,671,313,788,0.029814362440609015,476,0.3076850107130601,399,0.003224358264695945,301,0.013614703880190605,1338,0.0005824997557859245
192,410,312,530,0.02978807879034918,491,0.30761906172351705,320,0.003219411752315002,309,0.013614703880190605,816,0.0005823347966692772
193,126,311,489,0.02957604619094239,480,0.3074543128686951,483,0.0031926030588740857,457,0.013614703880190605,807,0.000580216835438241
194,559,310,533,0.029208339859677565,369,0.30728974038562656,572,0.003186600420221653,523,0.013614703880190605,68,0.0005750948353585088
195,242,303,597,0.028939119202981218,589,0.30728974038562656,165,0.0031857299130454626,527,0.013614703880190605,495,0.0005721790622523629
196,1580,302,126,0.028685953721171685,658,0.30728974038562656,64,0.003185297884608973,559,0.013614703880190605,324,0.0005706035255848677
197,432,300,557,0.028589610417458958,319,0.3072568470287024,298,0.0031586576908127035,607,0.013614703880190605,1728,0.0005697026386550761
198,369,299,392,0.02845924466652304,464,0.3072568470287024,612,0.003102215287005565,618,0.013614703880190605,178,0.0005683626512400764
199,1571,296,498,0.028377070095619267,478,0.3070924858181382,289,0.003091365330731792,1451,0.013614703880190605,543,0.0005682213656407483
200,128,295,626,0.02834316691771263,360,0.30705963467502545,356,0.003037888641953803,1551,0.013614703880190605,2144,0.0005674803314052709
201,290,295,399,0.027880740085263207,475,0.30699395346974734,86,0.003022247971137536,1686,0.013614703880190605,541,0.0005669997218890651
202,314,288,526,0.027695276887325277,743,0.30689548433039,481,0.0029216921216327764,128,0.01327433628318584,1726,0.0005666607497375375
203,1280,284,570,0.02755990737958119,470,0.30682987332358497,1823,0.002918441432731739,472,0.01327433628318584,497,0.0005663438045555632
204,619,279,231,0.02745793969022656,608,0.3067970783392623,1352,0.0028690014865637254,626,0.01327433628318584,1171,0.0005659471990795994
205,1282,279,625,0.027392260495602515,130,0.30660045555886967,616,0.0028162836332869647,1569,0.01327433628318584,326,0.0005606553437370097
206,458,278,1114,0.02708756746258933,1097,0.3065022386483863,602,0.00280919304194189,1579,0.01327433628318584,598,0.0005598048770025253
207,509,276,368,0.027068658821854608,572,0.30620796511010645,156,0.0028024962690407747,231,0.012933968686181074,813,0.000559159132727726
208,934,276,549,0.026989714079436605,452,0.30617530292716133,310,0.0027932621173400018,257,0.012933968686181074,122,0.0005571623662987956
209,683,275,602,0.02696205636749216,458,0.30617530292716133,377,0.002780447484570386,326,0.012933968686181074,1170,0.0005567219049037968
210,598,273,13,0.026713047559552918,318,0.3057187629078856,105,0.0027655066606377568,566,0.012933968686181074,377,0.0005559746120057086
211,265,272,314,0.026661843081374235,457,0.3057187629078856,37,0.0027394811756292674,790,0.012933968686181074,713,0.0005554026646982853
212,649,270,568,0.02661831651120406,631,0.3056536540242932,1962,0.002720165265908466,1196,0.012933968686181074,1553,0.000554024340684585
213,1457,269,316,0.02653327396220381,329,0.3055885728672562,416,0.0027123146665699125,1582,0.012933968686181074,455,0.0005527774464336977
214,487,264,456,0.02632955404503663,461,0.30549100308026156,1058,0.0026908760188164493,232,0.01259360108917631,2368,0.0005521865804645068
215,1212,263,807,0.02540297635907512,367,0.3054584936620344,1217,0.0026905243845553196,311,0.01259360108917631,607,0.0005515837162024551
216,309,258,545,0.02522943958847045,317,0.30539349557848045,189,0.002688637470381529,574,0.01259360108917631,831,0.0005504424033351398
217,543,255,586,0.024650299834765802,609,0.3053285251507433,568,0.002666099581877961,612,0.01259360108917631,1028,0.0005500085113258877
218,607,253,580,0.02450280854074428,266,0.3052311213251954,596,0.0026445585796029724,816,0.01259360108917631,1574,0.0005482019846758502
219,790,253,1213,0.02448327941275423,471,0.3050689196452479,543,0.002639079736027494,1565,0.01259360108917631,429,0.0005479919502431878
220,1574,253,468,0.02443464294183528,629,0.3050040872321897,294,0.0025599671991594544,313,0.012253233492171545,311,0.0005476080802821853
