,TC,TC_i,PI,PI_i,CC,CC_i
44,3005,0.3214,2760,0.11137717881606059,140,0.19369614512471653
45,4333,0.3214,4368,0.11208123648020084,1159,0.19527485975493744
46,4368,0.3214,2944,0.11379282877593054,4352,0.19756721797158636
47,280,0.3077,2936,0.11922219440371018,4402,0.19829687470718318
48,2530,0.3077,3895,0.12044129691188515,548,0.19864087301587297
49,2595,0.3077,2595,0.12155099064057372,4392,0.20075904499540861
50,4346,0.3077,2959,0.12216127731831564,4342,0.2007612546619013
51,279,0.2917,4346,0.12221203788573176,2574,0.20213541666666668
52,2235,0.2917,3186,0.12261663907792288,726,0.20245181405895687
53,2838,0.2917,3284,0.12303149606299213,4372,0.20344789434751556
54,2852,0.2917,2530,0.12375012375012374,3722,0.20438775510204077
55,2932,0.2917,4364,0.12468516994588662,2533,0.20440520216962527
56,2944,0.2917,2838,0.12494065318973488,4128,0.20604840575686054
57,3186,0.2917,4391,0.12511573205214824,653,0.20652069160997727
58,3284,0.2917,249,0.12602076822260308,4317,0.20821474848442775
59,4364,0.2917,2852,0.12605412764240967,2918,0.20861712997956383
60,4391,0.2917,2724,0.12713588283157037,2235,0.20866753472222221
61,249,0.2727,282,0.12783146699391523,2595,0.21282836076817557
62,1356,0.2727,295,0.12783146699391523,1276,0.21411458333333333
63,1584,0.2727,302,0.12783146699391523,2760,0.21472109532470396
64,2221,0.2727,4371,0.12952528981283595,639,0.21550719607570917
65,2724,0.2727,3041,0.12959411124358508,4359,0.21613047052154194
66,2839,0.2727,2235,0.13797290212202323,584,0.21614583333333331
67,2908,0.2727,1356,0.14197688616293266,2298,0.21614583333333331
68,2952,0.2727,2932,0.14260249554367202,2883,0.21627878403304623
69,3041,0.2727,3129,0.1427062819305306,1484,0.216358024691358
70,4371,0.2727,2846,0.14283469740469354,2528,0.2164509322247417
71,282,0.25,2839,0.1434823158045771,3128,0.21821095721760547
72,295,0.25,2908,0.1446780190685629,4361,0.21842331985594976
73,302,0.25,1584,0.14552016181841995,2851,0.21854166666666666
74,725,0.25,2952,0.1457938474996355,4384,0.2187883655898441
75,490,0.25,4416,0.14717353231194902,2740,0.21897304205246912
76,2458,0.25,3276,0.14746869976847413,1356,0.22168233989197528
77,2617,0.25,4383,0.14901130995842585,1173,0.2227469135802469
78,2846,0.25,4365,0.14937858508604207,4357,0.22389478920820027
79,3129,0.25,2779,0.14974319042841527,305,0.22540509259259256
80,3276,0.25,4357,0.1644195988161789,2534,0.22771604938271606
81,4357,0.25,725,0.16699509034434387,2781,0.22955215419501132
82,4365,0.25,3008,0.16707600287370725,4365,0.2306419150172908
83,4383,0.25,639,0.16877637130801687,2932,0.23067057291666665
84,4416,0.25,2221,0.1693021365929638,2544,0.23236331569664898
85,639,0.2222,1151,0.16960651289009498,4396,0.23300071421283547
86,1151,0.2222,2697,0.17028522775649213,2908,0.2334715932130521
87,1489,0.2222,2458,0.17056114617090226,2959,0.23398176142885135
88,2574,0.2222,2617,0.17056114617090226,2655,0.23442322530864196
89,2576,0.2222,2825,0.17083504168375016,4367,0.23446404950869232
90,2687,0.2222,3117,0.17083504168375016,1311,0.23553240740740738
91,2692,0.2222,1489,0.17106005918678047,2223,0.23650741598079555
92,2657,0.2222,490,0.17127100210663332,2530,0.23720437885802467
93,2697,0.2222,2881,0.17144718569444684,4340,0.23818074061580552
94,2779,0.2222,680,0.1735930285039753,902,0.24049382716049383
95,2671,0.2222,2574,0.17373779491990687,4333,0.24064565996185397
96,2781,0.2222,2692,0.17373779491990687,4383,0.2420756865477885
97,2810,0.2222,2843,0.17427675148135238,2852,0.24359375
98,2813,0.2222,2657,0.17429801474561205,2810,0.24471655328798184
99,2820,0.2222,4385,0.17489549993878659,2222,0.24502743484224965
100,2825,0.2222,511,0.1752049898381106,3775,0.24524691358024692
101,2840,0.2222,4367,0.1758860258552458,2986,0.24549984602894653
102,2881,0.2222,2857,0.1766066792646098,2332,0.2472993827160494
103,2916,0.2222,3173,0.17715419501133786,1006,0.2474074074074074
104,3008,0.2222,2916,0.17721698447579215,2800,0.2493159722222223
105,3117,0.2222,2840,0.17751899453241496,4221,0.24938586545729402
106,3785,0.2222,2710,0.17878852892798397,4404,0.2515961374261638
107,4187,0.2222,2820,0.17888447640513755,928,0.25244598765432097
108,4367,0.2222,2914,0.17962350912487426,2543,0.2527723574125089
109,56,0.1875,2722,0.1802776275464215,3005,0.25293402777777774
110,251,0.1875,2889,0.1802776275464215,4401,0.2536331982862015
111,511,0.1875,2813,0.1988032047076599,2687,0.253970773494583
112,551,0.1875,2781,0.19934614464556255,2840,0.2573330901290557
113,680,0.1875,2687,0.20130445285449713,2880,0.2598640388724523
114,726,0.1875,762,0.20132471663546134,2813,0.2599206349206349
115,762,0.1875,2576,0.20238818053025703,720,0.26166666666666666
116,928,0.1875,3785,0.20446552711212893,2952,0.2619505159065599
117,1170,0.1875,4187,0.20446552711212893,762,0.2627797067901234
118,1298,0.1875,4317,0.20538941833716726,4327,0.26278271604938275
119,2222,0.1875,2538,0.20569359881520485,2500,0.26456404320987653
120,2223,0.1875,2544,0.20569359881520485,4374,0.2657310319100092
121,2538,0.1875,2693,0.2068466232288758,4368,0.26810363223142614
122,2543,0.1875,2223,0.20722811671087535,740,0.26991111111111116
123,2544,0.1875,726,0.20754638661740898,750,0.26991111111111116
124,2693,0.1875,2671,0.20875083500334002,1278,0.27125000000000005
125,2710,0.1875,1298,0.20892965338570504,257,0.2733410493827161
126,2717,0.1875,4340,0.2096216329525207,198,0.27444444444444444
127,2722,0.1875,2810,0.20966118752096613,2814,0.27530000000000004
128,2843,0.1875,4172,0.21029609690444143,2914,0.27663580246913577
129,2857,0.1875,2383,0.21040228917690626,2724,0.27750566893424033
130,2889,0.1875,928,0.2114656685487111,3197,0.2786458333333333
131,2914,0.1875,2543,0.21196769612311084,859,0.279104938271605
132,2971,0.1875,551,0.21208907741251326,3156,0.2802694444444445
133,3173,0.1875,56,0.212616673399528,139,0.28030045351473926
134,4172,0.1875,251,0.212616673399528,2780,0.28030045351473926
135,4317,0.1875,4128,0.21411442274751627,2447,0.28075555555555565
136,4340,0.1875,4221,0.21411442274751627,2878,0.2812222852103804
137,4385,0.1875,4404,0.21447261184746708,4364,0.2844258717222732
138,4404,0.1875,1170,0.21490587122840196,2697,0.2845804988662131
139,929,0.1429,2971,0.2166612501354133,4090,0.28881111111111113
140,1951,0.1429,2670,0.21699034392969513,2671,0.2918055555555555
141,2219,0.1429,3221,0.21699034392969513,3041,0.2958569101508916
142,2383,0.1429,2222,0.21702330830331176,4371,0.2958603395061728
143,2728,0.1429,2717,0.21713169037020952,2967,0.2974448979591837
144,2801,0.1429,2801,0.21781746896101067,2825,0.3040173847316704
145,3156,0.1429,929,0.21878965562508207,2736,0.30722222222222223
146,3829,0.1429,2716,0.2194763294778658,2997,0.3072722222222223
147,4128,0.1429,2465,0.2194763294778658,2977,0.3077000000000001
148,4221,0.1429,3244,0.2194763294778658,4347,0.3080585135236606
149,139,0.0833,3279,0.2194763294778658,1298,0.30960648148148145
150,140,0.0833,3030,0.22016247991017374,2796,0.31000000000000005
151,257,0.0833,2520,0.22026431718061673,2692,0.31060570987654323
152,305,0.0833,2728,0.22071157411494657,2529,0.31383265306122454
153,312,0.0833,3133,0.2214103841470165,2874,0.31383265306122454
154,316,0.0833,3134,0.2214103841470165,2383,0.31437500000000007
155,355,0.0833,3270,0.2214103841470165,3186,0.31629251700680266
156,360,0.0833,3096,0.2215968267334412,2837,0.317818964320422
157,548,0.0833,2219,0.22171965766484855,355,0.3180555555555556
158,854,0.0833,3829,0.22171965766484855,4343,0.3213461376286052
159,1046,0.0833,305,0.22209390130147025,4376,0.3215421417457402
160,1091,0.0833,312,0.22209390130147025,2515,0.32162761400856643
161,1159,0.0833,3018,0.22230126267117195,313,0.3221701388888889
162,1276,0.0833,3213,0.22230126267117195,2450,0.3228444444444445
163,1311,0.0833,2529,0.2223853047790602,1584,0.32298752834467115
164,1173,0.0833,2874,0.2223853047790602,511,0.3254475308641974
165,1484,0.0833,2917,0.2223853047790602,2392,0.32611111111111113
166,2283,0.0833,3159,0.2223853047790602,652,0.3278814129818594
167,2328,0.0833,3065,0.2223853047790602,667,0.3278814129818594
168,2392,0.0833,3202,0.2223853047790602,2839,0.3286514235323759
169,2447,0.0833,2500,0.22261303176687963,4335,0.32929185693254953
170,2450,0.0833,2579,0.22261303176687963,2670,0.32933888888888896
171,2488,0.0833,3113,0.22261303176687963,4375,0.3295250692869741
172,2515,0.0833,2998,0.2228114346828279,2576,0.32999999999999996
173,2528,0.0833,3197,0.2228114346828279,2674,0.33025969756738993
174,2529,0.0833,3230,0.2228114346828279,2819,0.3303086162658562
175,2500,0.0833,2879,0.22337383845604003,3284,0.33050821192845664
176,2520,0.0833,3111,0.22337383845604003,685,0.33294359410430835
177,2548,0.0833,1951,0.22346868086437685,249,0.33309220679012347
178,2561,0.0833,4343,0.22407457201756747,2020,0.33333333333333337
179,2579,0.0833,3063,0.224290680722216,2916,0.33349814814814815
180,2586,0.0833,3109,0.224290680722216,1151,0.3342283950617284
181,2604,0.0833,3148,0.224290680722216,2881,0.3343367346938775
182,2606,0.0833,2986,0.2256725040621051,929,0.3347111111111111
183,2655,0.0833,3153,0.2256725040621051,2864,0.3347448979591837
184,2670,0.0833,3156,0.22582539180705477,2787,0.33520000000000005
185,2674,0.0833,3126,0.22639288220778342,4413,0.3358281329060549
186,2703,0.0833,3130,0.22639288220778342,2838,0.3375593663391282
187,2716,0.0833,3038,0.22730889005068988,2405,0.33876543209876553
188,2465,0.0833,2969,0.22818026240730174,2703,0.34010000000000007
189,2736,0.0833,3104,0.22818026240730174,1201,0.3405291551882461
190,2765,0.0833,2972,0.22836263987211694,4398,0.34237944274740806
191,2780,0.0833,2865,0.22849308808408544,2820,0.3447846371882087
192,2787,0.0833,2765,0.22872303927174586,2728,0.34606206979833354
193,2796,0.0833,3112,0.22872303927174586,4408,0.3507335192264846
194,2814,0.0833,2674,0.22894297030609675,551,0.35141156462585044
195,2864,0.0833,3215,0.22894297030609675,2798,0.3518055555555556
196,2865,0.0833,2997,0.22960003673600585,2944,0.3553595049130763
197,2874,0.0833,3211,0.22960003673600585,2657,0.3558330057949106
198,2879,0.0833,3131,0.22967386311437757,2486,0.35807291666666674
199,2917,0.0833,4380,0.23097888852958842,864,0.35828896604938276
200,2937,0.0833,3200,0.23166917641607787,280,0.3601003086419753
201,2942,0.0833,3042,0.2320131783485302,2328,0.3618453266723356
202,2956,0.0833,2328,0.2667733760170735,2283,0.3622490889003673
203,2967,0.0833,2967,0.26738682852482687,2779,0.3623791383219955
204,2969,0.0833,1311,0.27165054873410843,2722,0.3644156804733728
205,2972,0.0833,2942,0.27165054873410843,2488,0.36444444444444457
206,2977,0.0833,3775,0.27165054873410843,4386,0.3719369834710744
207,2983,0.0833,2780,0.27602197134891937,2857,0.3723473922902495
208,2986,0.0833,2488,0.27667874830534267,2937,0.3743923611111111
209,2997,0.0833,4090,0.27770063871146905,2843,0.3745381624487284
210,2998,0.0833,2447,0.2792594040604317,2971,0.3749213296398893
211,3018,0.0833,2983,0.2792594040604317,2693,0.3756591836734694
212,3038,0.0833,759,0.28071751396569633,550,0.3795833333333334
213,3042,0.0833,1530,0.28192044205125316,4380,0.38513888888888886
214,3063,0.0833,2655,0.28284542497525106,4421,0.38921875
215,3096,0.0833,316,0.28322995439997734,4436,0.38921875
216,3104,0.0833,355,0.28322995439997734,759,0.3893229166666667
217,3109,0.0833,1046,0.28322995439997734,1046,0.390625
218,3111,0.0833,1091,0.28322995439997734,4410,0.39131944444444444
219,3112,0.0833,1159,0.28322995439997734,360,0.39583333333333337
220,3113,0.0833,2283,0.28322995439997734,4344,0.39714850395315754
221,3126,0.0833,2392,0.28322995439997734,26,0.3974263038548753
222,3030,0.0833,2548,0.28322995439997734,4385,0.3975978476790165
223,3130,0.0833,2977,0.28322995439997734,384,0.4014583333333333
224,3131,0.0833,3312,0.28322995439997734,2765,0.401775969756739
225,3133,0.0833,3904,0.28322995439997734,3276,0.4050055555555556
226,3134,0.0833,4164,0.28322995439997734,3683,0.4063903061224489
227,3148,0.0833,4448,0.28322995439997734,4160,0.4072222222222222
228,3153,0.0833,3127,0.2834949254408346,4416,0.40748888888888896
229,3159,0.0833,360,0.2837845507690561,251,0.40916666666666673
230,3065,0.0833,2561,0.28389734272087214,2917,0.41040816326530616
231,3197,0.0833,548,0.28410705153701915,2465,0.41333333333333344
232,3200,0.0833,584,0.2841797152519253,944,0.4144965277777778
233,3202,0.0833,2528,0.2846975088967971,1028,0.4144965277777778
234,3211,0.0833,2298,0.28511147858812796,2956,0.42083767361111113
235,3213,0.0833,1276,0.2851765242685222,56,0.421388888888889
236,3215,0.0833,685,0.28589399050831954,282,0.42147500000000016
237,3221,0.0833,384,0.28677946659019216,295,0.42147500000000016
238,3230,0.0833,447,0.28677946659019216,302,0.42147500000000016
239,3244,0.0833,740,0.28677946659019216,2715,0.423125
240,3270,0.0833,750,0.28677946659019216,3008,0.42933888888888905
241,3279,0.0833,1006,0.28677946659019216,2579,0.4403211805555555
242,3312,0.0833,1057,0.28677946659019216,279,0.45454444444444453
243,3775,0.0833,2725,0.28677946659019216,2801,0.4577562326869806
244,3904,0.0833,2726,0.28677946659019216,3129,0.46093333333333336
245,4090,0.0833,2783,0.28677946659019216,2983,0.46124999999999994
246,4164,0.0833,2785,0.28677946659019216,2783,0.4653472222222222
247,4327,0.0833,4421,0.28677946659019216,2806,0.4653472222222222
248,4343,0.0833,4436,0.28677946659019216,3117,0.47111111111111126
249,4380,0.0833,4410,0.28726551951969204,2120,0.4763194444444444
250,4410,0.0833,140,0.28730678618628974,4358,0.4764197530864197
251,4448,0.0833,257,0.28730678618628974,2889,0.4826687315088757
252,26,0.0,1173,0.28730678618628974,2219,0.4865277777777777
253,131,0.0,2604,0.28730678618628974,4201,0.4930083144368858
254,198,0.0,2606,0.28730678618628974,2520,0.49948731138545943
255,370,0.0,2703,0.28730678618628974,3829,0.5108583990795529
256,384,0.0,2814,0.28730678618628974,2942,0.51953125
257,447,0.0,2956,0.28730678618628974,2972,0.5303858024691357
258,534,0.0,2796,0.2880765131218852,3200,0.5312106324011086
259,538,0.0,653,0.2882592026750454,3173,0.5330324074074074
260,550,0.0,1335,0.28866693608914035,3096,0.533504940295601
261,584,0.0,2864,0.2887002713782551,1951,0.5383007369614512
262,652,0.0,2515,0.2893434796446862,3042,0.5443672839506172
263,653,0.0,854,0.2898130705694827,3153,0.5466672265614065
264,667,0.0,2736,0.2898130705694827,131,0.5475850340136054
265,685,0.0,538,0.2904190747248279,3211,0.5495833333333333
266,720,0.0,550,0.2904190747248279,3112,0.5520414201183432
267,740,0.0,2586,0.29045281594005057,447,0.554753086419753
268,750,0.0,2787,0.29151119402985076,2373,0.554753086419753
269,759,0.0,4327,0.29221822857309837,2710,0.5570977153188691
270,859,0.0,4160,0.29227801484772314,538,0.5637037037037036
271,864,0.0,4217,0.29227801484772314,1057,0.5637037037037036
272,902,0.0,1484,0.2925858739540055,3131,0.5647518266565885
273,944,0.0,534,0.2929029612489382,4217,0.565
274,1006,0.0,652,0.29296302806585806,312,0.568287037037037
275,1028,0.0,667,0.29296302806585806,1855,0.5687988158226251
276,1057,0.0,2937,0.29301453352086265,2012,0.5687988158226251
277,1201,0.0,2450,0.2940225221251948,3038,0.5735802469135802
278,1278,0.0,139,0.29409169779137134,3030,0.5735802469135802
279,1335,0.0,4386,0.29447274654730704,534,0.5810185185185184
280,1530,0.0,2486,0.2955868877656587,3127,0.5899999999999999
281,1855,0.0,2158,0.2957267484844004,2865,0.5984328546233307
282,2012,0.0,3152,0.2977342424152202,1335,0.6023611111111111
283,2020,0.0,4218,0.29847182425978985,3877,0.6023611111111111
284,2046,0.0,2120,0.2988375220392673,3221,0.6079166666666667
285,2120,0.0,720,0.30007501875468867,3215,0.6104174884944115
286,2158,0.0,902,0.300833308263891,2158,0.611111111111111
287,2298,0.0,944,0.30110505555388273,3113,0.6184413580246912
288,2332,0.0,1028,0.30110505555388273,3152,0.62358024691358
289,2373,0.0,2020,0.30110505555388273,2046,0.628641975308642
290,2405,0.0,2046,0.30110505555388273,3848,0.6311819709255607
291,2486,0.0,3683,0.30110505555388273,3126,0.6313117283950617
292,2534,0.0,3722,0.30110505555388273,3130,0.6313117283950617
293,2596,0.0,3796,0.30110505555388273,2969,0.6321806500377929
294,2725,0.0,3877,0.30110505555388273,3104,0.6321806500377929
295,2726,0.0,4201,0.3024986387561256,370,0.6602777777777775
296,2783,0.0,2534,0.30315891590371674,2785,0.6683333333333332
297,2785,0.0,198,0.3031681067151735,3010,0.6683333333333332
298,2806,0.0,370,0.3031681067151735,2998,0.6716820987654321
299,2715,0.0,1201,0.3031681067151735,3230,0.6716820987654321
300,3010,0.0,2715,0.3031681067151735,3018,0.7162208504801095
301,3127,0.0,2405,0.30410850591491045,3213,0.7162208504801095
302,3152,0.0,1278,0.304228780042592,2879,0.7187654320987653
303,3683,0.0,3848,0.30478512648582745,3111,0.7187654320987653
304,3722,0.0,2596,0.304905936518584,2725,0.7353395061728394
305,3796,0.0,26,0.3057262527133205,2726,0.7353395061728394
306,3877,0.0,131,0.3057262527133205,3063,0.7722908093278463
307,3848,0.0,859,0.3057262527133205,3109,0.7722908093278463
308,4160,0.0,864,0.3057262527133205,3148,0.7722908093278463
309,4201,0.0,2806,0.3057262527133205,3133,0.7928949357520785
310,4217,0.0,3010,0.3057262527133205,3134,0.7928949357520785
311,4218,0.0,1855,0.30594138163127943,3159,0.7928949357520785
312,4358,0.0,2012,0.30594138163127943,3065,0.7928949357520785
313,4375,0.0,2332,0.3063913229977327,3202,0.7928949357520785
314,4386,0.0,2373,0.3063913229977327,3270,0.7928949357520785
315,4396,0.0,4396,0.30846108763379504,2716,0.8311111111111109
316,4421,0.0,4358,0.3092050338579512,3244,0.8311111111111109
317,4436,0.0,4375,0.31738978639667376,3279,0.8311111111111109
