,nodes,CnC
143,361,0.3252873563218391
144,17,0.32519390979603563
145,414,0.32519390979603563
146,412,0.32500717772035603
147,456,0.32500717772035603
148,337,0.3248206599713056
149,212,0.32454128440366975
150,237,0.32454128440366975
151,83,0.32435530085959885
152,304,0.32435530085959885
153,445,0.32435530085959885
154,488,0.3242623890002865
155,54,0.32407672487832806
156,403,0.3239839725243274
157,111,0.32389127324749645
158,217,0.32379862700228834
159,339,0.32361349342481416
160,451,0.32361349342481416
161,375,0.32333618966009714
162,286,0.3230593607305936
163,116,0.3225990310629809
164,121,0.3225071225071225
165,352,0.3222317107884999
166,398,0.3220483641536273
167,13,0.3218652260449247
168,312,0.32168229610684856
169,144,0.3215909090909091
170,269,0.3215909090909091
171,185,0.32149957398466344
172,553,0.3213170593244394
173,230,0.32122587968217936
174,372,0.32122587968217936
175,710,0.3210436755530346
176,26,0.32095265097816844
177,266,0.32095265097816844
178,413,0.32095265097816844
179,275,0.3206798866855524
180,247,0.320407585621285
181,320,0.320407585621285
182,648,0.320407585621285
183,774,0.3202263083451202
184,250,0.3201357466063348
185,326,0.31995477671000566
186,124,0.319774011299435
187,70,0.31968370516803163
188,216,0.31968370516803163
189,190,0.3194130925507901
190,197,0.3194130925507901
191,551,0.3194130925507901
192,363,0.31923293852227863
193,147,0.31905298759864714
194,245,0.3188732394366197
195,239,0.3187834412841453
196,249,0.3186936936936937
197,33,0.31842475386779184
198,47,0.31833520809898763
199,502,0.31806687271705536
200,29,0.31797752808988766
201,100,0.31797752808988766
202,690,0.31797752808988766
203,307,0.31788823364223534
204,85,0.31779898933183603
205,561,0.3177097951164749
206,459,0.3176206509539843
207,274,0.31753155680224404
208,58,0.3173535183627698
209,357,0.3171756794620342
210,443,0.31699803976477176
211,409,0.31673195299384443
212,500,0.31673195299384443
213,676,0.31655480984340045
214,244,0.3162894663313775
215,457,0.3162894663313775
216,65,0.31567205800334636
217,175,0.31567205800334636
218,329,0.31567205800334636
219,442,0.31567205800334636
220,4,0.31549609810479373
221,229,0.31549609810479373
222,370,0.31540819169685147
223,321,0.31523252575884153
224,227,0.31470670002780093
225,201,0.31461923290717064
226,42,0.3145318143928869
227,204,0.31418262558978627
228,262,0.31418262558978627
229,188,0.31409544950055496
230,234,0.3139212423738214
231,335,0.3139212423738214
232,27,0.31383421125589134
233,585,0.313660293710169
234,336,0.3134865688175021
235,704,0.3134865688175021
236,89,0.31331303625795737
237,292,0.3131396957123098
238,632,0.31296654686204034
239,63,0.31262082297707816
240,112,0.31244824730886006
241,21,0.3122758620689655
242,90,0.3121036669423766
243,381,0.31167400881057267
244,691,0.31167400881057267
245,430,0.31158821910267
246,590,0.31158821910267
247,360,0.31150247660979635
248,402,0.3114167812929849
249,290,0.310989010989011
250,564,0.310989010989011
251,183,0.3107329124348065
252,256,0.3107329124348065
253,86,0.3106476399560922
254,333,0.31039210309843707
255,288,0.31022197862428064
256,218,0.3101369863013699
257,602,0.3100520405368392
258,399,0.3096280087527352
259,11,0.30954334153677876
260,661,0.3093741459415141
261,724,0.3092051352089593
262,211,0.3091206990715456
263,400,0.3091206990715456
264,396,0.3089519650655022
265,401,0.3089519650655022
266,541,0.30886766712141883
267,206,0.30861504907306436
268,494,0.3085309348596348
269,589,0.3084468664850136
270,437,0.3083628439117407
271,390,0.3082788671023965
272,192,0.3081110506260207
273,186,0.3078596682077781
274,84,0.3076923076923077
275,723,0.3076923076923077
276,78,0.3076086956521739
277,279,0.3073581319576432
278,883,0.30727470141150925
279,729,0.30719131614654005
280,348,0.3071079761258817
281,259,0.306941431670282
282,570,0.3066088840736728
283,345,0.3065258597346331
284,597,0.3063599458728011
285,77,0.30627705627705626
286,151,0.3061114115738237
287,299,0.3061114115738237
288,305,0.3061114115738237
289,606,0.305863280194542
290,504,0.30578065910318747
291,167,0.3055330634278003
292,386,0.30536822228216887
293,191,0.3052035589107576
294,499,0.3052035589107576
295,210,0.30503907302613853
296,385,0.30503907302613853
297,640,0.3047106325706595
298,76,0.3045466774280334
299,415,0.3044647660032275
300,278,0.30438289862866363
301,46,0.3043010752688172
302,376,0.3043010752688172
303,483,0.3042192958882021
304,131,0.30413756045137025
305,351,0.30413756045137025
306,28,0.3039742212674543
307,187,0.3039742212674543
308,454,0.3039742212674543
309,424,0.30389261744966445
310,512,0.30381105743424586
311,506,0.3037295411859404
312,653,0.3035666398498257
313,554,0.3034039131600107
314,471,0.3032413608357889
315,215,0.3029978586723769
316,382,0.3029978586723769
317,114,0.3029167781643029
318,135,0.3029167781643029
319,368,0.3029167781643029
320,425,0.3029167781643029
321,277,0.3028357410379882
322,480,0.3028357410379882
323,647,0.3028357410379882
324,714,0.30259288960171077
325,708,0.30226969292389855
326,67,0.30202774813233724
327,255,0.3019471859162443
328,408,0.3017057569296375
329,725,0.3017057569296375
330,364,0.30138445154419596
331,520,0.30138445154419596
332,306,0.30098378090933264
333,384,0.3007438894792774
334,314,0.3005841741901221
335,264,0.30042462845010615
336,662,0.30042462845010615
337,869,0.3001856271546009
338,697,0.30010604453870626
339,649,0.30002650410813675
340,517,0.2999470058293588
341,160,0.2998675496688742
342,214,0.29947089947089944
343,557,0.29947089947089944
344,523,0.29939169531869875
345,749,0.29939169531869875
346,180,0.2993125330512956
347,276,0.2993125330512956
348,91,0.2992334126354745
349,657,0.29915433403805497
350,444,0.2988384371700106
351,706,0.2986807387862797
352,670,0.298601951991559
353,126,0.29852320675105487
354,198,0.29852320675105487
355,162,0.29844450303190084
356,452,0.29844450303190084
357,406,0.29836584080126516
358,417,0.29836584080126516
359,436,0.29836584080126516
360,74,0.2982086406743941
361,155,0.2981301027126679
362,422,0.29805160610847814
363,658,0.29805160610847814
364,728,0.29789473684210527
365,810,0.29773803261441345
366,243,0.2974251182343668
367,703,0.2974251182343668
368,755,0.2974251182343668
369,655,0.2973469923824534
370,323,0.29719086374376474
371,603,0.29719086374376474
372,196,0.2971128608923885
373,835,0.2971128608923885
374,387,0.2969569779643232
375,764,0.2968790978232363
376,66,0.29680125852123757
377,233,0.2967234600262123
378,129,0.29656798532879225
379,189,0.29656798532879225
380,568,0.29656798532879225
381,426,0.2962575242083224
382,463,0.2962575242083224
383,397,0.29610253727439184
384,152,0.29594771241830065
385,550,0.29594771241830065
386,742,0.295793049385942
387,261,0.29571577847439917
388,692,0.29571577847439917
389,511,0.2956385479237399
390,157,0.2954070981210856
391,207,0.2954070981210856
392,815,0.2953300286981477
393,571,0.2952529994783516
394,148,0.29509906152241916
395,379,0.29486845532690803
396,356,0.2947916666666667
397,687,0.2947916666666667
398,631,0.29471491799010674
399,766,0.29471491799010674
400,455,0.2945615404631798
401,537,0.29448491155046824
402,87,0.29440832249674903
403,479,0.29433177327093085
404,265,0.2942552638419548
405,486,0.2942552638419548
406,118,0.29417879417879417
407,519,0.29410236425045466
408,641,0.294025974025974
409,166,0.2939496234744222
410,272,0.29387331256490135
411,362,0.29387331256490135
412,109,0.29379704126654554
413,474,0.29379704126654554
414,858,0.29372080954852103
415,310,0.2934923515685766
416,552,0.2934923515685766
417,161,0.2932642487046632
418,289,0.2932642487046632
419,432,0.2931882931882932
420,446,0.2931882931882932
421,102,0.29311237700673226
422,251,0.29311237700673226
423,284,0.29311237700673226
424,860,0.2928848641655886
425,450,0.2928091050181066
426,826,0.2928091050181066
427,890,0.29273338505301266
428,32,0.29258206254846214
429,610,0.2924308964091966
430,98,0.29235537190082644
431,660,0.29235537190082644
432,64,0.2922044398554466
433,605,0.29205366357069146
434,92,0.29175257731958765
435,128,0.2916774027312548
436,263,0.2916774027312548
437,316,0.2916774027312548
438,562,0.291602266872746
439,394,0.29145211122554066
440,522,0.2913770913770914
441,282,0.2912271674813481
442,458,0.2911522633744856
443,637,0.2911522633744856
444,429,0.2910773977886346
445,891,0.2910773977886346
446,533,0.2909277820611668
447,411,0.2908530318602261
448,393,0.2907783200616491
449,694,0.29055441478439425
450,235,0.29047985629971773
451,1000,0.2903308540651449
452,440,0.2900333077120164
453,7,0.2899590163934426
454,358,0.2899590163934426
455,583,0.2899590163934426
456,540,0.28988476312419975
457,404,0.2895881299565106
458,539,0.2895140664961637
459,580,0.2893660531697341
460,271,0.2892921032455916
461,421,0.2892921032455916
462,461,0.2892921032455916
463,285,0.28921819110884006
464,701,0.28914431673052365
465,573,0.28907048008171604
466,956,0.2884811416921509
467,431,0.2884076433121019
468,705,0.2884076433121019
469,482,0.28833418237391745
470,222,0.28826075884899416
471,693,0.28826075884899416
472,296,0.28818737270875766
473,952,0.2881140239246628
474,311,0.28796743831086236
475,768,0.28789420142421157
476,300,0.28782100177981185
477,434,0.28774783934926285
478,712,0.28774783934926285
479,894,0.28774783934926285
480,679,0.28745556119857796
481,830,0.28745556119857796
482,832,0.28745556119857796
483,699,0.28738258441228737
484,957,0.28730964467005077
485,921,0.2871638762049721
486,82,0.2870910474258179
487,711,0.2870182555780933
488,62,0.28694550063371355
489,297,0.2868727825646224
490,374,0.2868727825646224
491,671,0.2868727825646224
492,889,0.2868727825646224
493,646,0.28665484932894403
494,920,0.28643724696356276
495,280,0.28636478623830003
496,164,0.2862923621648963
497,700,0.2862923621648963
498,324,0.28621997471554994
499,208,0.28600303183425974
500,591,0.28600303183425974
501,416,0.28585858585858587
502,96,0.2857142857142857
503,470,0.2856421902599041
504,611,0.2856421902599041
505,593,0.28557013118062563
506,60,0.2853541719183262
507,347,0.2853541719183262
508,642,0.2853541719183262
509,1066,0.2853541719183262
510,811,0.2852103804484757
511,107,0.28513853904282116
512,219,0.2850667338201964
513,624,0.2850667338201964
514,787,0.2849949647532729
515,52,0.2847798742138365
516,378,0.28456510809451985
517,88,0.28442211055276384
518,327,0.28442211055276384
519,527,0.28442211055276384
520,246,0.284350665661894
521,566,0.284350665661894
522,295,0.2842078835048958
523,418,0.2842078835048958
524,595,0.2842078835048958
525,613,0.28406524466750316
526,163,0.28399397892624184
527,221,0.28378039608924543
528,837,0.28378039608924543
529,241,0.2836381859183162
530,696,0.283496118206862
531,140,0.28342513770655986
532,779,0.28342513770655986
533,545,0.2831415707853927
534,820,0.2831415707853927
535,194,0.28307076769192296
536,656,0.28292926768307924
537,931,0.28278790906819884
538,223,0.2827172827172827
539,665,0.28250561517344647
540,707,0.28250561517344647
541,257,0.282435129740519
542,667,0.282435129740519
543,565,0.2823646794711898
544,816,0.2823646794711898
545,365,0.2822942643391521
546,478,0.28215353938185445
547,818,0.28215353938185445
548,484,0.2819427148194272
549,808,0.2819427148194272
550,904,0.2818725099601594
551,645,0.28180234005476723
552,165,0.2817322050771528
553,895,0.2817322050771528
554,907,0.2817322050771528
555,760,0.2816621050012441
556,464,0.2813121272365805
557,94,0.28117237953303525
558,709,0.28117237953303525
559,228,0.2810327706057597
560,137,0.28082361696849417
561,475,0.28082361696849417
562,490,0.28082361696849417
563,95,0.28075396825396826
564,346,0.28075396825396826
565,720,0.28075396825396826
566,447,0.28033680039623576
567,809,0.28033680039623576
568,823,0.28033680039623576
569,854,0.2801980198019802
570,892,0.2801980198019802
571,153,0.2799901063566658
572,427,0.2799901063566658
573,460,0.2799208704253215
574,650,0.27985166872682327
575,821,0.2797133679268594
576,16,0.27957520375401335
577,220,0.2795061728395062
578,407,0.2795061728395062
579,974,0.27943717600592444
580,369,0.2793682132280355
581,439,0.2793682132280355
582,911,0.2793682132280355
583,953,0.2793682132280355
584,598,0.27923038973852987
585,812,0.27923038973852987
586,623,0.27916152897657215
587,964,0.27916152897657215
588,514,0.27909270216962523
589,719,0.27909270216962523
590,873,0.27902390929258075
591,644,0.2788177339901478
592,740,0.2788177339901478
593,828,0.2787490765821226
594,592,0.27868045297882815
595,885,0.27861186315530395
596,887,0.27861186315530395
597,982,0.27840629611411705
598,410,0.2783378411605606
599,569,0.2783378411605606
600,744,0.27820103219464243
601,509,0.2781326781326781
602,485,0.27806435765168264
603,359,0.2779960707269155
604,420,0.2779278173336607
605,884,0.2779278173336607
606,919,0.2779278173336607
607,814,0.2776551385822909
608,867,0.2776551385822909
609,674,0.2775870524767043
610,994,0.2774509803921569
611,120,0.27704356338717573
612,158,0.27704356338717573
613,743,0.2769757768534377
614,746,0.27690802348336596
615,616,0.2765697532372343
616,859,0.2765021983390327
617,780,0.27643467643467645
618,944,0.276232308443143
619,839,0.27616491827274947
620,322,0.27603023652767616
621,677,0.27603023652767616
622,848,0.2759629449049244
623,886,0.2759629449049244
624,845,0.27576126674786844
625,865,0.27569410618606915
626,718,0.2754928206376247
627,747,0.2754928206376247
628,847,0.27535879348090486
629,761,0.27515799708313077
630,508,0.2750242954324587
631,752,0.2750242954324587
632,794,0.2750242954324587
633,995,0.27495749332037894
634,868,0.27489072365225836
635,472,0.2748239864044671
636,1031,0.27475728155339807
637,782,0.2746906090754671
638,1068,0.2746906090754671
639,578,0.27455736114479745
640,643,0.27449078564500484
641,507,0.2744242424242424
642,888,0.2744242424242424
643,929,0.2744242424242424
644,741,0.2739593417231365
645,735,0.2738930558916042
646,675,0.2735621072982117
647,852,0.2735621072982117
648,594,0.2733639217580295
649,349,0.27329792370835343
650,913,0.27329792370835343
651,1006,0.27329792370835343
652,783,0.27323195751870627
653,510,0.27310012062726174
654,169,0.27303424987940184
655,813,0.2728368281513618
656,373,0.2727710843373494
657,25,0.27270537219947
658,532,0.2726396917148362
659,601,0.2725084256138662
660,581,0.27244283995186525
661,843,0.27244283995186525
662,535,0.2721808126953595
663,833,0.2721153846153846
664,630,0.27204998798365776
665,117,0.2719846227775108
666,748,0.2719846227775108
667,1001,0.2719846227775108
668,1009,0.2719846227775108
669,771,0.27185398655139287
670,973,0.271723475756121
671,516,0.2716582673386129
672,609,0.2716582673386129
673,702,0.2715930902111324
674,526,0.27152794435116334
675,150,0.2713977463438024
676,178,0.2713326941514861
677,807,0.2713326941514861
678,177,0.27126767313683203
679,756,0.27126767313683203
680,491,0.2711377245508982
681,588,0.2710727969348659
682,795,0.2710727969348659
683,980,0.2710079004069907
684,586,0.27094303494494976
685,620,0.27094303494494976
686,785,0.27094303494494976
687,918,0.27094303494494976
688,476,0.27087820052644174
689,713,0.27087820052644174
690,717,0.27087820052644174
691,113,0.2708133971291866
692,342,0.2708133971291866
693,31,0.2707486247309256
694,546,0.2707486247309256
695,1049,0.2707486247309256
696,473,0.2704252269469661
697,901,0.270360640076427
698,769,0.2702960840496657
699,789,0.27010260081126225
700,575,0.2700381679389313
701,959,0.26990939437291367
702,441,0.2697807435653003
703,726,0.26971646414105316
704,776,0.2695238095238095
705,961,0.26945965246369913
706,248,0.2693955259400286
707,629,0.2693314299310017
708,168,0.2691393247741322
709,1069,0.26907535060613264
710,125,0.26901140684410646
711,498,0.26901140684410646
712,639,0.26901140684410646
713,294,0.2689474934663816
714,122,0.2686283815851922
715,435,0.2686283815851922
716,945,0.2686283815851922
717,538,0.2685009487666034
718,1008,0.2684372776855585
719,176,0.268310026072529
720,462,0.268310026072529
721,878,0.2681828950485667
722,607,0.26811937470393177
723,863,0.26811937470393177
724,651,0.2679289940828402
725,308,0.26786559394226217
726,628,0.26773888363292336
727,897,0.26773888363292336
728,534,0.2676755734216127
729,173,0.26761229314420804
730,291,0.26754904277948477
731,303,0.26754904277948477
732,1025,0.26754904277948477
733,179,0.2674858223062382
734,853,0.2674858223062382
735,871,0.2674858223062382
736,1067,0.26742263170328373
737,722,0.267233238904627
738,301,0.26717016757139483
739,558,0.26710712600283154
740,579,0.26710712600283154
741,928,0.2669811320754717
742,547,0.2668552569542669
743,622,0.26666666666666666
744,528,0.26660386245878476
745,688,0.2665410878267012
746,893,0.2665410878267012
747,599,0.2664783427495292
748,505,0.26635294117647057
749,979,0.26603995299647476
750,97,0.2659149635893822
751,621,0.2659149635893822
752,477,0.26572769953051645
753,825,0.26554069903823596
754,99,0.2654784240150094
755,922,0.2654161781946073
756,975,0.26516748653080346
757,159,0.26504331538281434
758,791,0.26504331538281434
759,951,0.26504331538281434
760,619,0.2648572765559195
761,772,0.2648572765559195
762,59,0.264733395696913
763,792,0.2646714987140519
764,1070,0.2646714987140519
765,143,0.26454779154007946
766,171,0.26454779154007946
767,170,0.2643624474544605
768,319,0.26430072379173475
769,685,0.26430072379173475
770,521,0.26417736289381566
771,801,0.26405411709820387
772,984,0.26405411709820387
773,672,0.26399253731343286
774,927,0.26399253731343286
775,449,0.2639309862438797
776,778,0.26368506871651526
777,824,0.26368506871651526
778,252,0.26362366092221706
779,260,0.26362366092221706
780,596,0.26362366092221706
781,633,0.26362366092221706
782,955,0.26362366092221706
783,958,0.26362366092221706
784,287,0.26356228172293367
785,654,0.2635009310986965
786,698,0.2633170504768551
787,819,0.2633170504768551
788,1033,0.26325581395348835
789,489,0.26301115241635686
790,754,0.26264501160092807
791,663,0.2624014835419564
792,937,0.26215840666975454
793,960,0.26215840666975454
794,543,0.262037037037037
795,763,0.261976394353159
796,967,0.261976394353159
797,423,0.26191577973160574
798,881,0.26191577973160574
799,877,0.2616131268777444
800,949,0.2616131268777444
801,838,0.26155268022181144
802,765,0.2614922614922615
803,985,0.26143187066974594
804,936,0.26125086545118853
805,496,0.261070110701107
806,817,0.26100991468757206
807,874,0.26100991468757206
808,1037,0.26100991468757206
809,954,0.26088960589997695
810,576,0.26076940797051373
811,101,0.26070935052970984
812,481,0.2606493207460281
813,943,0.26052934407364786
814,138,0.2601700758446334
815,448,0.2601700758446334
816,903,0.2601102941176471
817,635,0.2600505398575695
818,912,0.2600505398575695
819,468,0.2598117971081019
820,556,0.2598117971081019
821,941,0.25969259004358797
822,536,0.2594545037818015
823,745,0.2590389016018307
824,806,0.25897963852665296
825,850,0.25892040256175664
826,1032,0.25874285714285716
827,736,0.25827059091946153
828,793,0.25827059091946153
829,695,0.2581527936145952
830,786,0.25797629899726526
831,108,0.2579175210754158
832,231,0.2579175210754158
833,680,0.2579175210754158
834,730,0.25785876993166285
835,942,0.25780004554771124
836,989,0.25774134790528236
837,846,0.25768267698611425
838,935,0.2576240327719618
839,721,0.2575068243858053
840,962,0.2574482601773937
841,549,0.25703905540417804
842,829,0.2569807037457435
843,906,0.2569807037457435
844,880,0.25692237857467093
845,870,0.2568640798729294
846,1061,0.2568640798729294
847,934,0.25674756180539804
848,963,0.25674756180539804
849,965,0.25674756180539804
850,405,0.25657298277425206
851,678,0.2563986409966025
852,487,0.2563405797101449
853,492,0.2563405797101449
854,493,0.2563405797101449
855,555,0.25605066726984843
856,790,0.255819209039548
857,1013,0.255819209039548
858,582,0.25576140985088114
859,668,0.25570363677433927
860,1004,0.25564588979223124
861,914,0.2553575456801263
862,834,0.2552999548940009
863,836,0.2552999548940009
864,775,0.2550698512843623
865,805,0.2550698512843623
866,1054,0.2550698512843623
867,797,0.255012390177968
868,777,0.25489754559783834
869,681,0.25484016208914906
870,992,0.25484016208914906
871,950,0.2546681664791901
872,981,0.2546108861898336
873,1012,0.25449640287769787
874,1015,0.25449640287769787
875,604,0.25432487081554705
876,737,0.25421064450931957
877,762,0.2539255271422162
878,1034,0.2539255271422162
879,225,0.25386858039919263
880,733,0.25386858039919263
881,977,0.25386858039919263
882,909,0.2538116591928251
883,497,0.2537547635059404
884,1059,0.253584229390681
885,344,0.25352743561030233
886,738,0.25352743561030233
887,664,0.2534706672637707
888,796,0.253187206441512
889,932,0.2530739995528728
890,840,0.2529608938547486
891,1030,0.2529608938547486
892,986,0.25273498548783213
893,529,0.2526221825485383
894,727,0.2525094802587553
895,1036,0.2525094802587553
896,652,0.2522281639928699
897,923,0.2522281639928699
898,600,0.25211581291759466
899,925,0.2520596749053663
900,638,0.25200356188780054
901,1011,0.25200356188780054
902,1010,0.2519474738482083
903,293,0.2516674077367719
904,612,0.25155555555555553
905,899,0.25155555555555553
906,608,0.25138796357983567
907,773,0.25138796357983567
908,530,0.251276359600444
909,751,0.2511648546705125
910,559,0.2511091393078971
911,1029,0.2510534486582391
912,876,0.2506088111578481
913,930,0.2506088111578481
914,1023,0.2505533421868083
915,1052,0.2504424778761062
916,924,0.25027636524430685
917,524,0.2501657458563536
918,1072,0.25011047282368537
919,525,0.24994480017663945
920,938,0.24994480017663945
921,939,0.2498344736261311
922,987,0.2497793468667255
923,1019,0.2497793468667255
924,325,0.24933920704845816
925,1060,0.2492842986126404
926,309,0.24922941435490972
927,1045,0.24906490649064905
928,1022,0.24895535517923906
929,172,0.24890061565523308
930,734,0.24890061565523308
931,991,0.24890061565523308
932,1005,0.2488459001978457
933,1040,0.24879120879120878
934,966,0.24873654141946824
935,822,0.24868189806678384
936,1077,0.24851811196487378
937,715,0.24835454146555508
938,684,0.24830006580390437
939,882,0.24813678211310827
940,1021,0.2478108581436077
941,1002,0.2477566207047494
942,862,0.2474857892435505
943,689,0.24743169398907103
944,110,0.2472155492465604
945,788,0.24716157205240175
946,988,0.2471076184239249
947,1058,0.2471076184239249
948,753,0.2469458987783595
949,910,0.24656937486386407
950,34,0.2465156794425087
951,35,0.2465156794425087
952,36,0.2465156794425087
953,1096,0.24608695652173912
954,968,0.2458197611292074
955,666,0.24571304536574778
956,902,0.2456597222222222
957,898,0.24560642221740073
958,770,0.24539345328419684
959,800,0.24534026874729084
960,864,0.2451277609354699
961,926,0.24480968858131488
962,798,0.24475675675675676
963,669,0.24470384781668827
964,933,0.2445452581551091
965,969,0.24438687392055267
966,970,0.24438687392055267
967,1062,0.24433412475717678
968,872,0.2442286947141316
969,875,0.2442286947141316
970,978,0.24401810735072213
971,495,0.24391294979530273
972,174,0.24354561101549052
973,767,0.24344086021505376
974,908,0.24344086021505376
975,855,0.24338851859815094
976,856,0.24338851859815094
977,857,0.24338851859815094
978,1024,0.24333619948409285
979,1026,0.24333619948409285
980,341,0.24312714776632302
981,940,0.24307494094910886
982,851,0.2430227565478746
983,1097,0.24276217027664593
984,915,0.24271012006861065
985,841,0.2423982869379015
986,318,0.2422945205479452
987,1042,0.24188034188034188
988,998,0.24167378309137488
989,1007,0.24136460554371003
990,1099,0.24136460554371003
991,317,0.24131315284587507
992,636,0.24131315284587507
993,1020,0.24110756123535676
994,1003,0.24090231964247713
995,1083,0.2407998298234418
996,1014,0.24033970276008493
997,560,0.24018671758964566
998,1089,0.24003392705682783
999,916,0.23972892842016094
1000,673,0.23912125052809463
1001,224,0.23881856540084387
1002,1085,0.23866751001475858
1003,1046,0.2382656282887813
1004,614,0.23791509037410677
1005,976,0.23766533697249634
1006,1038,0.23756558237145856
1007,1057,0.23716739995809763
1008,842,0.23711772098868872
1009,1053,0.23711772098868872
1010,983,0.2370184254606365
1011,799,0.23677055009412257
1012,1018,0.23677055009412257
1013,1111,0.23667154505540455
1014,993,0.23617775923221365
1015,626,0.2361284939507718
1016,1104,0.2361284939507718
1017,625,0.23603002502085071
1018,1115,0.23509865005192107
1019,946,0.2350010379904505
1020,1065,0.23495226234952263
1021,844,0.23490350695164972
1022,1076,0.2345627849150435
1023,574,0.23451419100890822
1024,1086,0.23446561723280862
1025,739,0.23441706357423897
1026,1016,0.23432001655971849
1027,1044,0.23373941771629156
1028,971,0.2333539476396619
1029,972,0.2333539476396619
1030,1048,0.23296974686149413
1031,849,0.23282599753187988
1032,716,0.2325390304026294
1033,1074,0.231919688588404
1034,1050,0.23168235775685633
1035,900,0.2313982011447261
1036,879,0.23135090946249745
1037,1113,0.23092615259077928
1038,866,0.23040911866476693
1039,615,0.23036223036223036
1040,617,0.23036223036223036
1041,618,0.23036223036223036
1042,996,0.23036223036223036
1043,1087,0.23036223036223036
1044,1088,0.23036223036223036
1045,1091,0.22998780983340106
1046,784,0.22994109282957545
1047,759,0.22989439480097482
1048,990,0.2298477157360406
1049,831,0.22928904192829655
1050,781,0.22910342036025097
1051,1108,0.22910342036025097
1052,1109,0.22910342036025097
1053,1110,0.22910342036025097
1054,1101,0.22896440129449838
1055,515,0.2289180990899899
1056,518,0.2289180990899899
1057,997,0.2286868686868687
1058,999,0.22859450726978997
1059,1028,0.22859450726978997
1060,827,0.22813381700927046
1061,750,0.22808785009067095
1062,1035,0.22776659959758552
1063,1112,0.22776659959758552
1064,1079,0.22772078052705694
1065,1056,0.22753768844221106
1066,1043,0.22740056247488952
