,nodes,EC
335,388,0.01563184476419684
336,393,0.01563184476419684
337,403,0.01563184476419684
338,379,0.015580680217044942
339,378,0.015416672448022159
340,248,0.015252584913986551
341,297,0.015117787505044345
342,269,0.015045702622259786
343,416,0.015029461449469376
344,20,0.01501416191959457
345,21,0.01501416191959457
346,338,0.014591364741465572
347,257,0.01448874460673255
348,357,0.014218265380411342
349,260,0.014201187318331324
350,259,0.01420112962765898
351,261,0.014201129023946775
352,256,0.0142011290238258
353,258,0.014201129023824534
354,31,0.014114464391391107
355,263,0.014055841892270734
356,215,0.013930169088519118
357,436,0.013849550130643993
358,437,0.013849550130643993
359,154,0.013611734127943202
360,34,0.013605261587807012
361,37,0.013605261587807012
362,439,0.013347073831742915
363,213,0.012913413534999975
364,201,0.012824183037309657
365,178,0.0127528824127688
366,359,0.012542818653540132
367,202,0.012526869349034186
368,114,0.012042495070320486
369,193,0.011763309543691577
370,368,0.011657817081108836
371,285,0.011552801344831234
372,288,0.011552801344831234
373,226,0.011538459542647341
374,254,0.011089709072546507
375,372,0.01102342316318995
376,225,0.011021917281448279
377,367,0.010989793454067696
378,304,0.010979947596894689
379,200,0.010945893375812933
380,380,0.010580074847580431
381,377,0.010573831786948842
382,354,0.010207990817708266
383,305,0.010024698182948271
384,381,0.010009498997635558
385,376,0.0100092617045451
386,163,0.009425350400402944
387,275,0.009372401593038796
388,279,0.008062227187175303
389,156,0.00797000622445255
390,158,0.007678541975670359
391,190,0.007652260259449097
392,29,0.007488890534826371
393,438,0.007304486008147077
394,363,0.007014238019315479
395,446,0.006988927730993273
396,447,0.006988927730993273
397,28,0.006828959324810155
398,60,0.006401898013787863
399,255,0.006089439159268385
400,355,0.006028082773671512
401,360,0.006028082773671512
402,289,0.0060236990914743225
403,352,0.005312869227329824
404,385,0.005229215776944027
405,448,0.005177072098075567
406,373,0.00504818803086685
407,374,0.00504818803086685
408,435,0.004431791910807323
409,45,0.004379729047923244
410,74,0.0043239497338559115
411,46,0.0043027589802605536
412,18,0.004302287303690212
413,73,0.0043006384611783315
414,47,0.004299862637627307
415,434,0.00426976221405707
416,216,0.0042603398190661735
417,217,0.0042603398190661735
418,433,0.004250732180124136
419,43,0.004223033071097131
420,205,0.003949523466953834
421,443,0.0037557676917024494
422,442,0.0037505399047783193
423,440,0.0036690253621332065
424,441,0.0036690253621332065
425,238,0.0033556607342862875
426,271,0.00324765334470056
427,33,0.0028644343117894644
428,110,0.002172760414730429
429,386,0.0018281202338563082
430,445,0.0016096585426870291
431,449,0.001607295959163098
432,450,0.001607295959163098
433,444,0.0010556994591663393
434,302,0.0008672957299136533
435,108,0.0006535164483558295
436,76,0.0003672439255827718
437,75,0.0003462281560831989
438,160,0.0003173655495819314
439,161,0.0003173655495819314
440,157,0.0003173655495819313
441,42,0.00019573896808882082
442,77,0.00019481921401835108
443,79,0.0001890987322233373
444,78,0.0001890650615393564
445,44,0.0001883948548332249
446,41,0.00018200248293964922
447,40,0.00018122710466359507
448,72,0.00017456231383685712
449,452,0.00014275390518082105
450,278,3.619075341216279e-05
451,303,3.2965969439462524e-05
452,451,2.4839134724350393e-05
