,TC,TC_i,PI,PI_i,CC,CC_i
192,489,0.64,93,0.03425619523290787,495,0.08221935268538563
193,495,0.64,848,0.034811668871405695,289,0.0823024438727273
194,55,0.64,127,0.034951714206823276,590,0.08239137275287854
195,568,0.64,221,0.035015844669713046,724,0.08292998516740116
196,127,0.63,486,0.03505303524232164,216,0.08345795035931988
197,486,0.63,513,0.03513036879861165,255,0.0837289921852853
198,481,0.63,168,0.035783168313288795,409,0.08409981126747453
199,413,0.63,135,0.03623293428795037,124,0.08418718009871298
200,197,0.63,117,0.03625618621177239,101,0.08432702380085225
201,352,0.63,188,0.03642031962472503,176,0.08485810843846305
202,251,0.62,744,0.036766327926232044,484,0.08492194909822497
203,168,0.62,155,0.03684842767759099,9,0.08499698930922012
204,314,0.62,358,0.037218165442189026,235,0.08505738051434207
205,387,0.62,1069,0.03751768020679745,427,0.08520001398132657
206,500,0.62,786,0.03763586547436245,418,0.08528845436749082
207,202,0.61,430,0.037753799919961945,507,0.08561060399856281
208,358,0.61,775,0.03779818039559576,399,0.0856247804364341
209,149,0.61,945,0.0378908440564422,254,0.08617865462294862
210,211,0.61,38,0.038110918015793166,55,0.08682411659611515
211,51,0.6,255,0.03834120606097785,157,0.08702366732114947
212,199,0.6,481,0.038429907691361724,330,0.08705713939904383
213,117,0.59,269,0.03850048318106392,420,0.08724111415956642
214,383,0.59,532,0.03872021931132218,256,0.08727224870687672
215,592,0.58,1005,0.03877697423270062,193,0.08729290781802324
216,165,0.58,413,0.0388078236572493,267,0.08772893336411335
217,240,0.58,599,0.03884913327583662,217,0.08777831297368872
218,409,0.58,757,0.03886317442181312,192,0.08778060246773091
219,757,0.57,70,0.03897602195129556,500,0.08790556845893877
220,848,0.57,1067,0.03917236624595546,282,0.08819993427717936
221,512,0.57,191,0.03923769015565592,338,0.08873383210267775
222,191,0.57,518,0.039364964394389704,145,0.08922155427758124
223,598,0.56,162,0.03941927523720549,93,0.08967596830460865
224,284,0.56,94,0.039739468047480714,443,0.0900853684761154
225,248,0.56,895,0.04067405036260916,884,0.09009753989356419
226,484,0.55,743,0.040873382435890095,293,0.09019784159639091
227,709,0.55,248,0.041097804555280656,65,0.09095121390166544
228,263,0.55,245,0.041294329462678185,18,0.0909733917002556
229,287,0.55,510,0.041434804407005796,603,0.09155565671498866
230,254,0.55,495,0.041825603961721206,291,0.0923733429569801
231,562,0.55,409,0.04207603138871942,555,0.09262145391516023
232,430,0.55,709,0.04248521514512949,503,0.09313751518901935
233,74,0.54,208,0.04249929876157043,257,0.09334760473693769
234,513,0.54,88,0.04259887198186992,59,0.09368119344495804
235,162,0.54,748,0.042644650655021835,451,0.09395022933784328
236,82,0.54,746,0.04280638671289756,306,0.094102445584662
237,340,0.54,562,0.04280656995235629,67,0.09425932282348824
238,230,0.54,325,0.042827102703675,489,0.09435574434649742
239,221,0.54,380,0.04282783638053389,199,0.09449704922477602
240,769,0.54,263,0.04299355526606562,117,0.09457227657683175
241,599,0.54,549,0.043244365259206725,353,0.09482771102397176
242,1069,0.52,237,0.0438002882058964,12,0.0948605175879404
243,259,0.52,981,0.04429051031525985,336,0.09520364226006627
244,88,0.52,512,0.04432074033364653,649,0.09520680531593229
245,786,0.52,641,0.0444547184238135,438,0.09572973036815174
246,1005,0.51,412,0.04454660465779298,584,0.09661640518111546
247,849,0.51,110,0.04490063489497741,447,0.09682644687709865
248,131,0.51,230,0.045197127270590685,677,0.09684437526004858
249,441,0.51,500,0.04530524408200249,709,0.09696556148606121
250,412,0.51,246,0.04543265517523375,202,0.09757169361298991
251,518,0.51,314,0.04629479600198142,127,0.09763851472669835
252,426,0.51,896,0.046710200573601264,84,0.09791514739806594
253,104,0.5,995,0.046928748081787416,334,0.09803958849743975
254,227,0.5,287,0.047618140606845584,726,0.09807382272463289
255,612,0.5,259,0.047828353604583866,207,0.09881439043252108
256,443,0.5,568,0.04791038840951884,91,0.09977932181571998
257,188,0.5,706,0.04792186818610936,230,0.10040423667051053
258,245,0.5,694,0.04830217842824711,431,0.1004486495088946
259,334,0.5,347,0.04841208365608056,592,0.10074773862528515
260,208,0.49,240,0.048565378712823196,168,0.1010153206749525
261,238,0.49,484,0.04857552279406407,691,0.10104907916450542
262,945,0.49,468,0.04863623983502587,481,0.10155807783282134
263,427,0.48,71,0.048851501206632085,251,0.10171121915439832
264,1067,0.48,695,0.04898383043757256,113,0.10229370106722407
265,464,0.48,472,0.049463078285214006,79,0.10234016018861276
266,466,0.48,25,0.04987332176272269,457,0.10245511657740286
267,313,0.48,849,0.05026944422102469,263,0.1027745133422563
268,363,0.48,464,0.050567877261648304,337,0.10291680104519686
269,339,0.47,1035,0.05089498837049516,275,0.10344393342007036
270,995,0.47,340,0.050952038845834415,662,0.10344427435020728
271,457,0.47,441,0.0510310830326752,407,0.10365777253843728
272,743,0.47,894,0.05121560232109109,391,0.10383906148468239
273,744,0.47,427,0.05127784386922099,228,0.10425024056377148
274,203,0.46,363,0.051370566720092055,130,0.10432420798541914
275,472,0.46,569,0.051388517749594034,125,0.10432791187131378
276,748,0.46,51,0.05177591384487936,565,0.10460421608463047
277,694,0.46,131,0.05190571845300197,75,0.10468971603228693
278,344,0.46,400,0.052036446327007435,346,0.10469435119831391
279,695,0.46,119,0.052224502692173116,211,0.10514662489521615
280,325,0.46,82,0.05230234942153602,148,0.10534825575221869
281,347,0.46,28,0.05236397149305392,594,0.10538814606784178
282,110,0.45,892,0.05242518925493321,71,0.10553012270911759
283,246,0.45,809,0.052532596476113434,132,0.10566227790389564
284,641,0.45,578,0.052903055151434994,163,0.10568943358200772
285,308,0.45,334,0.053122543082382435,400,0.10608247211570491
286,113,0.44,598,0.053270545117488195,231,0.10627159438818373
287,503,0.44,284,0.05331996779473945,5,0.10635835374885491
288,765,0.44,113,0.05407919357106547,364,0.10667112248467217
289,507,0.44,983,0.054127198917456015,222,0.1067997721045589
290,895,0.44,104,0.05414273106764052,260,0.10688048594057561
291,404,0.43,443,0.054345167899396224,300,0.10729129123636683
292,706,0.43,227,0.054421472536203885,248,0.1074232656638304
293,291,0.43,920,0.05454971934169398,512,0.10766315824462896
294,107,0.43,745,0.05503668194851869,189,0.10768631591643432
295,71,0.43,503,0.05504970988802888,425,0.1079354125638181
296,362,0.43,833,0.0554708084870337,28,0.1080803558169989
297,746,0.43,228,0.055871227993720074,369,0.10821623413515886
298,235,0.43,834,0.05588340486409155,542,0.1083861944173284
299,1035,0.42,254,0.05703595546632596,562,0.10894368958905527
300,400,0.42,824,0.05729608323974973,197,0.1091858037876154
301,73,0.42,344,0.057339120761922234,64,0.10924522541902558
302,892,0.42,238,0.05763290147079165,371,0.10924880244821628
303,558,0.41,63,0.05779144224323263,191,0.11002076949182438
304,351,0.41,891,0.057835896427476684,115,0.110064945999172
305,86,0.41,642,0.05783723445479731,280,0.11022698856728996
306,510,0.41,203,0.05805313022478172,68,0.1108069646368587
307,896,0.41,1105,0.05805346724333111,312,0.11134646136646759
308,25,0.4,291,0.05824756379564425,756,0.11143999061806971
309,432,0.4,190,0.058297480382897844,441,0.11155506134288215
310,447,0.4,148,0.058569269875481736,78,0.11185394556777484
311,63,0.4,43,0.05880934598126334,475,0.11209280579877441
312,43,0.4,293,0.059097463536865,995,0.11308597344310403
313,380,0.4,523,0.06017969657396987,757,0.11354126481958059
314,28,0.39,74,0.06054881445421299,382,0.11378036826796328
315,477,0.39,784,0.06075001974375642,246,0.11458555590072397
316,487,0.39,656,0.0611744266426863,388,0.11466897673500029
317,523,0.39,61,0.06124186248752197,464,0.11489351477052764
318,569,0.39,466,0.06136927117853549,705,0.11504918847610363
319,981,0.39,912,0.0613888616049504,707,0.11513565639645214
320,217,0.38,33,0.061429212047497066,250,0.11533041833917469
321,290,0.38,477,0.06144695284560839,650,0.11555117988170095
322,416,0.38,868,0.06178025997133396,695,0.11602360238081634
323,745,0.38,808,0.06180469715698393,363,0.11622298067746592
324,228,0.38,487,0.06219369604696867,663,0.11633661965047432
325,250,0.38,141,0.06257783117752705,729,0.11643179316180938
326,508,0.38,508,0.06298498437972387,765,0.11746522606412718
327,407,0.38,429,0.06310462115140691,459,0.11777957372113217
328,824,0.37,373,0.06315005083579092,486,0.11778901209117275
329,642,0.37,612,0.06345097143437266,890,0.11787888422755516
330,293,0.37,558,0.06367844930240259,184,0.11823707731486796
331,67,0.37,339,0.06369913623971259,383,0.11826895557551609
332,115,0.36,765,0.06405329233922624,633,0.11834561415035023
333,119,0.36,648,0.06407093934404172,377,0.11836745254708674
334,894,0.36,507,0.06409311447671177,870,0.11863753163680381
335,912,0.36,290,0.06426983045618725,849,0.11872492843589563
336,470,0.36,86,0.06464959917248513,444,0.11911273686861769
337,61,0.36,663,0.06511137300352253,373,0.11922616553361826
338,809,0.36,622,0.06529972574115189,694,0.11941948044056547
339,431,0.35,1043,0.0653146533424774,472,0.11943942173221826
340,480,0.35,1098,0.06538127088114339,485,0.11959192128541543
341,648,0.35,78,0.0657133845021554,508,0.11994228859365669
342,884,0.35,416,0.06580159503066355,279,0.12004622845236558
343,231,0.35,884,0.06585663011623695,149,0.12009962941274066
344,317,0.35,770,0.06597263455118817,412,0.1203780637936061
345,833,0.35,457,0.06597481081722999,430,0.12062720833571629
346,121,0.34,889,0.06607900405725085,908,0.12100442820390228
347,475,0.34,890,0.06609603754254932,654,0.1210305920614487
348,491,0.34,407,0.06618440298359289,22,0.12124463739236091
349,79,0.34,317,0.06632135348618196,158,0.12125785952963984
350,181,0.34,250,0.0664332644641825,445,0.12127845715388338
351,148,0.34,455,0.06654024021026717,780,0.12141574156588245
352,157,0.34,217,0.06654068297357005,66,0.12160049591906194
353,276,0.34,278,0.06668533856146389,786,0.12190871658929321
354,190,0.34,8,0.066928132571245,505,0.12210467291772263
355,399,0.34,431,0.0673232931862095,859,0.12238537117290886
356,891,0.34,437,0.06752240055638457,208,0.12327727036389366
357,607,0.33,491,0.06922906513070447,297,0.12332673261342249
358,868,0.33,957,0.06966747713165064,121,0.12349001619614658
359,33,0.33,447,0.06974327500470767,245,0.12396517529213856
360,312,0.33,432,0.06979097602679973,317,0.12419079083400734
361,784,0.33,67,0.06981680071492403,162,0.1245979229430424
362,438,0.33,121,0.06987143655673561,518,0.1259373351197999
363,373,0.33,235,0.06988413210896334,538,0.12616839189222007
364,365,0.33,166,0.06997949600766976,86,0.12625702901994426
365,1043,0.32,181,0.07022323967893936,976,0.12719584597293665
366,663,0.32,108,0.07062994851076754,43,0.12806177343789132
367,834,0.32,699,0.07063793115627229,586,0.12813145284640864
368,890,0.32,362,0.07068186798040699,476,0.12819935876256527
369,78,0.32,479,0.07070635650144948,523,0.12871334259448097
370,161,0.32,475,0.07075188023121715,487,0.12906607757519956
371,297,0.32,73,0.07087121990630825,324,0.12920011471768356
372,455,0.32,643,0.07092600998638221,188,0.12952050108755275
373,278,0.32,79,0.07094009818109588,657,0.12988859824925195
374,920,0.32,107,0.07096375880837656,181,0.1300824326589516
375,983,0.32,157,0.07144490169181528,784,0.13008998621460527
376,1105,0.31,471,0.07150620673874493,307,0.13038832228283997
377,479,0.31,404,0.07161476983012977,252,0.13163214769642137
378,957,0.31,308,0.07185663164853484,153,0.13182952716975982
379,501,0.31,187,0.07191037091369318,892,0.13183647516655758
380,699,0.31,419,0.07217715160088922,824,0.1319616082672625
381,677,0.31,505,0.07223606746848701,632,0.13199342327353397
382,187,0.31,313,0.0722908985758693,278,0.13276791994379264
383,256,0.31,115,0.0729793833242109,671,0.13352924359716492
384,808,0.3,470,0.07496308068276374,386,0.13372868288197695
385,650,0.3,607,0.07505648000120091,88,0.1337720609919315
386,656,0.3,422,0.07590017608840853,593,0.13438336624335798
387,305,0.3,1039,0.07596186714269436,416,0.13471921624534666
388,141,0.3,847,0.07596186714269436,221,0.1348227099939361
389,603,0.3,365,0.07600112481664728,638,0.13495535275036455
390,872,0.3,907,0.07630908230697618,477,0.1350063810838631
391,422,0.3,603,0.07669005713409256,661,0.1350561427346973
392,622,0.29,1004,0.077518178012744,352,0.13506406612343588
393,1098,0.29,792,0.07763914876437294,599,0.13610385353725749
394,437,0.29,300,0.07815858376646216,323,0.13617650411249316
395,391,0.29,297,0.08050298263550663,521,0.13632549880096573
396,770,0.29,480,0.08068355104444856,347,0.13654574081522136
397,634,0.29,231,0.08119651179785317,387,0.13702050961060117
398,372,0.29,351,0.08125787185633608,408,0.1372463189107092
399,602,0.29,161,0.0814411831775092,480,0.1376089497843827
400,328,0.29,602,0.08155542506687545,706,0.1380457092383924
401,270,0.29,634,0.08208765319608277,77,0.1383313644516679
402,279,0.29,940,0.08228420966016621,161,0.13854259655975026
403,889,0.29,996,0.08240286761979317,783,0.1392226365164348
404,337,0.29,976,0.08259752703004072,456,0.13944100973606224
405,476,0.29,527,0.08269383434771103,385,0.13976096657339426
406,108,0.28,476,0.08284180528862085,349,0.14004248453352627
407,167,0.28,372,0.08291186468783683,118,0.1400702022839851
408,166,0.28,623,0.0832493901982168,398,0.14017449368569923
409,505,0.28,869,0.08339518476203184,840,0.14237619950957023
410,369,0.28,328,0.08389965601141035,61,0.14332393122102594
411,353,0.28,601,0.08498053945646447,953,0.1435573335454317
412,907,0.27,364,0.08504413790757404,675,0.14483085173420004
413,456,0.27,662,0.08672876446202146,571,0.145867782573271
414,711,0.27,501,0.08825735845726138,29,0.14593374400444972
415,336,0.27,276,0.08890232301770044,433,0.1459353187180338
416,392,0.27,563,0.08934634216075195,607,0.14673783149458025
417,8,0.26,399,0.08957844384327356,572,0.14687639016833587
418,908,0.26,357,0.09019165727170236,848,0.14697790716207973
419,675,0.26,256,0.09025352214370165,699,0.14713706882060248
420,527,0.26,567,0.09028774704984786,833,0.14738064825408784
421,869,0.26,677,0.09097939316744758,395,0.14743398186409554
422,364,0.26,793,0.09125669596006607,509,0.14788021282170039
423,75,0.26,167,0.09144278424989484,629,0.1480160529550154
424,91,0.26,369,0.09156670634557275,659,0.14832214142022718
425,444,0.26,129,0.09186110600771634,265,0.1486159463104414
426,315,0.26,691,0.0919303535641398,234,0.14944929541873594
427,940,0.26,902,0.09230030828302967,325,0.14962547153186354
428,408,0.26,220,0.09244707405010631,432,0.15042098519627276
429,996,0.26,1026,0.092690432493558,455,0.15078069272806036
430,793,0.25,312,0.0958322552204621,63,0.15127655440330587
431,101,0.25,657,0.0985823852993947,769,0.15137733792428762
432,471,0.25,172,0.09859599305884209,411,0.1514371157267044
433,643,0.25,872,0.09893741219304668,642,0.15149100502769422
434,662,0.25,132,0.09903049148832926,187,0.15149725287238308
435,610,0.25,89,0.09937493167973446,165,0.1518984618600885
436,629,0.25,456,0.09956688405436352,648,0.15209275490698912
437,257,0.25,336,0.0995857233906947,315,0.15280439201164564
438,388,0.25,305,0.09967704636976196,298,0.15324442525634108
439,357,0.25,509,0.10022048506714773,48,0.15331529161009294
440,419,0.25,438,0.10062893081761007,290,0.1540482313423678
441,1004,0.24,650,0.10085118399290008,437,0.15414843674293005
442,1039,0.24,445,0.10096420818819728,896,0.15498130221753534
443,847,0.24,953,0.1010478663743015,285,0.15510843978562355
444,509,0.24,130,0.10111427935853103,365,0.15515984301656213
445,657,0.24,946,0.10149193139145438,558,0.15526882344212467
446,445,0.24,392,0.10151975066749236,244,0.1564207125865052
447,300,0.24,910,0.10309490917338503,166,0.15689320452043176
448,792,0.24,1070,0.1031470154411082,277,0.15724628078164524
449,953,0.24,391,0.1033666518507799,513,0.1574412832539172
450,89,0.24,661,0.1062405711493105,656,0.1582450494766683
451,122,0.23,270,0.10632755265872046,748,0.1586349176666865
452,125,0.23,125,0.10848928668294007,868,0.15920790844467947
453,451,0.23,337,0.10873110796999022,167,0.15951162906586222
454,614,0.23,315,0.10914170959573911,647,0.15955111046986728
455,1078,0.23,279,0.1092191919964176,701,0.15959519681138196
456,47,0.23,158,0.10966956559885067,750,0.15966682626950848
457,307,0.23,669,0.10992272432479966,110,0.15970835279224174
458,661,0.23,497,0.11027303603722817,89,0.16090548431952006
459,623,0.23,1078,0.11033508766122715,745,0.16129375318845018
460,29,0.22,122,0.11070274099986714,328,0.16151511059409548
461,129,0.22,819,0.11070764325569038,847,0.1620854938271605
462,96,0.22,425,0.110998878911323,700,0.16315708805245202
463,1026,0.22,444,0.11120996441281138,517,0.16331232479496918
