,nodes,TC_i,nodes,PI_i,nodes,CC_i
100,618,0.5714,720,0.4771,354,0.32310184
101,325,0.5735,721,0.4771,832,0.323790942
102,385,0.5735,769,0.4771,461,0.325522802
103,708,0.5735,770,0.4771,699,0.326244046
104,933,0.5735,771,0.4771,989,0.331111111
105,60,0.5758,772,0.4771,656,0.331165981
106,143,0.5758,791,0.4771,999,0.333206954
107,278,0.5758,792,0.4771,360,0.333546217
108,119,0.5781,793,0.4771,621,0.336451004
109,144,0.5781,794,0.4771,787,0.337406076
110,695,0.5781,887,0.4771,605,0.338263889
111,494,0.5806,888,0.4771,853,0.338912595
112,94,0.5862,889,0.4771,854,0.338912595
113,713,0.5862,890,0.4771,949,0.3390625
114,868,0.5862,907,0.4771,754,0.339603332
115,68,0.5893,935,0.4771,756,0.339603332
116,248,0.5893,936,0.4771,60,0.339833541
117,249,0.5893,937,0.4771,285,0.340561224
118,252,0.5893,984,0.4771,696,0.340835354
119,254,0.5893,985,0.4771,211,0.343069171
120,345,0.5893,986,0.4771,311,0.343746571
121,368,0.5893,987,0.4771,716,0.345789974
122,369,0.5893,1015,0.4771,717,0.345789974
123,370,0.5893,1016,0.4771,209,0.348150238
124,371,0.5893,1017,0.4771,727,0.349277616
125,372,0.5893,1018,0.4771,669,0.350945087
126,373,0.5893,1081,0.4771,50,0.353054928
127,374,0.5893,1082,0.4771,1210,0.35369873
128,375,0.5893,1116,0.4771,616,0.354734413
129,398,0.5893,1117,0.4771,619,0.354734413
130,432,0.5893,1118,0.4771,62,0.359420725
131,433,0.5893,1119,0.4771,45,0.360436906
132,434,0.5893,1169,0.4771,869,0.361368087
133,435,0.5893,1170,0.4771,790,0.362244898
134,436,0.5893,1171,0.4771,470,0.362715489
135,437,0.5893,1172,0.4771,239,0.363422398
136,438,0.5893,1226,0.4771,267,0.364899399
137,439,0.5893,1227,0.4771,627,0.367278646
138,998,0.5893,1228,0.4771,247,0.368209075
139,1000,0.5893,1229,0.4771,10,0.369212963
140,1001,0.5893,1303,0.4771,1113,0.371083285
141,1109,0.5893,1304,0.4771,1114,0.371083285
142,1110,0.5893,1305,0.4771,1115,0.371083285
143,1111,0.5893,1306,0.4771,1109,0.37268868
144,1112,0.5893,1341,0.4771,1110,0.37268868
145,1113,0.5893,1342,0.4771,1111,0.37268868
146,1114,0.5893,1343,0.4771,1112,0.37268868
147,1115,0.5893,1344,0.4771,312,0.373688889
148,1277,0.5893,1421,0.4771,476,0.375
149,1278,0.5893,1422,0.4771,266,0.378131277
150,1279,0.5893,1423,0.4771,805,0.380204082
151,1280,0.5893,1424,0.4771,918,0.380668934
152,1436,0.5893,1449,0.4771,174,0.381956501
153,1437,0.5893,1450,0.4771,1188,0.3828125
154,1438,0.5893,1451,0.4771,1098,0.384459012
155,1439,0.5893,1452,0.4771,1099,0.384459012
156,1440,0.5893,1040,0.4775,786,0.38597636
157,1441,0.5893,1027,0.4842,1277,0.386044472
158,284,0.5926,515,0.4849,1278,0.386044472
159,92,0.5962,597,0.4894,1279,0.386044472
160,260,0.5962,1108,0.4896,1280,0.386044472
161,262,0.5962,119,0.5032,329,0.387963718
162,207,0.6,790,0.5038,283,0.391666667
163,267,0.6,658,0.5039,1426,0.392152944
164,495,0.6,179,0.5081,988,0.392299954
165,599,0.6,259,0.5081,990,0.392299954
166,656,0.6,396,0.5081,991,0.392299954
167,386,0.6042,94,0.5107,992,0.392299954
168,696,0.6042,234,0.5169,993,0.392299954
169,869,0.6042,541,0.5169,994,0.392299954
170,30,0.6136,575,0.5169,995,0.392299954
171,69,0.619,576,0.5169,996,0.392299954
172,70,0.619,577,0.5169,997,0.392299954
173,184,0.619,614,0.5169,262,0.394231749
174,263,0.619,615,0.5169,260,0.394231749
175,264,0.619,1044,0.5169,998,0.394453423
176,266,0.619,1045,0.5169,1000,0.394453423
177,268,0.619,1294,0.5169,1001,0.394453423
178,269,0.619,949,0.5177,227,0.395833333
179,384,0.619,851,0.5186,132,0.396433471
180,387,0.619,184,0.5203,133,0.396433471
181,388,0.619,423,0.5209,134,0.396433471
182,697,0.619,13,0.5211,135,0.396433471
183,1287,0.619,15,0.5211,136,0.396433471
184,1288,0.619,16,0.5211,137,0.396433471
185,1289,0.619,68,0.5223,138,0.396433471
186,1290,0.619,741,0.5295,139,0.396433471
187,1291,0.619,742,0.5295,140,0.396433471
188,290,0.625,743,0.5295,141,0.396433471
189,716,0.625,286,0.5355,773,0.396433471
190,717,0.625,284,0.5361,774,0.396433471
191,727,0.625,46,0.5368,775,0.396433471
192,1188,0.625,47,0.5368,776,0.396433471
193,1210,0.625,48,0.5368,777,0.396433471
194,239,0.6316,343,0.5368,778,0.396433471
195,360,0.6316,344,0.5368,779,0.396433471
196,616,0.6316,580,0.5378,780,0.396433471
197,619,0.6316,581,0.5378,781,0.396433471
198,787,0.6316,461,0.5385,782,0.396433471
199,49,0.6389,476,0.5406,213,0.399000718
200,508,0.6389,452,0.5408,288,0.39973279
201,509,0.6389,462,0.5412,515,0.400085034
202,510,0.6389,3,0.5441,1385,0.400481859
203,627,0.6389,4,0.5441,155,0.400555556
204,805,0.6389,5,0.5441,1181,0.401159177
205,949,0.6389,6,0.5441,1332,0.403333333
206,1385,0.6389,7,0.5441,42,0.408179012
207,44,0.6471,110,0.5441,711,0.409307939
208,120,0.6471,185,0.5441,299,0.409814815
209,209,0.6471,186,0.5441,757,0.410475937
210,14,0.6562,187,0.5441,1049,0.410602307
211,53,0.6562,188,0.5441,254,0.411169996
212,54,0.6562,189,0.5441,248,0.411169996
213,62,0.6562,227,0.5441,249,0.411169996
214,291,0.6562,229,0.5441,252,0.411169996
215,358,0.6562,447,0.5441,74,0.412905093
216,359,0.6562,448,0.5441,847,0.414677074
217,452,0.6562,449,0.5441,710,0.414861224
218,462,0.6562,450,0.5441,709,0.414861224
219,501,0.6562,451,0.5441,206,0.418009384
220,621,0.6562,813,0.5441,852,0.418032685
221,1040,0.6562,814,0.5441,856,0.418032685
222,34,0.6667,815,0.5441,14,0.420068027
223,35,0.6667,816,0.5441,1040,0.420068027
224,36,0.6667,817,0.5441,176,0.422453704
225,37,0.6667,818,0.5441,1025,0.42559764
226,38,0.6667,819,0.5441,1026,0.42559764
227,39,0.6667,820,0.5441,1028,0.42559764
228,210,0.6667,821,0.5441,1029,0.42559764
229,214,0.6667,822,0.5441,1030,0.42559764
230,299,0.6667,834,0.5441,1031,0.42559764
231,319,0.6667,835,0.5441,1032,0.42559764
232,329,0.6667,836,0.5441,1033,0.42559764
233,331,0.6667,837,0.5441,1077,0.428433642
234,332,0.6667,838,0.5441,880,0.430817917
235,333,0.6667,865,0.5441,881,0.430817917
236,334,0.6667,872,0.5441,386,0.434594671
237,335,0.6667,873,0.5441,313,0.434665533
238,336,0.6667,874,0.5441,443,0.434722222
239,500,0.6667,875,0.5441,319,0.435463728
240,654,0.6667,928,0.5441,1257,0.436166969
241,655,0.6667,929,0.5441,1258,0.436166969
242,657,0.6667,930,0.5441,1133,0.437658008
243,659,0.6667,931,0.5441,1134,0.437658008
244,722,0.6667,932,0.5441,480,0.437733333
245,723,0.6667,1063,0.5441,502,0.437895408
246,724,0.6667,1064,0.5441,831,0.438253061
247,725,0.6667,1065,0.5441,1436,0.43894218
248,748,0.6667,1066,0.5441,1437,0.43894218
249,749,0.6667,1067,0.5441,1438,0.43894218
250,750,0.6667,1282,0.5441,1439,0.43894218
251,751,0.6667,1283,0.5441,1440,0.43894218
252,752,0.6667,1284,0.5441,1441,0.43894218
253,753,0.6667,1285,0.5441,1068,0.439453125
254,831,0.6667,1286,0.5441,1069,0.439453125
255,852,0.6667,1374,0.5441,1070,0.439453125
256,856,0.6667,1375,0.5441,1071,0.439453125
257,880,0.6667,1381,0.5441,1072,0.439453125
258,881,0.6667,1382,0.5441,1073,0.439453125
259,892,0.6667,1383,0.5441,1074,0.439453125
260,901,0.6667,1384,0.5441,1075,0.439453125
261,902,0.6667,1398,0.5441,1076,0.439453125
262,903,0.6667,1399,0.5441,1345,0.447562358
263,904,0.6667,1400,0.5441,1011,0.449121315
264,905,0.6667,1416,0.5441,358,0.4503291
265,906,0.6667,1417,0.5441,359,0.4503291
266,918,0.6667,1418,0.5441,714,0.453134304
267,950,0.6667,517,0.5453,715,0.453134304
268,1098,0.6667,518,0.5453,833,0.453765432
269,1099,0.6667,519,0.5453,97,0.45728191
270,1181,0.6667,197,0.5485,668,0.45728191
271,1201,0.6667,1194,0.5485,120,0.458557099
272,1202,0.6667,661,0.5492,289,0.459748103
273,1203,0.6667,662,0.5492,948,0.461071859
274,1204,0.6667,663,0.5492,561,0.46316358
275,1257,0.6667,948,0.5502,67,0.46637639
276,1258,0.6667,1395,0.5517,96,0.467140047
277,1347,0.6667,1396,0.5517,1195,0.467144172
278,1348,0.6667,1397,0.5517,384,0.467519763
279,1349,0.6667,44,0.5538,387,0.467519763
280,1350,0.6667,10,0.5542,388,0.467519763
281,1386,0.6667,409,0.5543,263,0.475645477
282,1387,0.6667,1250,0.5543,264,0.475645477
283,1388,0.6667,1251,0.5543,268,0.475645477
284,1389,0.6667,567,0.5581,269,0.475645477
285,1390,0.6667,340,0.5614,738,0.475897695
286,1409,0.6667,341,0.5614,238,0.476775607
287,1410,0.6667,1182,0.5623,333,0.477777778
288,1411,0.6667,1183,0.5623,640,0.477777778
289,1444,0.6667,1184,0.5623,95,0.483609246
290,1445,0.6667,578,0.5624,91,0.483609246
291,1446,0.6667,9,0.563,63,0.483991857
292,1447,0.6667,11,0.563,1287,0.484019204
293,96,0.6786,12,0.563,1288,0.484019204
294,114,0.6786,440,0.563,1289,0.484019204
295,292,0.6786,441,0.563,1290,0.484019204
296,515,0.6786,442,0.563,1291,0.484019204
297,176,0.6923,74,0.5643,409,0.486979167
298,206,0.6923,1428,0.5678,304,0.487893519
299,213,0.6923,1429,0.5678,1427,0.492296872
300,288,0.6923,1430,0.5678,548,0.492434175
301,304,0.6923,71,0.569,368,0.49271137
302,311,0.6923,72,0.569,369,0.49271137
303,313,0.6923,73,0.569,370,0.49271137
304,391,0.6923,42,0.5712,371,0.49271137
305,392,0.6923,1120,0.5719,372,0.49271137
306,394,0.6923,1121,0.5719,373,0.49271137
307,561,0.6923,1122,0.5719,374,0.49271137
308,562,0.6923,1123,0.5719,375,0.49271137
309,563,0.6923,1177,0.5719,432,0.49271137
310,699,0.6923,1178,0.5719,433,0.49271137
311,790,0.6923,1179,0.5719,434,0.49271137
312,1054,0.6923,1180,0.5719,435,0.49271137
313,1077,0.6923,919,0.572,436,0.49271137
314,45,0.7083,733,0.5723,437,0.49271137
315,121,0.7083,651,0.5751,438,0.49271137
316,211,0.7083,652,0.5751,439,0.49271137
317,286,0.7083,143,0.5785,121,0.494722222
318,461,0.7083,231,0.582,892,0.496126543
319,605,0.7083,232,0.582,492,0.508025085
320,626,0.7083,755,0.5824,234,0.508503401
321,709,0.7083,62,0.5859,956,0.508503401
322,710,0.7083,977,0.5892,1374,0.5093
323,726,0.7083,978,0.5892,1375,0.5093
324,42,0.7273,979,0.5892,617,0.511337868
325,74,0.7273,980,0.5892,620,0.511337868
326,128,0.7273,1149,0.5892,179,0.513333333
327,193,0.7273,1150,0.5892,259,0.513333333
328,306,0.7273,1151,0.5892,971,0.515821696
329,669,0.7273,1152,0.5892,912,0.51734375
330,832,0.7273,76,0.5894,9,0.517361111
331,1246,0.7273,77,0.5894,920,0.518924497
332,3,0.75,78,0.5894,181,0.519288194
333,4,0.75,1102,0.5894,1247,0.520205168
334,5,0.75,1103,0.5894,1248,0.520205168
335,6,0.75,1104,0.5894,670,0.521359555
336,7,0.75,443,0.5898,280,0.53
337,23,0.75,1185,0.5934,110,0.53
338,25,0.75,1186,0.5934,229,0.53
339,50,0.75,1434,0.5934,815,0.53
340,91,0.75,1435,0.5934,567,0.53082483
341,95,0.75,674,0.5946,1160,0.533103776
342,97,0.75,675,0.5946,25,0.5334
343,110,0.75,676,0.5946,23,0.5334
344,155,0.75,677,0.5946,328,0.53349105
345,180,0.75,313,0.5947,330,0.53349105
346,185,0.75,933,0.5975,1347,0.534865306
347,186,0.75,516,0.5997,1348,0.534865306
348,187,0.75,1077,0.6011,1349,0.534865306
349,188,0.75,626,0.6016,1350,0.534865306
350,189,0.75,385,0.6019,606,0.535190972
351,227,0.75,34,0.6021,654,0.535530864
352,229,0.75,35,0.6021,655,0.535530864
353,238,0.75,36,0.6021,657,0.535530864
354,289,0.75,37,0.6021,659,0.535530864
355,328,0.75,38,0.6021,493,0.539714034
356,330,0.75,39,0.6021,728,0.540443437
357,354,0.75,331,0.6021,300,0.544753086
358,390,0.75,332,0.6021,508,0.544753086
359,393,0.75,333,0.6021,509,0.544753086
360,447,0.75,334,0.6021,510,0.544753086
361,448,0.75,335,0.6021,468,0.547122117
362,449,0.75,336,0.6021,469,0.547122117
363,450,0.75,748,0.6021,306,0.552777778
364,451,0.75,749,0.6021,310,0.554814815
365,486,0.75,750,0.6021,1010,0.555520125
366,487,0.75,751,0.6021,453,0.556571978
367,488,0.75,752,0.6021,1054,0.557711111
368,502,0.75,753,0.6021,197,0.5625
369,503,0.75,901,0.6021,1194,0.5625
370,504,0.75,902,0.6021,722,0.564888889
371,606,0.75,903,0.6021,723,0.564888889
372,628,0.75,904,0.6021,724,0.564888889
373,629,0.75,905,0.6021,725,0.564888889
374,630,0.75,906,0.6021,361,0.568287037
375,668,0.75,1187,0.6043,1168,0.568287037
376,674,0.75,1189,0.6043,1444,0.568918274
377,675,0.75,1190,0.6043,1445,0.568918274
378,676,0.75,1191,0.6043,1446,0.568918274
379,677,0.75,1207,0.6043,1447,0.568918274
380,714,0.75,1208,0.6043,626,0.57
381,715,0.75,1209,0.6043,1057,0.573580247
382,744,0.75,1211,0.6043,1090,0.573869879
383,745,0.75,1253,0.6043,1233,0.573869879
384,746,0.75,1254,0.6043,1351,0.575927734
385,747,0.75,1255,0.6043,1352,0.575927734
386,757,0.75,1256,0.6043,1353,0.575927734
387,813,0.75,1057,0.6047,1161,0.57861119
388,814,0.75,805,0.6055,1162,0.57861119
389,815,0.75,1385,0.6114,1185,0.581447188
390,816,0.75,23,0.6142,1186,0.581447188
391,817,0.75,25,0.6142,1434,0.581447188
392,818,0.75,1247,0.6145,1435,0.581447188
393,819,0.75,1248,0.6145,537,0.583333333
394,820,0.75,459,0.6153,984,0.583333333
395,821,0.75,460,0.6153,1226,0.583333333
396,822,0.75,285,0.6169,190,0.58609375
397,834,0.75,190,0.6176,192,0.58609375
398,835,0.75,192,0.6176,899,0.590419501
399,836,0.75,628,0.6177,900,0.590419501
400,837,0.75,629,0.6177,1055,0.59171875
401,838,0.75,630,0.6177,1056,0.59171875
402,847,0.75,1014,0.6196,1409,0.591733333
403,865,0.75,744,0.6197,1410,0.591733333
404,872,0.75,745,0.6197,1411,0.591733333
405,873,0.75,746,0.6197,503,0.592269611
406,874,0.75,747,0.6197,504,0.592269611
407,875,0.75,1036,0.6197,511,0.592592593
408,912,0.75,1037,0.6197,303,0.600833333
409,928,0.75,1038,0.6197,1013,0.604237528
410,929,0.75,1039,0.6197,1014,0.604237528
411,930,0.75,1161,0.6205,950,0.6057
412,931,0.75,1162,0.6205,1201,0.6057
413,932,0.75,361,0.6211,1202,0.6057
414,951,0.75,1168,0.6211,1203,0.6057
415,952,0.75,950,0.6215,1204,0.6057
416,953,0.75,1201,0.6215,562,0.609177778
417,977,0.75,1202,0.6215,563,0.609177778
418,978,0.75,1203,0.6215,1386,0.615608163
419,979,0.75,1204,0.6215,1387,0.615608163
420,980,0.75,1240,0.6215,1388,0.615608163
421,1036,0.75,1241,0.6215,1389,0.615608163
422,1037,0.75,1242,0.6215,1390,0.615608163
423,1038,0.75,1243,0.6215,391,0.626955556
424,1039,0.75,250,0.6226,392,0.626955556
425,1055,0.75,251,0.6226,394,0.626955556
426,1056,0.75,253,0.6226,958,0.627098765
427,1063,0.75,360,0.6241,959,0.627098765
428,1064,0.75,971,0.6245,331,0.628977778
429,1065,0.75,300,0.6249,332,0.628977778
430,1066,0.75,307,0.6275,334,0.628977778
431,1067,0.75,308,0.6275,335,0.628977778
432,1091,0.75,728,0.6277,336,0.628977778
433,1092,0.75,1427,0.6277,180,0.629987565
434,1120,0.75,500,0.6281,486,0.629987565
435,1121,0.75,757,0.6281,487,0.629987565
436,1122,0.75,114,0.6302,488,0.629987565
437,1123,0.75,180,0.6307,919,0.630527211
438,1133,0.75,486,0.6307,951,0.631197917
439,1134,0.75,487,0.6307,952,0.631197917
440,1149,0.75,488,0.6307,953,0.631197917
441,1150,0.75,892,0.6315,526,0.631365741
442,1151,0.75,958,0.632,564,0.632839506
443,1152,0.75,959,0.632,516,0.647427721
444,1177,0.75,260,0.6329,560,0.647427721
445,1178,0.75,262,0.6329,34,0.648
446,1179,0.75,1351,0.6354,35,0.648
447,1180,0.75,1352,0.6354,36,0.648
448,1187,0.75,1353,0.6354,37,0.648
449,1189,0.75,182,0.636,38,0.648
450,1190,0.75,183,0.636,39,0.648
451,1191,0.75,468,0.6362,748,0.648
452,1195,0.75,469,0.6362,749,0.648
453,1207,0.75,918,0.6385,750,0.648
454,1208,0.75,1160,0.6387,751,0.648
455,1209,0.75,713,0.6414,752,0.648
456,1211,0.75,193,0.6426,753,0.648
457,1240,0.75,951,0.6469,901,0.648
458,1241,0.75,952,0.6469,902,0.648
459,1242,0.75,953,0.6469,903,0.648
460,1243,0.75,319,0.6487,904,0.648
461,1253,0.75,1444,0.6487,905,0.648
462,1254,0.75,1445,0.6487,906,0.648
463,1255,0.75,1446,0.6487,459,0.648666051
464,1256,0.75,1447,0.6487,460,0.648666051
465,1282,0.75,239,0.6491,1294,0.64956382
466,1283,0.75,176,0.6512,1091,0.650260417
467,1284,0.75,299,0.6517,1092,0.650260417
468,1285,0.75,207,0.6524,395,0.653333333
469,1286,0.75,49,0.6546,628,0.655742188
470,1296,0.75,524,0.6566,629,0.655742188
471,1297,0.75,525,0.6566,630,0.655742188
472,1298,0.75,999,0.6571,578,0.659722222
473,1351,0.75,30,0.6587,1296,0.660590278
474,1352,0.75,502,0.6599,1297,0.660590278
475,1353,0.75,503,0.6599,1298,0.660590278
476,1374,0.75,504,0.6599,1240,0.661458333
477,1375,0.75,155,0.66,1241,0.661458333
478,1381,0.75,606,0.66,1242,0.661458333
479,1382,0.75,63,0.6601,1243,0.661458333
480,1383,0.75,325,0.6619,305,0.664135802
481,1384,0.75,328,0.6632,390,0.67046875
482,1398,0.75,330,0.6632,393,0.67046875
483,1399,0.75,1054,0.6649,240,0.673611111
484,1400,0.75,754,0.6655,241,0.673611111
485,1416,0.75,756,0.6655,1149,0.678096065
486,1417,0.75,174,0.6674,1150,0.678096065
487,1418,0.75,45,0.6691,1151,0.678096065
488,10,0.7778,1296,0.6691,1152,0.678096065
489,179,0.7778,1297,0.6691,674,0.678096065
490,259,0.7778,1298,0.6691,675,0.678096065
491,312,0.7778,726,0.6697,676,0.678096065
492,396,0.7778,395,0.6698,677,0.678096065
493,443,0.7778,564,0.6698,1187,0.686523438
494,476,0.7778,833,0.6698,1189,0.686523438
495,640,0.7778,711,0.6715,1190,0.686523438
496,1049,0.7778,354,0.6717,1191,0.686523438
497,1426,0.7778,1055,0.6751,1207,0.686523438
498,181,0.8125,1056,0.6751,1208,0.686523438
499,190,0.8125,899,0.6776,1209,0.686523438
500,192,0.8125,900,0.6776,1211,0.686523438
501,285,0.8125,291,0.6787,1253,0.686523438
502,303,0.8125,1013,0.6807,1254,0.686523438
503,340,0.8125,526,0.6811,1255,0.686523438
504,341,0.8125,124,0.6821,1256,0.686523438
505,453,0.8125,53,0.6839,745,0.697464923
506,480,0.8125,54,0.6839,746,0.697464923
507,492,0.8125,670,0.6841,747,0.697464923
508,516,0.8125,920,0.6844,744,0.697464923
509,526,0.8125,69,0.6879,977,0.697464923
510,560,0.8125,144,0.6915,978,0.697464923
511,578,0.8125,386,0.6931,979,0.697464923
512,920,0.8125,290,0.6938,980,0.697464923
513,1247,0.8125,304,0.6947,1036,0.697464923
514,1248,0.8125,60,0.6953,1037,0.697464923
515,470,0.8571,654,0.6964,1038,0.697464923
516,548,0.8571,655,0.6964,1039,0.697464923
517,1010,0.8571,657,0.6964,1177,0.697464923
518,9,0.9167,659,0.6964,1178,0.697464923
519,11,0.9167,1090,0.6986,1179,0.697464923
520,12,0.9167,1233,0.6986,1180,0.697464923
521,13,0.9167,368,0.699,182,0.699074074
522,15,0.9167,369,0.699,183,0.699074074
523,16,0.9167,370,0.699,1250,0.699074074
524,46,0.9167,371,0.699,1251,0.699074074
525,47,0.9167,372,0.699,1416,0.7015625
526,48,0.9167,373,0.699,1417,0.7015625
527,63,0.9167,374,0.699,1418,0.7015625
528,67,0.9167,375,0.699,340,0.704427083
529,71,0.9167,432,0.699,341,0.704427083
530,72,0.9167,433,0.699,597,0.708907254
531,73,0.9167,434,0.699,733,0.708907254
532,76,0.9167,435,0.699,1120,0.712239583
533,77,0.9167,436,0.699,1121,0.712239583
534,78,0.9167,437,0.699,1122,0.712239583
535,124,0.9167,438,0.699,1123,0.712239583
536,142,0.9167,439,0.699,1381,0.712239583
537,146,0.9167,238,0.7014,1382,0.712239583
538,147,0.9167,1386,0.7018,1383,0.712239583
539,148,0.9167,1387,0.7018,1384,0.712239583
540,149,0.9167,1388,0.7018,524,0.71622085
541,174,0.9167,1389,0.7018,525,0.71622085
542,182,0.9167,1390,0.7018,307,0.718765432
543,183,0.9167,181,0.7036,308,0.718765432
544,197,0.9167,453,0.7053,76,0.725956409
545,217,0.9167,92,0.7061,77,0.725956409
546,218,0.9167,305,0.7091,78,0.725956409
547,219,0.9167,1347,0.7093,1102,0.725956409
548,220,0.9167,1348,0.7093,1103,0.725956409
549,234,0.9167,1349,0.7093,1104,0.725956409
550,243,0.9167,1350,0.7093,813,0.73328125
551,244,0.9167,1133,0.7095,814,0.73328125
552,280,0.9167,1134,0.7095,816,0.73328125
553,281,0.9167,617,0.7097,817,0.73328125
554,282,0.9167,620,0.7097,865,0.73328125
555,283,0.9167,998,0.7102,872,0.73328125
556,300,0.9167,1000,0.7102,873,0.73328125
557,305,0.9167,1001,0.7102,874,0.73328125
558,307,0.9167,329,0.7103,875,0.73328125
559,308,0.9167,605,0.7108,1398,0.73328125
560,310,0.9167,121,0.7135,1399,0.73328125
561,315,0.9167,289,0.7149,1400,0.73328125
562,316,0.9167,511,0.7157,1428,0.733888889
563,317,0.9167,786,0.7158,1429,0.733888889
564,318,0.9167,306,0.7204,1430,0.733888889
565,321,0.9167,247,0.7256,558,0.736237087
566,322,0.9167,97,0.7262,559,0.736237087
567,323,0.9167,668,0.7262,651,0.736237087
568,324,0.9167,522,0.7266,652,0.736237087
569,343,0.9167,70,0.7274,1044,0.736237087
